,users,catchingUpRatio,order,freq,ordinary-late,features,prediction
202,ebdd7e01-09f4-dbf1-8a08-602d0001,0.0,1.0,0.75,ordinary,"[0.0,1.0,0.75]",3
203,ed71098a-9600-3bac-4cca-70ce0496,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]",3
204,ed71bd28-a732-78c0-de66-e32f77c8,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]",3
205,edcaf7c0-7593-61d2-f4e9-689b8340,0.6666666666666666,0.6,0.3333333333333333,ordinary,"[0.6666666666666666,0.6,0.3333333333333333]",1
206,ef70bde5-8a4d-68a0-4f26-e5253d2c,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]",1
207,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.16666666666666666,1.0,0.16666666666666666,ordinary,"[0.16666666666666666,1.0,0.16666666666666666]",0
208,f4bf52fc-cffa-0f52-f4f9-2eff92fc,0.75,0.0,0.25,ordinary,"[0.75,0.0,0.25]",2
209,f5196f35-183f-1d55-1883-5fef618e,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0
210,f6956137-aec3-29d6-ad64-d870e209,0.2857142857142857,1.0,0.42857142857142855,ordinary,"[0.2857142857142857,1.0,0.42857142857142855]",0
211,f6c2c059-c90e-1566-cc25-b0823249,0.9,1.0,0.1,ordinary,"[0.9,1.0,0.1]",1
212,f6cd37ab-4add-fb6f-20c2-2374f109,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0
213,f83fd099-8c89-2894-3a91-bb38be88,0.625,1.0,0.375,ordinary,"[0.625,1.0,0.375]",1
214,f8c2bef5-12f7-05a2-39e8-43daff7b,0.0,0.4,0.0,ordinary,"[0.0,0.4,0.0]",2
215,f8f5aa96-ff9b-eb8f-c3dc-06293d3f,0.0,0.6666666666666666,0.0,ordinary,"[0.0,0.6666666666666666,0.0]",0
216,fcb83a6e-9298-b96c-29e5-c217b27f,0.14285714285714285,0.8333333333333334,0.14285714285714285,ordinary,"[0.14285714285714285,0.8333333333333334,0.14285714285714285]",0
217,ff3d026c-5e45-1835-2b58-e6308d38,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]",1
218,ff549000-a9c8-4964-1ece-6923a32e,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]",3
