,users,followingRatio,order,freq,catchingUpRatio,features,probability,prediction
233,Tatjana,0.5,0.6666666666666666,0.5,0.5,"[0.5,0.6666666666666666,0.5,0.5]","[2.2800082869748474e-14,2.266019368003429e-16,0.9999998514951007,2.2660193680034267e-16,1.4850487599861626e-07]",2
234,tibor,0.25,1.0,0.16666666666666666,0.3333333333333333,"[0.25,1.0,0.16666666666666666,0.3333333333333333]","[2.3805178120592036e-11,1.188262552040723e-22,3.725084186793243e-10,0.9999999986845289,9.191574356262277e-10]",3
235,Tina Kiler,0.16666666666666666,1.0,0.4615384615384616,0.5384615384615384,"[0.16666666666666666,1.0,0.4615384615384616,0.5384615384615384]","[4.415209513252547e-14,6.0353158190429894e-18,8.460853823677954e-09,0.999999991539102,5.7626789830121936e-18]",3
236,Tja��a,0.1111111111111111,1.0,0.6666666666666666,0.0,"[0.1111111111111111,1.0,0.6666666666666666,0.0]","[2.3150183410137992e-14,5.377639978287068e-16,1.2818684601534515e-07,0.9999998718131303,6.734434259353974e-23]",3
237,Tojo,0.3333333333333333,1.0,0.25,0.75,"[0.3333333333333333,1.0,0.25,0.75]","[8.737732820182137e-22,6.472421214121991e-22,2.98198774972444e-11,0.9999999737662231,2.6203956969582e-08]",3
238,tomaz1961,0.1111111111111111,0.8181818181818182,0.6666666666666666,0.16666666666666666,"[0.1111111111111111,0.8181818181818182,0.6666666666666666,0.16666666666666666]","[6.229715846245512e-05,6.091577072265033e-08,0.9999376419257665,1.0419730869151993e-16,1.0419731544648728e-16]",2
239,tomba,0.2,0.875,0.5555555555555556,0.4444444444444444,"[0.2,0.875,0.5555555555555556,0.4444444444444444]","[0.007382229287108884,0.9538388887031496,0.03877888200955018,1.6640351187142305e-17,1.9128276388962367e-13]",1
240,Tome,0.19999999999999998,0.8333333333333334,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,0.8333333333333334,0.7142857142857143,0.2857142857142857]","[4.778316024641148e-08,0.9325107022259869,0.06748924999085294,9.817151284430301e-18,9.817151284466322e-18]",1
241,Tomica,0.14285714285714285,1.0,1.0,0.0,"[0.14285714285714285,1.0,1.0,0.0]","[2.4683667778504726e-22,2.4683667805246663e-22,6.41686030785317e-09,0.9999999935831396,2.4683667778430487e-22]",3
242,Tomislav Cipcic,0.3333333333333333,1.0,0.25,0.25,"[0.3333333333333333,1.0,0.25,0.25]","[1.070494090059875e-08,5.461954240817282e-23,2.6031163530961173e-09,0.9999999866919426,6.068579301742923e-17]",3
243,TonCa,0.16666666666666666,1.0,0.3076923076923077,0.23076923076923078,"[0.16666666666666666,1.0,0.3076923076923077,0.23076923076923078]","[5.936015657476654e-09,1.6045367035135815e-19,8.584901607879472e-09,0.9999999854790814,1.1794027847431008e-15]",3
244,toni88,0.25,1.0,0.25,0.5,"[0.25,1.0,0.25,0.5]","[9.297839244864269e-15,1.546773754603418e-22,3.9105022860963176e-10,0.9999999991900419,4.18898618687152e-10]",3
245,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,0.14285714285714285,"[0.16666666666666669,0.8333333333333334,0.7142857142857143,0.14285714285714285]","[1.9084422952349559e-10,0.9524832929876674,0.04751670682148835,7.697915791241617e-18,7.69791579124162e-18]",1
246,Trojan,0.1111111111111111,1.0,0.8888888888888888,0.0,"[0.1111111111111111,1.0,0.8888888888888888,0.0]","[1.2183016821925466e-22,1.3948915720297017e-19,3.386054247527425e-08,0.9999999661394575,1.2082366169346624e-22]",3
247,Urle,0.3333333333333333,1.0,0.07692307692307693,0.15384615384615385,"[0.3333333333333333,1.0,0.07692307692307693,0.15384615384615385]","[1.4962414325483855e-07,1.448163965710105e-22,2.6705953781041577e-10,0.9999998500618408,4.69564510154337e-11]",3
248,Urosv,0.1111111111111111,1.0,0.75,0.16666666666666666,"[0.1111111111111111,1.0,0.75,0.16666666666666666]","[3.694073989231291e-14,3.912373202512411e-15,1.6673942781905895e-07,0.9999998332605313,6.015216709240235e-23]",3
249,vanja123,0.33333333333333337,0.5,0.6,0.4,"[0.33333333333333337,0.5,0.6,0.4]","[6.515883489696284e-16,1.612833163537513e-16,0.9999999999999989,1.612833163537513e-16,1.612833171448209e-16]",2
250,Vedran,0.1,1.0,0.5454545454545454,0.09090909090909091,"[0.1,1.0,0.5454545454545454,0.09090909090909091]","[1.0331947921324888e-09,1.0635383622159263e-11,1.3365164129506698e-07,0.9999998653045286,5.808787261003413e-23]",3
251,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,0.14285714285714285,"[0.19999999999999998,0.5,0.42857142857142855,0.14285714285714285]","[2.7740452194989394e-11,7.146530153205956e-17,0.9999999999722593,7.146530153205956e-17,7.146530153211943e-17]",2
252,vedrana,0.3333333333333333,0.3333333333333333,0.5,0.25,"[0.3333333333333333,0.3333333333333333,0.5,0.25]","[2.5664218165905225e-16,2.5664218165899664e-16,0.999999999999999,2.5664218165899664e-16,2.5664218165899664e-16]",2
253,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,0.23076923076923078,"[0.14285714285714282,0.9166666666666666,0.15384615384615385,0.23076923076923078]","[0.0006066686926105958,0.7423404741703331,0.0006948826524439827,5.441058355529799e-17,0.2563579744846124]",1
254,vid,0.16666666666666666,0.9,0.2727272727272727,0.36363636363636365,"[0.16666666666666666,0.9,0.2727272727272727,0.36363636363636365]","[0.0002632858951407726,0.9942784929965581,0.00039958551252991536,5.518746649115788e-18,0.005058635595771254]",1
255,Vido,0.5,0.6666666666666666,0.5,0.5,"[0.5,0.6666666666666666,0.5,0.5]","[2.2800082869748474e-14,2.266019368003429e-16,0.9999998514951007,2.2660193680034267e-16,1.4850487599861626e-07]",2
256,Vido Repan��ek,0.3333333333333333,1.0,0.75,0.0,"[0.3333333333333333,1.0,0.75,0.0]","[1.7157432671767283e-22,1.7157432656301376e-22,9.462487249286192e-09,0.9999999905375128,1.7157432656301376e-22]",3
257,Viktor Vic,0.1,0.8,0.6363636363636364,0.09090909090909091,"[0.1,0.8,0.6363636363636364,0.09090909090909091]","[1.0426853778191706e-05,4.4897512845508846e-14,0.9999895731461766,1.0172561070426443e-16,1.0172596220453411e-16]",2
258,vini,0.2,0.7777777777777778,0.1,0.0,"[0.2,0.7777777777777778,0.1,0.0]","[0.995807166368062,1.8001298286675832e-09,0.004138170181628975,1.9026163227647483e-17,5.4661650179097434e-05]",0
259,Vlado,0.09090909090909091,0.9,0.8181818181818182,0.0,"[0.09090909090909091,0.9,0.8181818181818182,0.0]","[2.739111809915069e-16,0.9963603371821934,0.0036396628178063696,3.0559693796366273e-18,3.0559693796366273e-18]",1
260,Vlajko,0.25,1.0,0.15384615384615385,0.0,"[0.25,1.0,0.15384615384615385,0.0]","[4.227334610597868e-06,2.0201041111247104e-22,2.932840714597781e-09,0.9999957697325184,3.019022693323496e-14]",3
261,Vlasta Svetina,1.0,0.0,0.0,0.0,"(4,[0],[1.0])","[4.92149573452219e-12,4.92149573452219e-12,0.999999999980314,4.92149573452219e-12,4.92149573452219e-12]",2
262,wavemaker,0.16666666666666666,1.0,0.4166666666666667,0.4166666666666667,"[0.16666666666666666,1.0,0.4166666666666667,0.4166666666666667]","[1.3572931776443766e-11,1.513230018318424e-18,1.1297322605517649e-08,0.9999999886891046,4.099903768013095e-18]",3
263,x,0.5,1.0,0.0,0.0,"[0.5,1.0,0.0,0.0]","[3.612872114394215e-09,5.362446629362344e-22,6.222912446317074e-11,0.9999999963248862,1.2541477958388458e-14]",3
264,��anetic,0.5,1.0,0.07692307692307693,0.0,"[0.5,1.0,0.07692307692307693,0.0]","[8.004556154130966e-11,3.673291071178049e-22,1.9759050098082746e-10,0.999999999722364,5.308613711495858e-18]",3
265,Zdenko,0.5,0.5,0.2,0.4,"[0.5,0.5,0.2,0.4]","[1.228105011750058e-12,1.7884663166679197e-16,0.9999999999987713,1.7884663166677206e-16,1.7884663167056616e-16]",2
266,Zdenko ��krlj,0.14285714285714282,0.5,0.38461538461538464,0.0,"[0.14285714285714282,0.5,0.38461538461538464,0.0]","[7.482310130370741e-13,1.168450407687721e-16,0.9999999999992514,1.168450407687721e-16,1.1684504076877382e-16]",2
267,Zdravko,0.125,1.0,0.3076923076923077,0.15384615384615385,"[0.125,1.0,0.3076923076923077,0.15384615384615385]","[1.4891128502042589e-08,9.996304741512601e-13,1.3575857873218087e-08,0.9999999715320136,3.84890697340318e-16]",3
268,��ivko Joncic,0.5,1.0,0.07692307692307693,0.0,"[0.5,1.0,0.07692307692307693,0.0]","[8.004556154130966e-11,3.673291071178049e-22,1.9759050098082746e-10,0.999999999722364,5.308613711495858e-18]",3
269,��S,1.0,0.6666666666666666,0.0,0.0,"[1.0,0.6666666666666666,0.0,0.0]","[1.8038291390024697e-16,1.8038291390024697e-16,3.7642953895873834e-07,1.8038291390024697e-16,0.9999996235704605]",4
270,zvjezdana,0.33333333333333337,1.0,0.4,0.4,"[0.33333333333333337,1.0,0.4,0.4]","[4.822568179395501e-11,4.7726255547926734e-23,8.999346990786407e-09,0.9999999909524272,7.697763334519935e-23]",3
271,Zvonimir Matic,1.0,0.0,0.25,0.75,"[1.0,0.0,0.25,0.75]","[2.149041501919315e-13,2.149041501919315e-13,0.9999999999991404,2.149041501919315e-13,2.149041501919315e-13]",2
