,users,intensityNormalized,order,freq,features,prediction
257,Vlado,0.0,0.9,0.8181818181818182,"[0.0,0.9,0.8181818181818182]",0
258,Vlajko,0.1875,1.0,0.15384615384615385,"[0.1875,1.0,0.15384615384615385]",3
259,Vlasta Svetina,0.9166666666666666,0.0,0.0,"[0.9166666666666666,0.0,0.0]",2
260,wavemaker,0.08333333333333333,1.0,0.4166666666666667,"[0.08333333333333333,1.0,0.4166666666666667]",1
261,x,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",3
262,��anetic,0.4583333333333333,1.0,0.07692307692307693,"[0.4583333333333333,1.0,0.07692307692307693]",3
263,Zdenko,0.125,0.5,0.2,"[0.125,0.5,0.2]",2
264,Zdenko ��krlj,0.07142857142857144,0.5,0.38461538461538464,"[0.07142857142857144,0.5,0.38461538461538464]",2
265,Zdravko,0.052083333333333336,1.0,0.3076923076923077,"[0.052083333333333336,1.0,0.3076923076923077]",1
266,��ivko Joncic,0.4583333333333333,1.0,0.07692307692307693,"[0.4583333333333333,1.0,0.07692307692307693]",3
267,zvjezdana,0.05555555555555556,1.0,0.4,"[0.05555555555555556,1.0,0.4]",1
268,Zvonimir Matic,0.25,0.0,0.25,"[0.25,0.0,0.25]",2
