,users,followingRatio,order,freq,features,prediction
152,ljubica basic,0.07692307692307693,1.0,0.9230769230769232,"[0.07692307692307693,1.0,0.9230769230769232]",1
153,Luc,0.11111111111111112,1.0,0.8181818181818182,"[0.11111111111111112,1.0,0.8181818181818182]",1
154,lucijan,0.125,0.6666666666666666,0.4615384615384616,"[0.125,0.6666666666666666,0.4615384615384616]",0
155,ludmilla,0.2,0.5,0.4,"[0.2,0.5,0.4]",0
156,Luka Skocir,0.25,1.0,0.4444444444444444,"[0.25,1.0,0.4444444444444444]",1
157,luka.voncina,0.09999999999999999,1.0,0.8333333333333334,"[0.09999999999999999,1.0,0.8333333333333334]",1
158,lukaaa11,0.25,1.0,0.3333333333333333,"[0.25,1.0,0.3333333333333333]",3
159,Lupodimare,0.25,0.4,0.3333333333333333,"[0.25,0.4,0.3333333333333333]",0
160,Maja Demaria,0.16666666666666669,1.0,0.6,"[0.16666666666666669,1.0,0.6]",1
161,Maja Grinek,0.2,0.875,0.3333333333333333,"[0.2,0.875,0.3333333333333333]",3
162,maja laurence,1.0,0.6666666666666666,0.0,"[1.0,0.6666666666666666,0.0]",2
163,MajaM,0.2,0.5833333333333334,0.38461538461538464,"[0.2,0.5833333333333334,0.38461538461538464]",0
164,Marco,0.3333333333333333,0.8333333333333334,0.0,"[0.3333333333333333,0.8333333333333334,0.0]",3
165,Mare_,0.2,1.0,1.0,"[0.2,1.0,1.0]",1
166,mare10,0.5,0.8333333333333334,0.0,"[0.5,0.8333333333333334,0.0]",3
167,Maria,0.14285714285714285,0.8571428571428571,0.625,"[0.14285714285714285,0.8571428571428571,0.625]",1
168,Marijana,0.3333333333333333,1.0,0.42857142857142855,"[0.3333333333333333,1.0,0.42857142857142855]",3
169,MARINO BRZAC,0.25,0.9090909090909092,0.3333333333333333,"[0.25,0.9090909090909092,0.3333333333333333]",3
170,Mario Bursac,0.125,1.0,0.7777777777777778,"[0.125,1.0,0.7777777777777778]",1
171,Mario91,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",3
172,Marjan Henigman,0.1,1.0,0.9090909090909092,"[0.1,1.0,0.9090909090909092]",1
173,Markisha,0.5,1.0,0.5,"[0.5,1.0,0.5]",3
174,Marko Dundovic,0.16666666666666666,0.9166666666666666,0.15384615384615385,"[0.16666666666666666,0.9166666666666666,0.15384615384615385]",3
175,Marko Kralj,0.5,1.0,0.4,"[0.5,1.0,0.4]",3
176,Marko L,0.3333333333333333,0.9090909090909092,0.0,"[0.3333333333333333,0.9090909090909092,0.0]",3
177,marko maticic,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]",0
178,Maru��aaaa,1.0,1.0,0.0,"[1.0,1.0,0.0]",2
179,Ma��a,0.125,1.0,0.8,"[0.125,1.0,0.8]",1
180,masa sarusic,0.1111111111111111,0.9090909090909092,0.75,"[0.1111111111111111,0.9090909090909092,0.75]",1
181,Mate Vitaljic,0.125,0.7777777777777778,0.8,"[0.125,0.7777777777777778,0.8]",1
182,Matea Pavicic,0.25,1.0,0.0,"[0.25,1.0,0.0]",3
183,Matija Osterc,0.25,0.9166666666666666,0.2307692307692308,"[0.25,0.9166666666666666,0.2307692307692308]",3
184,Matija Turkalj,0.2,0.9,0.0,"[0.2,0.9,0.0]",3
185,Matjazzavrl,0.25,0.8571428571428571,0.375,"[0.25,0.8571428571428571,0.375]",3
186,Mauro,0.25,0.75,0.0,"[0.25,0.75,0.0]",3
187,MedoPiki,0.2,1.0,0.0,"[0.2,1.0,0.0]",3
188,melina lako��,1.0,1.0,0.0,"[1.0,1.0,0.0]",2
189,mihaelas,0.5,1.0,0.1111111111111111,"[0.5,1.0,0.1111111111111111]",3
190,Miho,0.14285714285714285,0.8,0.3636363636363637,"[0.14285714285714285,0.8,0.3636363636363637]",0
191,Milan Kura��,0.3333333333333333,0.9166666666666666,0.07692307692307693,"[0.3333333333333333,0.9166666666666666,0.07692307692307693]",3
192,miranF,1.0,1.0,0.0,"[1.0,1.0,0.0]",2
