,users,followingRatio,order,freq,catchingUpRatio,features,probability,prediction
125,Niko Vukusic,0.1111111111111111,1.0,0.75,0.25,"[0.1111111111111111,1.0,0.75,0.25]","[4.61488040235259e-24,7.051312881281921e-08,0.999999929112526,3.743452594183661e-10]",2
126,niko.mihovilovic,0.0909090909090909,0.9090909090909092,0.4166666666666667,0.08333333333333333,"[0.0909090909090909,0.9090909090909092,0.4166666666666667,0.08333333333333333]","[3.256121959634645e-17,0.9674559325953181,3.256121959634645e-17,0.03254406740468176]",1
127,Nikoleta,0.14285714285714285,1.0,0.7,0.3,"[0.14285714285714285,1.0,0.7,0.3]","[3.85657132717347e-24,5.671502224358163e-08,0.9999999425927419,6.922358474912908e-10]",2
128,Oaky,0.14285714285714288,1.0,0.7777777777777778,0.2222222222222222,"[0.14285714285714288,1.0,0.7777777777777778,0.2222222222222222]","[4.4139369864087055e-24,5.336591833411867e-08,0.9999999464379865,1.9609520320598106e-10]",2
129,Ojiga,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.9631843033305965e-23,3.1643876700096633e-12,0.9999999994145051,5.823303873990252e-10]",2
130,Pavle,0.09090909090909093,1.0,0.8461538461538461,0.15384615384615385,"[0.09090909090909093,1.0,0.8461538461538461,0.15384615384615385]","[6.793787243713541e-24,7.31683173477772e-08,0.9999999267693007,6.238197752018103e-11]",2
131,pedro,1.0,1.0,0.2,0.8,"[1.0,1.0,0.2,0.8]","[0.999955440064138,2.2868645168568325e-19,1.4646783189756897e-05,2.991315267225349e-05]",0
132,Pero,0.3333333333333333,1.0,0.1111111111111111,0.1111111111111111,"[0.3333333333333333,1.0,0.1111111111111111,0.1111111111111111]","[7.306006394280521e-23,6.946205740457267e-09,0.9999999929256415,1.281528305316662e-10]",2
133,Petar,0.14285714285714285,1.0,0.4166666666666667,0.16666666666666666,"[0.14285714285714285,1.0,0.4166666666666667,0.16666666666666666]","[5.6696536456215575e-24,1.0588013009514074e-07,0.9999998903165861,3.8032837214259495e-09]",2
134,PeterKogej,0.25,0.8,0.18181818181818185,0.2727272727272727,"[0.25,0.8,0.18181818181818185,0.2727272727272727]","[1.1101873855549074e-17,0.9943955466057378,1.1101873855549074e-17,0.005604453394262091]",1
135,PetraP,0.16666666666666669,1.0,0.6,0.4,"[0.16666666666666669,1.0,0.6,0.4]","[4.445575875060016e-24,3.647629186914837e-08,0.9999999616743406,1.849367502640207e-09]",2
136,Pina,0.08333333333333333,1.0,0.9230769230769232,0.07692307692307693,"[0.08333333333333333,1.0,0.9230769230769232,0.07692307692307693]","[1.2231338249633456e-23,6.193212104430742e-08,0.9999999380586571,9.221759150364041e-12]",2
137,Pino,0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111,"[0.3333333333333333,1.0,0.2222222222222222,0.1111111111111111]","[3.388205543728653e-23,2.2601380669564455e-09,0.999999996935765,8.040968328928601e-10]",2
138,Pirko,0.25,1.0,0.16666666666666666,0.16666666666666666,"[0.25,1.0,0.16666666666666666,0.16666666666666666]","[1.8360207108080508e-23,7.866015801216143e-08,0.9999999210297973,3.100448199111075e-10]",2
139,Pjero,0.125,1.0,0.5555555555555556,0.1111111111111111,"[0.125,1.0,0.5555555555555556,0.1111111111111111]","[5.113359284308263e-24,1.1150224222550274e-07,0.999999885611682,2.8860759200453395e-09]",2
140,Plavac_mali,0.125,1.0,0.6666666666666666,0.3333333333333333,"[0.125,1.0,0.6666666666666666,0.3333333333333333]","[4.678389136801957e-24,5.630878984248745e-08,0.9999999425529791,1.1382310358279648e-09]",2
141,plombar,0.14285714285714282,0.75,0.5384615384615384,0.46153846153846156,"[0.14285714285714282,0.75,0.5384615384615384,0.46153846153846156]","[2.6604166626521938e-17,0.9384101936247848,2.6604166626521938e-17,0.06158980637521509]",1
142,Pokmon,0.14285714285714285,1.0,0.5833333333333334,0.4166666666666667,"[0.14285714285714285,1.0,0.5833333333333334,0.4166666666666667]","[6.202484550734542e-24,3.760603692051197e-08,0.9999999601839231,2.2100399632555486e-09]",2
143,Pokret Otoka,0.25,1.0,0.5714285714285714,0.42857142857142855,"[0.25,1.0,0.5714285714285714,0.42857142857142855]","[3.6375357582486985e-24,4.345302682508102e-09,0.999999993238877,2.4158203830837273e-09]",2
144,RadoL,0.14285714285714285,1.0,0.5,0.25,"[0.14285714285714285,1.0,0.5,0.25]","[3.4357797073488384e-24,7.473431878356936e-08,0.9999999214249453,3.840735892377801e-09]",2
145,Ramo,0.09090909090909093,0.8333333333333334,0.8461538461538461,0.15384615384615385,"[0.09090909090909093,0.8333333333333334,0.8461538461538461,0.15384615384615385]","[1.7085189461025665e-17,0.999309291788366,1.7085189461025665e-17,0.000690708211633962]",1
146,rocco337,0.5,1.0,0.2222222222222222,0.7777777777777778,"[0.5,1.0,0.2222222222222222,0.7777777777777778]","[1.193022794896373e-22,1.9188630925153932e-16,0.9999999920170556,7.982944205503198e-09]",2
147,Rok321,0.3333333333333333,1.0,0.75,0.25,"[0.3333333333333333,1.0,0.75,0.25]","[1.9631843033305965e-23,3.1643876700096633e-12,0.9999999994145051,5.823303873990252e-10]",2
148,Roki,0.16666666666666666,0.9166666666666666,0.2307692307692308,0.07692307692307693,"[0.16666666666666666,0.9166666666666666,0.2307692307692308,0.07692307692307693]","[2.8021873068354474e-17,0.9982069649362542,2.8021873068354474e-17,0.0017930350637457904]",1
149,Romana,0.2,0.75,0.3333333333333333,0.3333333333333333,"[0.2,0.75,0.3333333333333333,0.3333333333333333]","[8.482113146836905e-18,0.9468085827157582,8.482113146836905e-18,0.05319141728424188]",1
150,ruzica kovacevic,0.125,1.0,0.5,0.3333333333333333,"[0.125,1.0,0.5,0.3333333333333333]","[4.937336618232547e-24,4.431642111483289e-08,0.9999999515211585,4.162420569204906e-09]",2
151,Sailman,0.125,1.0,0.6666666666666666,0.3333333333333333,"[0.125,1.0,0.6666666666666666,0.3333333333333333]","[4.678389136801957e-24,5.630878984248745e-08,0.9999999425529791,1.1382310358279648e-09]",2
152,Sandi,0.19999999999999998,1.0,0.6666666666666666,0.16666666666666666,"[0.19999999999999998,1.0,0.6666666666666666,0.16666666666666666]","[3.7985402011349825e-24,2.267684650763733e-08,0.9999999764365252,8.866283566365097e-10]",2
153,sawyer,0.25,1.0,0.2307692307692308,0.46153846153846156,"[0.25,1.0,0.2307692307692308,0.46153846153846156]","[6.5039162355887195e-24,1.1168513077212551e-08,0.999999987954599,8.768877923694046e-10]",2
154,shrike,0.19999999999999998,1.0,0.8333333333333334,0.16666666666666666,"[0.19999999999999998,1.0,0.8333333333333334,0.16666666666666666]","[8.164342677915497e-24,6.972831138711803e-09,0.9999999929700049,5.7164003555358094e-11]",2
155,Silvestar Tokic,0.2,1.0,0.38461538461538464,0.6153846153846154,"[0.2,1.0,0.38461538461538464,0.6153846153846154]","[3.1330823997227365e-23,6.7917080973395375e-09,0.9999999912711585,1.9371335345641143e-09]",2
156,splicho,0.5,1.0,0.25,0.75,"[0.5,1.0,0.25,0.75]","[9.196000900861506e-23,1.4855672990842672e-16,0.9999999875017366,1.2498263106819914e-08]",2
157,staneb,0.1111111111111111,1.0,0.75,0.25,"[0.1111111111111111,1.0,0.75,0.25]","[4.61488040235259e-24,7.051312881281921e-08,0.999999929112526,3.743452594183661e-10]",2
158,stipica,0.14285714285714282,0.3333333333333333,0.38461538461538464,0.38461538461538464,"[0.14285714285714282,0.3333333333333333,0.38461538461538464,0.38461538461538464]","[3.850659610809291e-16,1.8571615806560734e-09,3.850659610809291e-16,0.9999999981428377]",3
159,TAMARA L.,0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.08333333333333333,0.9166666666666666,0.8461538461538461,0.07692307692307693]","[2.837241682164072e-17,0.999526100018746,2.8372416821639564e-17,0.00047389998125402667]",1
160,tasa,0.25,1.0,0.5714285714285714,0.2857142857142857,"[0.25,1.0,0.5714285714285714,0.2857142857142857]","[2.6748569102455996e-24,5.744509796044734e-09,0.9999999917280653,2.5274248377228317e-09]",2
161,Tatjana,0.5,0.6666666666666666,0.5,0.5,"[0.5,0.6666666666666666,0.5,0.5]","[8.632817367753732e-17,5.117099083559682e-12,8.632817367753732e-17,0.9999999999948828]",3
162,tibor,0.25,1.0,0.16666666666666666,0.3333333333333333,"[0.25,1.0,0.16666666666666666,0.3333333333333333]","[7.72748056591086e-24,2.9930636230230253e-08,0.999999969692527,3.76836708577232e-10]",2
163,Tina Kiler,0.16666666666666666,1.0,0.4615384615384616,0.5384615384615384,"[0.16666666666666666,1.0,0.4615384615384616,0.5384615384615384]","[1.6419526062909254e-23,1.5067076179306846e-08,0.9999999822057986,2.7271252108115033e-09]",2
164,Tojo,0.3333333333333333,1.0,0.25,0.75,"[0.3333333333333333,1.0,0.25,0.75]","[6.649292433176243e-23,8.471138086915375e-11,0.9999999990258938,8.893948423997329e-10]",2
165,tomaz1961,0.1111111111111111,0.8181818181818182,0.6666666666666666,0.16666666666666666,"[0.1111111111111111,0.8181818181818182,0.6666666666666666,0.16666666666666666]","[6.798951113623561e-18,0.9884929859167232,6.798951113623561e-18,0.011507014083276758]",1
166,tomba,0.2,0.875,0.5555555555555556,0.4444444444444444,"[0.2,0.875,0.5555555555555556,0.4444444444444444]","[1.8083138304391568e-12,0.9714933612386135,1.5524110161353218e-17,0.02850663875957814]",1
167,Tome,0.19999999999999998,0.8333333333333334,0.7142857142857143,0.2857142857142857,"[0.19999999999999998,0.8333333333333334,0.7142857142857143,0.2857142857142857]","[2.4378738723368457e-17,0.9838634756831071,2.4378738723368457e-17,0.016136524316892924]",1
168,Tomislav Cipcic,0.3333333333333333,1.0,0.25,0.25,"[0.3333333333333333,1.0,0.25,0.25]","[6.919696133931025e-24,1.2245246220133813e-09,0.9999999971975271,1.5779483379401256e-09]",2
169,TonCa,0.16666666666666666,1.0,0.3076923076923077,0.23076923076923078,"[0.16666666666666666,1.0,0.3076923076923077,0.23076923076923078]","[6.866375507553726e-24,8.443814659869414e-08,0.9999999134073965,2.154456885109125e-09]",2
170,toni88,0.25,1.0,0.25,0.5,"[0.25,1.0,0.25,0.5]","[7.453147656229272e-24,8.302672613878216e-09,0.999999990656075,1.0412522433119215e-09]",2
171,Tpk,0.16666666666666669,0.8333333333333334,0.7142857142857143,0.14285714285714285,"[0.16666666666666669,0.8333333333333334,0.7142857142857143,0.14285714285714285]","[1.595900157462817e-17,0.9912813846737358,1.595900157462817e-17,0.00871861532626411]",1
172,Urle,0.3333333333333333,1.0,0.07692307692307693,0.15384615384615385,"[0.3333333333333333,1.0,0.07692307692307693,0.15384615384615385]","[5.491641209589377e-23,8.10420994070357e-09,0.9999999918236846,7.210546039577368e-11]",2
173,Urosv,0.1111111111111111,1.0,0.75,0.16666666666666666,"[0.1111111111111111,1.0,0.75,0.16666666666666666]","[4.5001710847411745e-24,7.976864173173084e-08,0.9999999198689137,3.6244472260949714e-10]",2
174,vanja123,0.33333333333333337,0.5,0.6,0.4,"[0.33333333333333337,0.5,0.6,0.4]","[1.9480520520389447e-16,1.590054562893423e-07,1.9480520520389447e-16,0.9999998409945434]",3
175,Vedran,0.1,1.0,0.5454545454545454,0.09090909090909091,"[0.1,1.0,0.5454545454545454,0.09090909090909091]","[6.922744319658715e-24,9.696303943685601e-08,0.999999899453436,3.58352452576365e-09]",2
176,Vedran_499,0.19999999999999998,0.5,0.42857142857142855,0.14285714285714285,"[0.19999999999999998,0.5,0.42857142857142855,0.14285714285714285]","[1.0660250610519496e-16,0.00010494387336323312,1.0660250610519496e-16,0.9998950561266364]",3
177,vedrana,0.3333333333333333,0.3333333333333333,0.5,0.25,"[0.3333333333333333,0.3333333333333333,0.5,0.25]","[2.0515486716611736e-16,2.0009811621299485e-13,2.0515486716611736e-16,0.9999999999997996]",3
178,vibord,0.14285714285714282,0.9166666666666666,0.15384615384615385,0.23076923076923078,"[0.14285714285714282,0.9166666666666666,0.15384615384615385,0.23076923076923078]","[9.618180424222168e-17,0.9969647815554303,9.618180424222168e-17,0.0030352184445696993]",1
179,vid,0.16666666666666666,0.9,0.2727272727272727,0.36363636363636365,"[0.16666666666666666,0.9,0.2727272727272727,0.36363636363636365]","[2.114711749640227e-17,0.9874007908607454,2.114711749640227e-17,0.012599209139254568]",1
180,Vido,0.5,0.6666666666666666,0.5,0.5,"[0.5,0.6666666666666666,0.5,0.5]","[8.632817367753732e-17,5.117099083559682e-12,8.632817367753732e-17,0.9999999999948828]",3
181,Viktor Vic,0.1,0.8,0.6363636363636364,0.09090909090909091,"[0.1,0.8,0.6363636363636364,0.09090909090909091]","[1.230505625626056e-17,0.9759528551802473,1.230505625626056e-17,0.024047144819752703]",1
182,wavemaker,0.16666666666666666,1.0,0.4166666666666667,0.4166666666666667,"[0.16666666666666666,1.0,0.4166666666666667,0.4166666666666667]","[5.6919908723698855e-24,3.067827518114818e-08,0.9999999658987972,3.422927561222545e-09]",2
183,Zdenko,0.5,0.5,0.2,0.4,"[0.5,0.5,0.2,0.4]","[1.7068104601899182e-16,3.2947143063414205e-12,1.7068104601899182e-16,0.999999999996705]",3
184,Zdravko,0.125,1.0,0.3076923076923077,0.15384615384615385,"[0.125,1.0,0.3076923076923077,0.15384615384615385]","[1.4732387943554084e-23,8.002770764869787e-08,0.9999999174194537,2.5528386582893933e-09]",2
185,zvjezdana,0.33333333333333337,1.0,0.4,0.4,"[0.33333333333333337,1.0,0.4,0.4]","[3.2684903731483786e-24,2.0475928030232102e-10,0.9999999943142337,5.481007009072641e-09]",2
186,Zvonimir Matic,1.0,0.0,0.25,0.75,"[1.0,0.0,0.25,0.75]","[1.0141888543310211e-13,1.0141888543310211e-13,1.0141888543310211e-13,0.9999999999996957]",3
