,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,probability,prediction
106,Ivana Kozina,1.0,0.2777777777777777,0.9166666666666666,"[1.0,0.2777777777777777,0.9166666666666666]",-1.1335410369769923,-0.7931460840298831,"[-1.1335410369769923,-0.7931460840298831]","[0.9598053526761984,0.027444527238308678,0.01275012008549292]",0
107,Ivana PR,0.38461538461538464,0.0,1.0,"[0.38461538461538464,0.0,1.0]",-0.5217673458084473,-0.9108396760150933,"[-0.5217673458084473,-0.9108396760150933]","[4.106617684862319e-17,0.05755472712980349,0.9424452728701965]",2
108,IvanV,0.4615384615384616,0.16666666666666666,0.8,"[0.4615384615384616,0.16666666666666666,0.8]",-0.5786775841092456,-0.7387633516821436,"[-0.5786775841092456,-0.7387633516821436]","[2.6969212834856216e-16,0.9999999999999994,2.780195039941352e-16]",1
109,Ivica Komljenovic,1.0,0.4583333333333333,0.9166666666666666,"[1.0,0.4583333333333333,0.9166666666666666]",-1.143513585149999,-0.829059819269492,"[-1.143513585149999,-0.829059819269492]","[0.8727706991143703,0.0316483193990583,0.09558098148657133]",0
110,Iztok3,0.7692307692307693,0.125,1.0,"[0.7692307692307693,0.125,1.0]",-0.9088171135698101,-0.8780542078032052,"[-0.9088171135698101,-0.8780542078032052]","[9.907174050928781e-05,0.10871558570628932,0.8911853425532014]",2
111,jadralec Jaro,0.6153846153846154,0.0119047619047619,0.7142857142857143,"[0.6153846153846154,0.0119047619047619,0.7142857142857143]",-0.7100489654955953,-0.6019073207491248,"[-0.7100489654955953,-0.6019073207491248]","[1.8681125307795058e-16,0.9999999999999997,1.868112527320218e-16]",1
112,Jadran,0.9230769230769232,0.016666666666666663,1.0,"[0.9230769230769232,0.016666666666666663,1.0]",-1.0548918630457185,-0.8334464373083312,"[-1.0548918630457185,-0.8334464373083312]","[0.8364841036490096,0.034026276273748234,0.12948962007724216]",0
113,Janez  stupica,0.6153846153846154,0.027777777777777773,0.8571428571428571,"[0.6153846153846154,0.027777777777777773,0.8571428571428571]",-0.7311573372928833,-0.743420072112027,"[-0.7311573372928833,-0.743420072112027]","[2.0043790767986868e-16,0.9999999999983994,1.600432576285763e-12]",1
114,Jani Pristavec,1.0,0.006944444444444438,1.0,"[1.0,0.006944444444444438,1.0]",-1.1303840188724128,-0.8199828561198751,"[-1.1303840188724128,-0.8199828561198751]","[0.9141449328578016,0.023870874230621616,0.061984192911576745]",0
115,Jaro��,0.4615384615384616,0.016666666666666663,0.8,"[0.4615384615384616,0.016666666666666663,0.8]",-0.5703926979347479,-0.7089273254830839,"[-0.5703926979347479,-0.7089273254830839]","[2.6377293270552613e-16,0.9999999999999994,2.637729344092002e-16]",1
116,Jasminka,0.5384615384615384,0.033333333333333326,0.8333333333333334,"[0.5384615384615384,0.033333333333333326,0.8333333333333334]",-0.6520631016948537,-0.7329956248094095,"[-0.6520631016948537,-0.7329956248094095]","[2.1162421921193435e-16,0.9999999999999993,3.350108806119148e-16]",1
117,jelena,0.8461538461538461,0.00833333333333334,1.0,"[0.8461538461538461,0.00833333333333334,1.0]",-0.9784024524017234,-0.8433186449728267,"[-0.9784024524017234,-0.8433186449728267]","[0.09256065041783873,0.15528551518135944,0.7521538344008017]",2
118,Jelena-Marija,0.8461538461538461,0.14583333333333334,0.8,"[0.8461538461538461,0.14583333333333334,0.8]",-0.9576726014231799,-0.6769706357767252,"[-0.9576726014231799,-0.6769706357767252]","[0.00043805881194818524,0.9995619411880515,2.4217418639910678e-16]",1
119,Jelena Cutura,0.38461538461538464,0.02083333333333333,1.0,"[0.38461538461538464,0.02083333333333333,1.0]",-0.5229180244437942,-0.9149835685427404,"[-0.5229180244437942,-0.9149835685427404]","[3.350114623127337e-17,0.046067317298909706,0.9539326827010902]",2
120,Jelenaa,0.9230769230769232,0.4166666666666667,0.9090909090909092,"[0.9230769230769232,0.4166666666666667,0.9090909090909092]",-1.064110197402637,-0.8249647648034424,"[-1.064110197402637,-0.8249647648034424]","[0.8931252308585553,0.028296714656951747,0.07857805448449286]",0
121,jerko,0.9230769230769232,0.08333333333333333,0.9090909090909092,"[0.9230769230769232,0.08333333333333333,0.9090909090909092]",-1.0456993392370864,-0.7586624843610874,"[-1.0456993392370864,-0.7586624843610874]","[0.8840876153222362,0.11587615697523411,3.622770252978749e-05]",0
122,Jerko. Marinkovic,0.9230769230769232,0.04166666666666666,0.9090909090909092,"[0.9230769230769232,0.04166666666666666,0.9090909090909092]",-1.0433979819663926,-0.750374699305793,"[-1.0433979819663926,-0.750374699305793]","[0.8446751388653293,0.15531802914347392,6.831991196725131e-06]",0
123,Jolanda,0.6923076923076923,0.6666666666666666,1.0,"[0.6923076923076923,0.6666666666666666,1.0]",-0.8627056188989735,-0.9973251781975861,"[-0.8627056188989735,-0.9973251781975861]","[4.1087040464134855e-08,0.9999996134045167,3.4550844290020596e-07]",1
124,Josip Rabanasic,0.5384615384615384,0.0625,0.8333333333333334,"[0.5384615384615384,0.0625,0.8333333333333334]",-0.6536740517843393,-0.7387970743481156,"[-0.6536740517843393,-0.7387970743481156]","[2.130007282546755e-16,0.9999999999999979,1.9110833664674967e-15]",1
125,josko52@gmail.com,0.5384615384615384,0.20833333333333331,0.8333333333333334,"[0.5384615384615384,0.20833333333333331,0.8333333333333334]",-0.6617288022317678,-0.7678043220416458,"[-0.6617288022317678,-0.7678043220416458]","[2.2238881732514757e-16,0.9999999997820164,2.1798339612322714e-10]",1
126,JOZE,0.38461538461538464,0.125,0.5,"[0.38461538461538464,0.125,0.5]",-0.45786059269094576,-0.4514587814845441,"[-0.45786059269094576,-0.4514587814845441]","[5.785738597226633e-16,0.9999999999999989,5.785738597226633e-16]",1
127,Jo��ko,0.7692307692307693,0.02083333333333333,0.8888888888888888,"[0.7692307692307693,0.02083333333333333,0.8888888888888888]",-0.8873279815198347,-0.7497249118990953,"[-0.8873279815198347,-0.7497249118990953]","[1.1128356523840243e-05,0.9999888108803614,6.07631147297173e-08]",1
128,Jure Gros,1.0,0.0972222222222222,1.0,"[1.0,0.0972222222222222,1.0]",-1.135370292958916,-0.8379397237396795,"[-1.135370292958916,-0.8379397237396795]","[0.8811831099692168,0.029313836411514284,0.08950305361926883]",0
129,jure111,0.4615384615384616,0.4166666666666667,1.0,"[0.4615384615384616,0.4166666666666667,1.0]",-0.6208100577052419,-0.9821877618924827,"[-0.6208100577052419,-0.9821877618924827]","[6.023296424797976e-16,0.8372848617879521,0.16271513821204725]",1
130,jurebizjak,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.0555055583179036,-0.8356565133230764,"[-1.0555055583179036,-0.8356565133230764]","[0.8301748859542384,0.03363518381231217,0.1361899302334496]",0
131,kapitan72,0.6923076923076923,0.06666666666666668,0.625,"[0.6923076923076923,0.06666666666666668,0.625]",-0.776457955503795,-0.5147978861290231,"[-0.776457955503795,-0.5147978861290231]","[2.280863519731213e-16,0.9999999999999996,2.2808634502409723e-16]",1
132,Karla,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]","[3.3884916824151534e-17,0.025325196083535922,0.9746748039164641]",2
133,Karmen Hrvatic,0.8461538461538461,0.06944444444444442,1.0,"[0.8461538461538461,0.06944444444444442,1.0]",-0.9817777763987411,-0.8554740630539251,"[-0.9817777763987411,-0.8554740630539251]","[0.08593882293930305,0.12419771063498557,0.7898634664257115]",2
134,Katarina ��edlbauer,0.5384615384615384,0.20833333333333331,1.0,"[0.5384615384615384,0.20833333333333331,1.0]",-0.6853324105416289,-0.9292190719404566,"[-0.6853324105416289,-0.9292190719404566]","[3.1928295645958654e-17,0.07754090255330144,0.9224590974466985]",2
135,Katja De Faveri,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
136,kec,1.0,0.2777777777777777,0.9166666666666666,"[1.0,0.2777777777777777,0.9166666666666666]",-1.1335410369769923,-0.7931460840298831,"[-1.1335410369769923,-0.7931460840298831]","[0.9598053526761984,0.027444527238308678,0.01275012008549292]",0
137,kemi,0.6153846153846154,0.05000000000000001,0.5714285714285714,"[0.6153846153846154,0.05000000000000001,0.5714285714285714]",-0.6919213993060631,-0.47112922431498466,"[-0.6919213993060631,-0.47112922431498466]","[2.7062110681119633e-16,0.9999999999999994,2.7062110681119633e-16]",1
138,Kiklop,0.8461538461538461,0.10000000000000002,0.4,"[0.8461538461538461,0.10000000000000002,0.4]",-0.8984924484817501,-0.2804586724587556,"[-0.8984924484817501,-0.2804586724587556]","[1.285244935807369e-15,0.9999999999999974,1.285244935807369e-15]",1
139,KlaraM,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]","[4.713772483585496e-17,0.03719131037856366,0.9628086896214363]",2
140,Kopacin,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
141,Kreso,0.9230769230769232,0.16666666666666666,1.0,"[0.9230769230769232,0.16666666666666666,1.0]",-1.0631767492202164,-0.863282463507391,"[-1.0631767492202164,-0.863282463507391]","[0.8420111190135584,0.04023007988897541,0.11775880109746606]",0
142,Kristijan Lopac,0.8461538461538461,0.06944444444444442,0.7,"[0.8461538461538461,0.06944444444444442,0.7]",-0.9392912814409913,-0.5649275132360657,"[-0.9392912814409913,-0.5649275132360657]","[1.4949541544760763e-09,0.9999999985050456,2.7187103661458067e-16]",1
143,Ksenija,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
144,Ksenija Sekulic,0.9230769230769232,0.08333333333333333,0.4545454545454545,"[0.9230769230769232,0.08333333333333333,0.4545454545454545]",-0.9813258620283745,-0.31844043918251247,"[-0.9813258620283745,-0.31844043918251247]","[1.3339959123557082e-15,0.9999999999999973,1.3339959123153905e-15]",1
145,Kskoric,0.7692307692307693,0.19444444444444445,0.8888888888888888,"[0.7692307692307693,0.19444444444444445,0.8888888888888888]",-0.8969169701477258,-0.7842573496294885,"[-0.8969169701477258,-0.7842573496294885]","[0.00012541256189694698,0.9991908408732002,0.0006837465649028087]",1
146,Kvasina,0.8461538461538461,0.10000000000000002,1.0,"[0.8461538461538461,0.10000000000000002,1.0]",-0.9834654383972499,-0.8615517720944743,"[-0.9834654383972499,-0.8615517720944743]","[0.0904239096251863,0.12484072854897892,0.7847353618258347]",2
147,Labura,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]","[3.3884916824151534e-17,0.025325196083535922,0.9746748039164641]",2
148,Lana,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]","[4.713772483585496e-17,0.03719131037856366,0.9628086896214363]",2
149,Lea Svilicic,0.9230769230769232,0.05952380952380953,0.9090909090909092,"[0.9230769230769232,0.05952380952380953,0.9090909090909092]",-1.044384277939547,-0.7539266071866335,"[-1.044384277939547,-0.7539266071866335]","[0.8632856029570425,0.13670014544492257,1.4251598034800884e-05]",0
150,Lejla,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
151,Leo Mihaljevic,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]","[4.713772483585496e-17,0.03719131037856366,0.9628086896214363]",2
152,ljubica basic,1.0,0.0,1.0,"[1.0,0.0,1.0]",-1.1300004593272972,-0.8186015586106593,"[-1.1300004593272972,-0.8186015586106593]","[0.9176987842088294,0.023685753334759075,0.05861546245641149]",0
153,Luc,0.8461538461538461,0.018518518518518528,1.0,"[0.8461538461538461,0.018518518518518528,1.0]",-0.9789650064012264,-0.8453445479863431,"[-0.9789650064012264,-0.8453445479863431]","[0.09003274674643172,0.1465501559314012,0.7634170973221672]",2
154,lucijan,1.0,0.052083333333333336,0.6666666666666666,"[1.0,0.052083333333333336,0.6666666666666666]",-1.0856699392959424,-0.5061317901321558,"[-1.0856699392959424,-0.5061317901321558]","[2.76336930384857e-08,0.9999999723663062,7.049571831460541e-16]",1
155,ludmilla,0.38461538461538464,0.0,0.5,"[0.38461538461538464,0.0,0.5]",-0.4509565208788643,-0.42659542631866104,"[-0.4509565208788643,-0.42659542631866104]","[6.611427935454843e-16,0.9999999999999987,6.611427935454843e-16]",1
156,Luka Skocir,0.6923076923076923,0.10416666666666667,1.0,"[0.6923076923076923,0.10416666666666667,1.0]",-0.8316372957446068,-0.8854400799511122,"[-0.8316372957446068,-0.8854400799511122]","[2.928779787563545e-09,0.07745256695226467,0.9225474301189555]",2
157,luka.voncina,0.9230769230769232,0.016666666666666663,1.0,"[0.9230769230769232,0.016666666666666663,1.0]",-1.0548918630457185,-0.8334464373083312,"[-1.0548918630457185,-0.8334464373083312]","[0.8364841036490096,0.034026276273748234,0.12948962007724216]",0
158,lukaaa11,0.4615384615384616,0.04166666666666666,1.0,"[0.4615384615384616,0.04166666666666666,1.0]",-0.6000978422689974,-0.9075976963948335,"[-0.6000978422689974,-0.9075976963948335]","[2.2097779786225064e-17,0.045936231827600246,0.9540637681723997]",2
159,Lupodimare,0.4615384615384616,0.04166666666666666,0.4,"[0.4615384615384616,0.04166666666666666,0.4]",-0.5151248523534977,-0.3265045967591147,"[-0.5151248523534977,-0.3265045967591147]","[8.616964006112479e-16,0.9999999999999982,8.616964006112479e-16]",1
160,Maja Demaria,0.7692307692307693,0.05555555555555556,1.0,"[0.7692307692307693,0.05555555555555556,1.0]",-0.9049815181186537,-0.8642412327110479,"[-0.9049815181186537,-0.8642412327110479]","[7.449971810967134e-05,0.10648962750766128,0.893435872774229]",2
161,Maja Grinek,0.6923076923076923,0.06666666666666668,0.875,"[0.6923076923076923,0.06666666666666668,0.875]",-0.8118633679685866,-0.7569200109772393,"[-0.8118633679685866,-0.7569200109772393]","[1.8168362340690505e-10,0.9999999847554081,1.5062908303195167e-08]",1
162,maja laurence,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.412339133623032,-0.6492666512247922,"[-0.412339133623032,-0.6492666512247922]","[5.654734612360084e-16,0.9999999999999989,5.654734612360084e-16]",1
163,MajaM,1.0,0.13333333333333333,0.5833333333333334,"[1.0,0.13333333333333333,0.5833333333333334]",-1.078355781818865,-0.44158559604057446,"[-1.078355781818865,-0.44158559604057446]","[1.2730319883440894e-12,0.999999999998726,9.55930306916485e-16]",1
164,Marco,1.0,0.2777777777777777,0.8333333333333334,"[1.0,0.2777777777777777,0.8333333333333334]",-1.1217392328220617,-0.7124387090804777,"[-1.1217392328220617,-0.7124387090804777]","[0.835973233506138,0.16402676000704366,6.4868183153734805e-09]",0
165,Mare_,0.38461538461538464,0.0,1.0,"[0.38461538461538464,0.0,1.0]",-0.5217673458084473,-0.9108396760150933,"[-0.5217673458084473,-0.9108396760150933]","[4.106617684862319e-17,0.05755472712980349,0.9424452728701965]",2
166,mare10,0.5384615384615384,0.20833333333333331,0.8333333333333334,"[0.5384615384615384,0.20833333333333331,0.8333333333333334]",-0.6617288022317678,-0.7678043220416458,"[-0.6617288022317678,-0.7678043220416458]","[2.2238881732514757e-16,0.9999999997820164,2.1798339612322714e-10]",1
167,Maria,0.6153846153846154,0.0119047619047619,0.8571428571428571,"[0.6153846153846154,0.0119047619047619,0.8571428571428571]",-0.7302806297611905,-0.740262820662391,"[-0.7302806297611905,-0.740262820662391]","[1.9565235235189282e-16,0.999999999999552,4.479139542063685e-13]",1
168,Marijana,0.5384615384615384,0.11111111111111112,1.0,"[0.5384615384615384,0.11111111111111112,1.0]",-0.6799625769100099,-0.9098809068114364,"[-0.6799625769100099,-0.9098809068114364]","[1.7129564777110206e-17,0.04580872597739389,0.9541912740226062]",2
169,MARINO BRZAC,0.9230769230769232,0.16666666666666666,0.9090909090909092,"[0.9230769230769232,0.16666666666666666,0.9090909090909092]",-1.050302053778474,-0.7752380544716762,"[-1.050302053778474,-0.7752380544716762]","[0.9303902403214078,0.06898105293614394,0.0006287067424482164]",0
170,Mario Bursac,0.6923076923076923,0.010416666666666666,1.0,"[0.6923076923076923,0.010416666666666666,1.0]",-0.8264592418855458,-0.8667925635766999,"[-0.8264592418855458,-0.8667925635766999]","[2.1142731978480873e-09,0.10689155082991948,0.8931084470558074]",2
171,Mario91,0.6923076923076923,0.2916666666666667,1.0,"[0.6923076923076923,0.2916666666666667,1.0]",-0.841993403462729,-0.9227351126999369,"[-0.841993403462729,-0.9227351126999369]","[3.2140936515141056e-08,0.4005153061278662,0.5994846617311973]",2
172,Marjan Henigman,0.8461538461538461,0.00833333333333334,1.0,"[0.8461538461538461,0.00833333333333334,1.0]",-0.9784024524017234,-0.8433186449728267,"[-0.9784024524017234,-0.8433186449728267]","[0.09256065041783873,0.15528551518135944,0.7521538344008017]",2
173,Markisha,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]","[3.3884916824151534e-17,0.025325196083535922,0.9746748039164641]",2
174,Marko Dundovic,1.0,0.0972222222222222,0.9166666666666666,"[1.0,0.0972222222222222,0.9166666666666666]",-1.1235684888039856,-0.7572323487902741,"[-1.1235684888039856,-0.7572323487902741]","[0.957619473283463,0.0422837568076178,9.67699089193499e-05]",0
175,Marko Kralj,0.38461538461538464,0.125,1.0,"[0.38461538461538464,0.125,1.0]",-0.5286714176205288,-0.9357030311809764,"[-0.5286714176205288,-0.9357030311809764]","[2.3186909413152668e-17,0.028832656553457667,0.9711673434465423]",2
176,Marko L,0.9230769230769232,0.25,0.9090909090909092,"[0.9230769230769232,0.25,0.9090909090909092]",-1.0549047683198616,-0.7918136245822649,"[-1.0549047683198616,-0.7918136245822649]","[0.9482505476919948,0.04589132048120285,0.0058581318268023375]",0
177,marko maticic,0.3076923076923077,0.027777777777777773,0.6666666666666666,"[0.3076923076923077,0.027777777777777773,0.6666666666666666]",-0.40006522817933154,-0.6050651309298889,"[-0.40006522817933154,-0.6050651309298889]","[6.050551667920515e-16,0.9999999999999988,6.050551667920515e-16]",1
178,Maru��aaaa,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
179,Ma��a,0.7692307692307693,0.02083333333333333,1.0,"[0.7692307692307693,0.02083333333333333,1.0]",-0.9030637203930755,-0.8573347451649692,"[-0.9030637203930755,-0.8573347451649692]","[7.369458347655886e-05,0.12479163479017222,0.8751346706263513]",2
180,masa sarusic,0.9230769230769232,0.027777777777777773,0.9090909090909092,"[0.9230769230769232,0.027777777777777773,0.9090909090909092]",-1.0426308628761611,-0.7476121042873616,"[-1.0426308628761611,-0.7476121042873616]","[0.8281609557024302,0.17183526993250905,3.774365060667927e-06]",0
181,Mate Vitaljic,0.7692307692307693,0.02083333333333333,0.7777777777777778,"[0.7692307692307693,0.02083333333333333,0.7777777777777778]",-0.8715922426465941,-0.6421150786332216,"[-0.8715922426465941,-0.6421150786332216]","[9.009078142192728e-10,0.999999999099092,1.9387207872514467e-16]",1
182,Matea Pavicic,0.6153846153846154,0.08333333333333333,1.0,"[0.6153846153846154,0.08333333333333333,1.0]",-0.7544574779194037,-0.8928259520990193,"[-0.7544574779194037,-0.8928259520990193]","[3.2089136134942172e-15,0.059694316533510365,0.9403056834664865]",2
183,Matija Osterc,1.0,0.1875,0.9166666666666666,"[1.0,0.1875,0.9166666666666666]",-1.1285547628904888,-0.7751892164100787,"[-1.1285547628904888,-0.7751892164100787]","[0.9668307347847156,0.031585757718708085,0.0015835074965762006]",0
184,Matija Turkalj,0.8461538461538461,0.10000000000000002,0.9,"[0.8461538461538461,0.10000000000000002,0.9]",-0.9693032734113333,-0.7647029221551879,"[-0.9693032734113333,-0.7647029221551879]","[0.0936305700604156,0.9062827163671751,8.671357240938136e-05]",1
185,Matjazzavrl,0.6153846153846154,0.08333333333333333,0.8571428571428571,"[0.6153846153846154,0.08333333333333333,0.8571428571428571]",-0.7342258136538085,-0.7544704521857528,"[-0.7342258136538085,-0.7544704521857528]","[2.362554493694281e-16,0.9999999998879702,1.1202957568857634e-10]",1
186,Mauro,0.6923076923076923,0.10416666666666667,0.75,"[0.6923076923076923,0.10416666666666667,0.75]",-0.7962318832798152,-0.643317955102896,"[-0.7962318832798152,-0.643317955102896]","[3.616556733441764e-15,0.9999999999999961,1.7625053660109278e-16]",1
187,MedoPiki,1.0,0.13333333333333333,1.0,"[1.0,0.13333333333333333,1.0]",-1.1373648025935175,-0.8451224707876013,"[-1.1373648025935175,-0.8451224707876013]","[0.8796868069278831,0.03379308803444021,0.08652010503767657]",0
188,melina lako��,0.6923076923076923,0.6666666666666666,1.0,"[0.6923076923076923,0.6666666666666666,1.0]",-0.8627056188989735,-0.9973251781975861,"[-0.8627056188989735,-0.9973251781975861]","[4.1087040464134855e-08,0.9999996134045167,3.4550844290020596e-07]",1
189,mihaelas,0.6923076923076923,0.2916666666666667,1.0,"[0.6923076923076923,0.2916666666666667,1.0]",-0.841993403462729,-0.9227351126999369,"[-0.841993403462729,-0.9227351126999369]","[3.2140936515141056e-08,0.4005153061278662,0.5994846617311973]",2
190,Miho,0.8461538461538461,0.047619047619047616,0.8,"[0.8461538461538461,0.047619047619047616,0.8]",-0.9522479735708301,-0.6574351424321028,"[-0.9522479735708301,-0.6574351424321028]","[6.049814914289226e-05,0.9999395018508568,2.3689168791256733e-16]",1
191,Milan Kura��,1.0,0.2777777777777777,0.9166666666666666,"[1.0,0.2777777777777777,0.9166666666666666]",-1.1335410369769923,-0.7931460840298831,"[-1.1335410369769923,-0.7931460840298831]","[0.9598053526761984,0.027444527238308678,0.01275012008549292]",0
192,miranF,1.0,1.0,1.0,"[1.0,1.0,1.0]",-1.185233033823949,-1.0175083999377241,"[-1.185233033823949,-1.0175083999377241]","[0.0002587720900488876,0.9997412279099492,1.844876405086418e-15]",1
193,Mirela,1.0,0.13333333333333333,0.8333333333333334,"[1.0,0.13333333333333333,0.8333333333333334]",-1.1137611942836565,-0.6837077208887905,"[-1.1137611942836565,-0.6837077208887905]","[0.5489562165458922,0.45104378345332263,7.850257694224661e-13]",0
194,Mirjana Pu��karski,0.6153846153846154,0.0119047619047619,1.0,"[0.6153846153846154,0.0119047619047619,1.0]",-0.7505122940267857,-0.8786183205756575,"[-0.7505122940267857,-0.8786183205756575]","[2.3394573892361685e-15,0.08560127329371575,0.914398726706282]",2
195,Mirkomatic,1.0,0.0972222222222222,0.9166666666666666,"[1.0,0.0972222222222222,0.9166666666666666]",-1.1235684888039856,-0.7572323487902741,"[-1.1235684888039856,-0.7572323487902741]","[0.957619473283463,0.0422837568076178,9.67699089193499e-05]",0
196,miroc,0.4615384615384616,0.4166666666666667,0.8,"[0.4615384615384616,0.4166666666666667,0.8]",-0.5924857277334087,-0.7884900620139098,"[-0.5924857277334087,-0.7884900620139098]","[2.918534496895952e-16,0.9999999940180483,5.981951454704901e-09]",1
197,Mi��o,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]","[4.713772483585496e-17,0.03719131037856366,0.9628086896214363]",2
198,MojcaDamijan,1.0,0.037037037037037035,1.0,"[1.0,0.037037037037037035,1.0]",-1.1320461102345805,-0.8259684786598098,"[-1.1320461102345805,-0.8259684786598098]","[0.8996278798067764,0.02499535491565684,0.07537676527756675]",0
199,Nada,0.9230769230769232,0.9166666666666666,1.0,"[0.9230769230769232,0.9166666666666666,1.0]",-1.1046011800927051,-1.0124625945026895,"[-1.1046011800927051,-1.0124625945026895]","[0.008825491268178377,0.9911745087318202,1.3831996452304373e-15]",1
200,Nata��a,0.5384615384615384,0.013888888888888895,1.0,"[0.5384615384615384,0.013888888888888895,1.0]",-0.674592743278391,-0.8905427416824163,"[-0.674592743278391,-0.8905427416824163]","[2.369282469836561e-17,0.06921738383894122,0.9307826161610587]",2
201,Nejc Kodric,1.0,0.1875,1.0,"[1.0,0.1875,1.0]",-1.1403565670454194,-0.855896591359484,"[-1.1403565670454194,-0.855896591359484]","[0.8878829998569261,0.04451300806733593,0.0676039920757381]",0
202,Nejc Likar,0.3076923076923077,0.08333333333333333,1.0,"[0.3076923076923077,0.08333333333333333,1.0]",-0.4503409211599787,-0.9389450108012363,"[-0.4503409211599787,-0.9389450108012363]","[3.3884916824151534e-17,0.025325196083535922,0.9746748039164641]",2
203,nenad,0.5384615384615384,0.0,1.0,"[0.5384615384615384,0.0,1.0]",-0.6738256241881597,-0.8877801466639847,"[-0.6738256241881597,-0.8877801466639847]","[2.6748982349566107e-17,0.07908775279785348,0.9209122472021466]",2
204,NenadS,0.9230769230769232,0.11666666666666665,1.0,"[0.9230769230769232,0.11666666666666665,1.0]",-1.0604151204953838,-0.8533371214410378,"[-1.0604151204953838,-0.8533371214410378]","[0.818393846625127,0.0351981334797684,0.14640801989510466]",0
205,Neven,1.0,0.025000000000000005,0.9166666666666666,"[1.0,0.025000000000000005,0.9166666666666666]",-1.119579469534783,-0.7428668546944306,"[-1.119579469534783,-0.7428668546944306]","[0.9403608203327921,0.05963296256216307,6.217105044768566e-06]",0
206,Niko Vukusic,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.0555055583179036,-0.8356565133230764,"[-1.0555055583179036,-0.8356565133230764]","[0.8301748859542384,0.03363518381231217,0.1361899302334496]",0
207,niko.mihovilovic,0.9230769230769232,0.007575757575757569,0.9090909090909092,"[0.9230769230769232,0.007575757575757569,0.9090909090909092]",-1.0415150532903703,-0.7435937842605522,"[-1.0415150532903703,-0.7435937842605522]","[0.8005677248110612,0.19943073683864881,1.538350289852139e-06]",0
208,Nikola Bar��ic,0.5384615384615384,0.20833333333333331,0.0,"[0.5384615384615384,0.20833333333333331,0.0]",-0.5437107606824627,0.0392694274524079,"[-0.5437107606824627,0.0392694274524079]","[3.945588495640363e-14,0.9999999999999211,3.945588495640363e-14]",1
209,Nikolaj,0.3076923076923077,0.25,1.0,"[0.3076923076923077,0.25,1.0]",-0.45954635024275403,-0.9720961510224138,"[-0.45954635024275403,-0.9720961510224138]","[8.45696878597747e-17,0.05289671307769889,0.9471032869223011]",2
210,Nikoleta,0.7692307692307693,0.03571428571428572,1.0,"[0.7692307692307693,0.03571428571428572,1.0]",-0.9038856337040375,-0.8602946683990029,"[-0.9038856337040375,-0.8602946683990029]","[7.327761783388747e-05,0.11504236251198356,0.8848843598701825]",2
