,users,totalVidsRatio,intensityNormalized,order,pcaInput,_1,_2,features,prediction
281,Tpk,0.5384615384615384,0.013888888888888895,0.8333333333333334,"[0.5384615384615384,0.013888888888888895,0.8333333333333334]",-0.65098913496853,-0.7291279917836055,"[-0.65098913496853,-0.7291279917836055]",2
282,Trojan,0.6923076923076923,0.0,1.0,"[0.6923076923076923,0.0,1.0]",-0.8258839025678723,-0.8647206173128763,"[-0.8258839025678723,-0.8647206173128763]",0
283,Urle,1.0,0.2777777777777777,1.0,"[1.0,0.2777777777777777,1.0]",-1.1453428411319226,-0.8738534589792885,"[-1.1453428411319226,-0.8738534589792885]",0
284,Urosv,0.9230769230769232,0.027777777777777773,1.0,"[0.9230769230769232,0.027777777777777773,1.0]",-1.0555055583179036,-0.8356565133230764,"[-1.0555055583179036,-0.8356565133230764]",0
285,Valentin,1.0,0.4583333333333333,0.9166666666666666,"[1.0,0.4583333333333333,0.9166666666666666]",-1.143513585149999,-0.829059819269492,"[-1.143513585149999,-0.829059819269492]",0
286,Vanda,0.38461538461538464,0.125,0.75,"[0.38461538461538464,0.125,0.75]",-0.49326600515573726,-0.6935809063327603,"[-0.49326600515573726,-0.6935809063327603]",2
287,vanja123,0.38461538461538464,0.05555555555555556,0.5,"[0.38461538461538464,0.05555555555555556,0.5]",-0.4540249972397894,-0.43764580639238687,"[-0.4540249972397894,-0.43764580639238687]",2
288,varga,0.9230769230769232,0.11666666666666665,1.0,"[0.9230769230769232,0.11666666666666665,1.0]",-1.0604151204953838,-0.8533371214410378,"[-1.0604151204953838,-0.8533371214410378]",0
289,Vedran,0.8461538461538461,0.00833333333333334,1.0,"[0.8461538461538461,0.00833333333333334,1.0]",-0.9784024524017234,-0.8433186449728267,"[-0.9784024524017234,-0.8433186449728267]",0
290,Vedran Nikolic,0.9230769230769232,0.9166666666666666,1.0,"[0.9230769230769232,0.9166666666666666,1.0]",-1.1046011800927051,-1.0124625945026895,"[-1.1046011800927051,-1.0124625945026895]",0
291,Vedran_499,0.5384615384615384,0.033333333333333326,0.5,"[0.5384615384615384,0.033333333333333326,0.5]",-0.6048558850751317,-0.41016612501178806,"[-0.6048558850751317,-0.41016612501178806]",2
292,vedrana,0.3076923076923077,0.027777777777777773,0.3333333333333333,"[0.3076923076923077,0.027777777777777773,0.3333333333333333]",-0.35285801155960955,-0.2822356311322674,"[-0.35285801155960955,-0.2822356311322674]",2
293,vibord,1.0,0.07142857142857144,0.9166666666666666,"[1.0,0.07142857142857144,0.9166666666666666]",-1.1221438390649847,-0.7521018151846157,"[-1.1221438390649847,-0.7521018151846157]",0
294,vid,0.8461538461538461,0.06944444444444442,0.9,"[0.8461538461538461,0.06944444444444442,0.9]",-0.9676156114128245,-0.7586252131146387,"[-0.9676156114128245,-0.7586252131146387]",0
295,Vido,0.3076923076923077,0.08333333333333333,0.6666666666666666,"[0.3076923076923077,0.08333333333333333,0.6666666666666666]",-0.40313370454025665,-0.6161155110036147,"[-0.40313370454025665,-0.6161155110036147]",2
296,Vido Repan��ek,0.3076923076923077,0.027777777777777773,1.0,"[0.3076923076923077,0.027777777777777773,1.0]",-0.4472724447990536,-0.9278946307275104,"[-0.4472724447990536,-0.9278946307275104]",2
297,Viktor Vic,0.8461538461538461,0.00833333333333334,0.8,"[0.8461538461538461,0.00833333333333334,0.8]",-0.9500781224298902,-0.6496209450942538,"[-0.9500781224298902,-0.6496209450942538]",1
298,vini,0.7692307692307693,0.08333333333333333,0.7777777777777778,"[0.7692307692307693,0.08333333333333333,0.7777777777777778]",-0.8750442785526348,-0.6545467562161632,"[-0.8750442785526348,-0.6545467562161632]",1
299,Vlado,0.8461538461538461,0.0,0.9,"[0.8461538461538461,0.0,0.9]",-0.9637800159616681,-0.7448122380224814,"[-0.9637800159616681,-0.7448122380224814]",0
300,Vlajko,1.0,0.1875,1.0,"[1.0,0.1875,1.0]",-1.1403565670454194,-0.855896591359484,"[-1.1403565670454194,-0.855896591359484]",0
301,Vlasta Svetina,0.9230769230769232,0.9166666666666666,0.0,"[0.9230769230769232,0.9166666666666666,0.0]",-0.9629795302335391,-0.04397409510982506,"[-0.9629795302335391,-0.04397409510982506]",1
302,wavemaker,0.9230769230769232,0.08333333333333333,1.0,"[0.9230769230769232,0.08333333333333333,1.0]",-1.0585740346788286,-0.8467068933968023,"[-1.0585740346788286,-0.8467068933968023]",0
303,x,0.7692307692307693,0.3333333333333333,1.0,"[0.7692307692307693,0.3333333333333333,1.0]",-0.9203238999232791,-0.919493133079677,"[-0.9203238999232791,-0.919493133079677]",0
304,��anetic,1.0,0.4583333333333333,1.0,"[1.0,0.4583333333333333,1.0]",-1.1553153893049293,-0.9097671942188974,"[-1.1553153893049293,-0.9097671942188974]",0
305,Zdenko,0.38461538461538464,0.125,0.5,"[0.38461538461538464,0.125,0.5]",-0.45786059269094576,-0.4514587814845441,"[-0.45786059269094576,-0.4514587814845441]",2
306,Zdenko ��krlj,1.0,0.07142857142857144,0.5,"[1.0,0.07142857142857144,0.5]",-1.0631348182903322,-0.34856494043758884,"[-1.0631348182903322,-0.34856494043758884]",1
307,Zdravko,1.0,0.052083333333333336,1.0,"[1.0,0.052083333333333336,1.0]",-1.1328771559156645,-0.8289612899297774,"[-1.1328771559156645,-0.8289612899297774]",0
308,��ivko Joncic,1.0,0.4583333333333333,1.0,"[1.0,0.4583333333333333,1.0]",-1.1553153893049293,-0.9097671942188974,"[-1.1553153893049293,-0.9097671942188974]",0
309,��S,0.3076923076923077,0.25,0.6666666666666666,"[0.3076923076923077,0.25,0.6666666666666666]",-0.412339133623032,-0.6492666512247922,"[-0.412339133623032,-0.6492666512247922]",2
310,zvjezdana,0.38461538461538464,0.05555555555555556,1.0,"[0.38461538461538464,0.05555555555555556,1.0]",-0.5248358221693724,-0.9218900560888191,"[-0.5248358221693724,-0.9218900560888191]",2
311,Zvonimir Matic,0.3076923076923077,0.25,0.0,"[0.3076923076923077,0.25,0.0]",-0.3179247003835879,-0.003607651629549208,"[-0.3179247003835879,-0.003607651629549208]",2
