,users,intensityNormalized,order,freq,pcaInput,_1,_2,features,prediction
149,Mario Bursac,0.010416666666666666,1.0,0.7777777777777778,"[0.010416666666666666,1.0,0.7777777777777778]",0.9018646013266265,0.8699888242438572,"[0.9018646013266265,0.8699888242438572]",3
150,Mario91,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",0.19202872361176618,1.0051079218231478,"[0.19202872361176618,1.0051079218231478]",1
151,Marjan Henigman,0.00833333333333334,1.0,0.9090909090909092,"[0.00833333333333334,1.0,0.9090909090909092]",1.0246526855179252,0.850953177083043,"[1.0246526855179252,0.850953177083043]",3
152,Markisha,0.08333333333333333,1.0,0.5,"[0.08333333333333333,1.0,0.5]",0.6202393048189894,0.91999528330732,"[0.6202393048189894,0.91999528330732]",2
153,Marko Dundovic,0.0972222222222222,0.9166666666666666,0.15384615384615385,"[0.0972222222222222,0.9166666666666666,0.15384615384615385]",0.27872224097271725,0.889743403609648,"[0.27872224097271725,0.889743403609648]",1
154,Marko Kralj,0.125,1.0,0.4,"[0.125,1.0,0.4]",0.5139302720151747,0.9401891107097676,"[0.5139302720151747,0.9401891107097676]",1
155,Marko L,0.25,0.9090909090909092,0.0,"[0.25,0.9090909090909092,0.0]",0.08547027646288718,0.9259956625611698,"[0.08547027646288718,0.9259956625611698]",1
156,marko maticic,0.027777777777777773,0.6666666666666666,0.5,"[0.027777777777777773,0.6666666666666666,0.5]",0.5773666829458678,0.5855967886231457,"[0.5773666829458678,0.5855967886231457]",2
157,Ma��a,0.02083333333333333,1.0,0.8,"[0.02083333333333333,1.0,0.8]",0.9192045408207091,0.8682982692334947,"[0.9192045408207091,0.8682982692334947]",3
158,masa sarusic,0.027777777777777773,0.9090909090909092,0.75,"[0.027777777777777773,0.9090909090909092,0.75]",0.8539542212330066,0.7873750776801158,"[0.8539542212330066,0.7873750776801158]",3
159,Mate Vitaljic,0.02083333333333333,0.7777777777777778,0.8,"[0.02083333333333333,0.7777777777777778,0.8]",0.8787935411069395,0.6506308094490926,"[0.8787935411069395,0.6506308094490926]",3
160,Matija Osterc,0.1875,0.9166666666666666,0.2307692307692308,"[0.1875,0.9166666666666666,0.2307692307692308]",0.32142776627627667,0.8915989483648208,"[0.32142776627627667,0.8915989483648208]",1
161,Matija Turkalj,0.10000000000000002,0.9,0.0,"[0.10000000000000002,0.9,0.0]",0.13172556898520774,0.8957683611404568,"[0.13172556898520774,0.8957683611404568]",1
162,Matjazzavrl,0.08333333333333333,0.8571428571428571,0.375,"[0.08333333333333333,0.8571428571428571,0.375]",0.47800939933966335,0.7979047628258088,"[0.47800939933966335,0.7979047628258088]",1
163,Mauro,0.10416666666666667,0.75,0.0,"[0.10416666666666667,0.75,0.0]",0.10311735335109831,0.7494351236615532,"[0.10311735335109831,0.7494351236615532]",1
164,MedoPiki,0.13333333333333333,1.0,0.0,"[0.13333333333333333,1.0,0.0]",0.1392641922378844,0.9984571010479805,"[0.1392641922378844,0.9984571010479805]",1
165,melina lako��,0.6666666666666666,1.0,0.0,"[0.6666666666666666,1.0,0.0]",-0.031077033658429926,1.0742712291206633,"[-0.031077033658429926,1.0742712291206633]",1
166,mihaelas,0.2916666666666667,1.0,0.1111111111111111,"[0.2916666666666667,1.0,0.1111111111111111]",0.19202872361176618,1.0051079218231478,"[0.19202872361176618,1.0051079218231478]",1
167,Miho,0.047619047619047616,0.8,0.3636363636363637,"[0.047619047619047616,0.8,0.3636363636363637]",0.46845646832735055,0.7384779787226049,"[0.46845646832735055,0.7384779787226049]",1
168,Milan Kura��,0.2777777777777777,0.9166666666666666,0.07692307692307693,"[0.2777777777777777,0.9166666666666666,0.07692307692307693]",0.14951531189368578,0.9263872207663844,"[0.14951531189368578,0.9263872207663844]",1
169,Mirela,0.13333333333333333,0.8333333333333334,0.2307692307692308,"[0.13333333333333333,0.8333333333333334,0.2307692307692308]",0.3235739221387075,0.8022737785632882,"[0.3235739221387075,0.8022737785632882]",1
170,Mirjana Pu��karski,0.0119047619047619,1.0,0.875,"[0.0119047619047619,1.0,0.875]",0.9918070788486686,0.8563259230150582,"[0.9918070788486686,0.8563259230150582]",3
171,Mirkomatic,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",0.3502615675347674,0.8787658277275178,"[0.3502615675347674,0.8787658277275178]",1
172,miroc,0.4166666666666667,0.8,0.16666666666666666,"[0.4166666666666667,0.8,0.16666666666666666]",0.16740239045584998,0.8190478950360158,"[0.16740239045584998,0.8190478950360158]",1
173,Mi��o,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
174,MojcaDamijan,0.037037037037037035,1.0,0.6153846153846154,"[0.037037037037037035,1.0,0.6153846153846154]",0.7423348594100085,0.8969478319778155,"[0.7423348594100085,0.8969478319778155]",2
175,Nata��a,0.013888888888888895,1.0,0.7142857142857143,"[0.013888888888888895,1.0,0.7142857142857143]",0.8417072759351878,0.8795432620904934,"[0.8417072759351878,0.8795432620904934]",3
176,Nejc Kodric,0.1875,1.0,0.15384615384615385,"[0.1875,1.0,0.15384615384615385]",0.26504256460689013,0.9842018216661019,"[0.26504256460689013,0.9842018216661019]",1
177,Nejc Likar,0.08333333333333333,1.0,0.25,"[0.08333333333333333,1.0,0.25]",0.38773649349232664,0.9556724049242432,"[0.38773649349232664,0.9556724049242432]",1
178,nenad,0.0,1.0,0.8571428571428571,"[0.0,1.0,0.8571428571428571]",0.9790019946890924,0.8571820092003588,"[0.9790019946890924,0.8571820092003588]",3
179,NenadS,0.11666666666666665,1.0,0.25,"[0.11666666666666665,1.0,0.25]",0.377090166873807,0.960410787928786,"[0.377090166873807,0.960410787928786]",1
180,Neven,0.025000000000000005,0.9166666666666666,0.6923076923076923,"[0.025000000000000005,0.9166666666666666,0.6923076923076923]",0.8025645679138604,0.8026338759248941,"[0.8025645679138604,0.8026338759248941]",3
181,Niko Vukusic,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
182,niko.mihovilovic,0.007575757575757569,0.9090909090909092,0.4166666666666667,"[0.007575757575757569,0.9090909090909092,0.4166666666666667]",0.5504027919601954,0.8320728258938663,"[0.5504027919601954,0.8320728258938663]",2
183,Nikola Bar��ic,0.20833333333333331,0.0,0.0,"[0.20833333333333331,0.0,0.0]",-0.06653954136574777,0.029614893778391712,"[-0.06653954136574777,0.029614893778391712]",0
184,Nikoleta,0.03571428571428572,1.0,0.7,"[0.03571428571428572,1.0,0.7]",0.8214505919067763,0.8846844674358634,"[0.8214505919067763,0.8846844674358634]",3
185,nikonikokaoja,0.0,0.6666666666666666,0.25,"[0.0,0.6666666666666666,0.25]",0.3537358104679714,0.6173252577362833,"[0.3537358104679714,0.6173252577362833]",0
186,Oaky,0.02380952380952382,1.0,0.7777777777777778,"[0.02380952380952382,1.0,0.7777777777777778]",0.8975870593816856,0.8718926388438968,"[0.8975870593816856,0.8718926388438968]",3
187,Ojiga,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
188,Pavle,0.015151515151515155,1.0,0.8461538461538461,"[0.015151515151515155,1.0,0.8461538461538461]",0.9639428515224595,0.8609040447829878,"[0.9639428515224595,0.8609040447829878]",3
189,pedro,0.75,1.0,0.2,"[0.75,1.0,0.2]",0.12830939885660117,1.0575754893384812,"[0.12830939885660117,1.0575754893384812]",1
190,peri,0.006944444444444438,0.75,0.7692307692307693,"[0.006944444444444438,0.75,0.7692307692307693]",0.8495624049422815,0.6258390810770016,"[0.8495624049422815,0.6258390810770016]",3
191,Pero,0.16666666666666666,1.0,0.1111111111111111,"[0.16666666666666666,1.0,0.1111111111111111]",0.23195244843121485,0.9873389855561128,"[0.23195244843121485,0.9873389855561128]",1
192,Petar,0.05952380952380953,1.0,0.4166666666666667,"[0.05952380952380953,1.0,0.4166666666666667]",0.5503428867233302,0.9285030978906688,"[0.5503428867233302,0.9285030978906688]",2
193,PeterKogej,0.14583333333333334,0.8,0.18181818181818185,"[0.14583333333333334,0.8,0.18181818181818185]",0.2679948737056653,0.7783862833291415,"[0.2679948737056653,0.7783862833291415]",1
194,PetraP,0.05555555555555556,1.0,0.6,"[0.05555555555555556,1.0,0.6]",0.722112368198421,0.9017757821567652,"[0.722112368198421,0.9017757821567652]",2
195,Pina,0.006944444444444438,1.0,0.9230769230769232,"[0.006944444444444438,1.0,0.9230769230769232]",1.0381034327443726,0.8487598215701936,"[1.0381034327443726,0.8487598215701936]",3
196,Pino,0.16666666666666666,1.0,0.2222222222222222,"[0.16666666666666666,1.0,0.2222222222222222]",0.33528703124306497,0.9714824870597024,"[0.33528703124306497,0.9714824870597024]",1
197,Pirko,0.16666666666666666,1.0,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666]",0.2836197398371399,0.9794107363079075,"[0.2836197398371399,0.9794107363079075]",1
198,Pjerino,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1118607440186141,0.8367950825621171,"[1.1118607440186141,0.8367950825621171]",3
199,Pjero,0.010416666666666666,1.0,0.5555555555555556,"[0.010416666666666666,1.0,0.5555555555555556]",0.6951954357029262,0.9017018212366779,"[0.6951954357029262,0.9017018212366779]",2
200,Plavac_mali,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",0.7885490873099141,0.8902875568070263,"[0.7885490873099141,0.8902875568070263]",3
201,plombar,0.07142857142857144,0.75,0.5384615384615384,"[0.07142857142857144,0.75,0.5384615384615384]",0.6143488529286378,0.667938323464323,"[0.6143488529286378,0.667938323464323]",2
202,Pokmon,0.05952380952380953,1.0,0.5833333333333334,"[0.05952380952380953,1.0,0.5833333333333334]",0.7053447609411053,0.9047183501460533,"[0.7053447609411053,0.9047183501460533]",2
203,Pokret Otoka,0.0625,1.0,0.5714285714285714,"[0.0625,1.0,0.5714285714285714]",0.6933226336203249,0.90684033061036,"[0.6933226336203249,0.90684033061036]",2
204,Polona,0.037037037037037035,0.9166666666666666,0.4615384615384616,"[0.037037037037037035,0.9166666666666666,0.4615384615384616]",0.5841020813932448,0.8372776863229251,"[0.5841020813932448,0.8372776863229251]",2
205,Primosius,0.027777777777777773,1.0,0.0,"[0.027777777777777773,1.0,0.0]",0.1729775598631966,0.9834522215335952,"[0.1729775598631966,0.9834522215335952]",1
206,RadoL,0.05952380952380953,1.0,0.5,"[0.05952380952380953,1.0,0.5]",0.6278438238322177,0.9166107240183611,"[0.6278438238322177,0.9166107240183611]",2
207,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,"[0.015151515151515155,0.8333333333333334,0.8461538461538461]",0.9336346017371324,0.6976534499446861,"[0.9336346017371324,0.6976534499446861]",3
208,Rebeka,0.052083333333333336,1.0,0.0,"[0.052083333333333336,1.0,0.0]",0.165214613370526,0.9869072924744077,"[0.165214613370526,0.9869072924744077]",1
209,RobiF,0.0,1.0,0.75,"[0.0,1.0,0.75]",0.8793579326919514,0.8724722041790403,"[0.8793579326919514,0.8724722041790403]",3
210,rocco337,0.2916666666666667,1.0,0.2222222222222222,"[0.2916666666666667,1.0,0.2222222222222222]",0.2953633064236163,0.9892514233267374,"[0.2953633064236163,0.9892514233267374]",1
211,Rok321,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
212,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,"[0.0972222222222222,0.9166666666666666,0.2307692307692308]",0.3502615675347674,0.8787658277275178,"[0.3502615675347674,0.8787658277275178]",1
213,rokian,0.027777777777777773,1.0,0.5,"[0.027777777777777773,1.0,0.5]",0.6379831825165222,0.9120979782997489,"[0.6379831825165222,0.9120979782997489]",2
214,Romana,0.06666666666666668,0.75,0.3333333333333333,"[0.06666666666666668,0.75,0.3333333333333333]",0.42509821923248325,0.6965349472922118,"[0.42509821923248325,0.6965349472922118]",0
215,ruzica kovacevic,0.04166666666666666,1.0,0.5,"[0.04166666666666666,1.0,0.5]",0.6335472130921389,0.9140723045516418,"[0.6335472130921389,0.9140723045516418]",2
216,Sailman,0.04166666666666666,1.0,0.6666666666666666,"[0.04166666666666666,1.0,0.6666666666666666]",0.7885490873099141,0.8902875568070263,"[0.7885490873099141,0.8902875568070263]",3
217,Salieri,0.11666666666666665,1.0,0.0,"[0.11666666666666665,1.0,0.0]",0.1445873555471442,0.9960879095457091,"[0.1445873555471442,0.9960879095457091]",1
218,Sandi,0.016666666666666663,1.0,0.6666666666666666,"[0.016666666666666663,1.0,0.6666666666666666]",0.7965338322738038,0.8867337695536193,"[0.7965338322738038,0.8867337695536193]",3
219,sawyer,0.1875,1.0,0.2307692307692308,"[0.1875,1.0,0.2307692307692308]",0.3365818911689402,0.9732242457839717,"[0.3365818911689402,0.9732242457839717]",1
220,shrike,0.016666666666666663,1.0,0.8333333333333334,"[0.016666666666666663,1.0,0.8333333333333334]",0.9515357064915791,0.8629490218090038,"[0.9515357064915791,0.8629490218090038]",3
221,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,"[0.13333333333333333,1.0,0.38461538461538464]",0.4969608250481348,0.9435692216373295,"[0.4969608250481348,0.9435692216373295]",1
222,��imun Zamberlin,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",0.9514099812896588,0.778112100033173,"[0.9514099812896588,0.778112100033173]",3
223,��katja,0.11111111111111112,0.8333333333333334,0.2857142857142857,"[0.11111111111111112,0.8333333333333334,0.2857142857142857]",0.3817709921906135,0.7912737309301667,"[0.3817709921906135,0.7912737309301667]",1
224,slipke,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",0.07538623252676652,1.0268873990752365,"[0.07538623252676652,1.0268873990752365]",1
225,splicho,0.25,1.0,0.25,"[0.25,1.0,0.25]",0.3345048603997284,0.9793643199469566,"[0.3345048603997284,0.9793643199469566]",1
226,staneb,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
227,Stanojevic,0.05555555555555556,1.0,0.0,"[0.05555555555555556,1.0,0.0]",0.16410562101443021,0.9874008740373809,"[0.16410562101443021,0.9874008740373809]",1
228,stipica,0.07142857142857144,0.3333333333333333,0.38461538461538464,"[0.07142857142857144,0.3333333333333333,0.38461538461538464]",0.3954995753412198,0.28176698813282935,"[0.3954995753412198,0.28176698813282935]",0
229,TAMARA L.,0.006944444444444438,0.9166666666666666,0.8461538461538461,"[0.006944444444444438,0.9166666666666666,0.8461538461538461]",0.9514099812896588,0.778112100033173,"[0.9514099812896588,0.778112100033173]",3
230,tasa,0.0625,1.0,0.5714285714285714,"[0.0625,1.0,0.5714285714285714]",0.6933226336203249,0.90684033061036,"[0.6933226336203249,0.90684033061036]",2
231,Tatjana,0.08333333333333333,0.6666666666666666,0.5,"[0.08333333333333333,0.6666666666666666,0.5]",0.5596228052483351,0.5934940936307168,"[0.5596228052483351,0.5934940936307168]",2
232,tibor,0.04166666666666666,1.0,0.16666666666666666,"[0.04166666666666666,1.0,0.16666666666666666]",0.32354346465658856,0.9616418000408726,"[0.32354346465658856,0.9616418000408726]",1
233,Tina Kiler,0.0972222222222222,1.0,0.4615384615384616,"[0.0972222222222222,1.0,0.4615384615384616]",0.5800336721135813,0.927458397500278,"[0.5800336721135813,0.927458397500278]",2
234,Tja��a,0.027777777777777773,1.0,0.6666666666666666,"[0.027777777777777773,1.0,0.6666666666666666]",0.7929850567342973,0.8883132305551334,"[0.7929850567342973,0.8883132305551334]",3
235,Tojo,0.25,1.0,0.25,"[0.25,1.0,0.25]",0.3345048603997284,0.9793643199469566,"[0.3345048603997284,0.9793643199469566]",1
236,tomaz1961,0.027777777777777773,0.8181818181818182,0.6666666666666666,"[0.027777777777777773,0.8181818181818182,0.6666666666666666]",0.7599215115139404,0.7102216725497136,"[0.7599215115139404,0.7102216725497136]",2
237,tomba,0.06666666666666668,0.875,0.5555555555555556,"[0.06666666666666668,0.875,0.5555555555555556]",0.6544985721951789,0.7872598964281174,"[0.6544985721951789,0.7872598964281174]",2
238,Tome,0.033333333333333326,0.8333333333333334,0.7142857142857143,"[0.033333333333333326,0.8333333333333334,0.7142857142857143]",0.8051886689557242,0.7190567240048417,"[0.8051886689557242,0.7190567240048417]",2
239,Tomica,0.0,1.0,1.0,"[0.0,1.0,1.0]",1.1118607440186141,0.8367950825621171,"[1.1118607440186141,0.8367950825621171]",3
240,Tomislav Cipcic,0.027777777777777773,1.0,0.25,"[0.027777777777777773,1.0,0.25]",0.40548037118985936,0.9477750999166721,"[0.40548037118985936,0.9477750999166721]",1
241,TonCa,0.0972222222222222,1.0,0.3076923076923077,"[0.0972222222222222,1.0,0.3076923076923077]",0.436955018989481,0.9494135492645384,"[0.436955018989481,0.9494135492645384]",1
242,toni88,0.16666666666666666,1.0,0.25,"[0.16666666666666666,1.0,0.25]",0.3611206769460275,0.9675183624355999,"[0.3611206769460275,0.9675183624355999]",1
243,Tpk,0.013888888888888895,0.8333333333333334,0.7142857142857143,"[0.013888888888888895,0.8333333333333334,0.7142857142857143]",0.8113990261498606,0.7162926672521918,"[0.8113990261498606,0.7162926672521918]",3
244,Trojan,0.0,1.0,0.8888888888888888,"[0.0,1.0,0.8888888888888888]",1.008526161206764,0.8526515810585273,"[1.008526161206764,0.8526515810585273]",3
245,Urle,0.2777777777777777,1.0,0.07692307692307693,"[0.2777777777777777,1.0,0.07692307692307693]",0.16466943678634938,1.008012518185535,"[0.16466943678634938,1.008012518185535]",1
246,Urosv,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
247,vanja123,0.05555555555555556,0.5,0.6,"[0.05555555555555556,0.5,0.6]",0.6311876188424395,0.4120239976418604,"[0.6311876188424395,0.4120239976418604]",2
248,Vedran,0.00833333333333334,1.0,0.5454545454545454,"[0.00833333333333334,1.0,0.5454545454545454]",0.6864667781336882,0.902847172162204,"[0.6864667781336882,0.902847172162204]",2
249,Vedran_499,0.033333333333333326,0.5,0.42857142857142855,"[0.033333333333333326,0.5,0.42857142857142855]",0.47885467072602655,0.43332938760472206,"[0.47885467072602655,0.43332938760472206]",0
250,vedrana,0.027777777777777773,0.3333333333333333,0.5,"[0.027777777777777773,0.3333333333333333,0.5]",0.5167501833752135,0.25909559894654244,"[0.5167501833752135,0.25909559894654244]",0
251,vibord,0.07142857142857144,0.9166666666666666,0.15384615384615385,"[0.07142857142857144,0.9166666666666666,0.15384615384615385]",0.2869604699037146,0.8860767977132756,"[0.2869604699037146,0.8860767977132756]",1
252,vid,0.06944444444444442,0.9,0.2727272727272727,"[0.06944444444444442,0.9,0.2727272727272727]",0.3951241322570283,0.8525043470769219,"[0.3951241322570283,0.8525043470769219]",1
253,Vido,0.08333333333333333,0.6666666666666666,0.5,"[0.08333333333333333,0.6666666666666666,0.5]",0.5596228052483351,0.5934940936307168,"[0.5596228052483351,0.5934940936307168]",2
254,Vido Repan��ek,0.027777777777777773,1.0,0.75,"[0.027777777777777773,1.0,0.75]",0.870485993843185,0.8764208566828258,"[0.870485993843185,0.8764208566828258]",3
255,Viktor Vic,0.00833333333333334,0.8,0.6363636363636364,"[0.00833333333333334,0.8,0.6363636363636364]",0.7346433552373548,0.6939729595864519,"[0.7346433552373548,0.6939729595864519]",2
256,vini,0.08333333333333333,0.7777777777777778,0.1,"[0.08333333333333333,0.7777777777777778,0.1]",0.20782380698255942,0.7594112181099949,"[0.20782380698255942,0.7594112181099949]",1
257,Vlado,0.0,0.9,0.8181818181818182,"[0.0,0.9,0.8181818181818182]",0.9245828404552995,0.7647917231987166,"[0.9245828404552995,0.7647917231987166]",3
258,Vlajko,0.1875,1.0,0.15384615384615385,"[0.1875,1.0,0.15384615384615385]",0.26504256460689013,0.9842018216661019,"[0.26504256460689013,0.9842018216661019]",1
259,Vlasta Svetina,0.9166666666666666,0.0,0.0,"[0.9166666666666666,0.0,0.0]",-0.2927739820092902,0.13030553262492353,"[-0.2927739820092902,0.13030553262492353]",0
260,wavemaker,0.08333333333333333,1.0,0.4166666666666667,"[0.08333333333333333,1.0,0.4166666666666667]",0.5427383677101019,0.9318876571796277,"[0.5427383677101019,0.9318876571796277]",1
261,x,0.3333333333333333,1.0,0.0,"[0.3333333333333333,1.0,0.0]",0.07538623252676652,1.0268873990752365,"[0.07538623252676652,1.0268873990752365]",1
262,��anetic,0.4583333333333333,1.0,0.07692307692307693,"[0.4583333333333333,1.0,0.07692307692307693]",0.10700183426936793,1.0336787594601413,"[0.10700183426936793,1.0336787594601413]",1
263,Zdenko,0.125,0.5,0.2,"[0.125,0.5,0.2]",0.23700327359786305,0.4789790234884013,"[0.23700327359786305,0.4789790234884013]",0
264,Zdenko ��krlj,0.07142857142857144,0.5,0.38461538461538464,"[0.07142857142857144,0.5,0.38461538461538464]",0.42580782512654697,0.445017582971131,"[0.42580782512654697,0.445017582971131]",0
265,Zdravko,0.052083333333333336,1.0,0.3076923076923077,"[0.052083333333333336,1.0,0.3076923076923077]",0.45137191961872636,0.9429969889458868,"[0.45137191961872636,0.9429969889458868]",1
266,��ivko Joncic,0.4583333333333333,1.0,0.07692307692307693,"[0.4583333333333333,1.0,0.07692307692307693]",0.10700183426936793,1.0336787594601413,"[0.10700183426936793,1.0336787594601413]",1
267,zvjezdana,0.05555555555555556,1.0,0.4,"[0.05555555555555556,1.0,0.4]",0.5361101191370907,0.9303174794503037,"[0.5361101191370907,0.9303174794503037]",1
268,Zvonimir Matic,0.25,0.0,0.25,"[0.25,0.0,0.25]",0.15265536168776545,-0.00013924908285311427,"[0.15265536168776545,-0.00013924908285311427]",0
