,users,intensityNormalized,order,freq,catchingUpRatio,pcaInput,_1,_2,features,prediction
118,8c7bdf99-8cda-02c4-7ccf-ad45ef8a,0.4583333333333333,0.9166666666666666,0.0,0.0,"[0.4583333333333333,0.9166666666666666,0.0,0.0]",-0.011866144462792133,0.2714412848578305,"[-0.011866144462792133,0.2714412848578305]",0
119,8cedbb4b-6088-0b3c-fc04-ad8ce093,0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444,"[0.2916666666666667,1.0,0.1111111111111111,0.4444444444444444]",-0.14536406319314543,0.6698684398136399,"[-0.14536406319314543,0.6698684398136399]",1
120,8f38fcd5-8798-9850-2359-5268418e,0.08333333333333333,1.0,0.125,0.375,"[0.08333333333333333,1.0,0.125,0.375]",-0.006271150033047845,0.6230792423647926,"[-0.006271150033047845,0.6230792423647926]",0
121,9187a2a4-6ffb-f4f5-f012-df8a1141,0.0,1.0,0.75,0.0,"[0.0,1.0,0.75,0.0]",0.6538624588616838,0.7757933143390072,"[0.6538624588616838,0.7757933143390072]",2
122,92d86eda-129e-0d8c-0a73-835acef9,0.25,1.0,0.0,0.0,"[0.25,1.0,0.0,0.0]",0.09000662535136886,0.2866005459676794,"[0.09000662535136886,0.2866005459676794]",0
123,9627fef7-14c0-4a88-0954-9cf43b68,0.2916666666666667,1.0,0.1111111111111111,0.0,"[0.2916666666666667,1.0,0.1111111111111111,0.0]",0.14113016228367886,0.36206971033084134,"[0.14113016228367886,0.36206971033084134]",0
124,97372a43-0a6d-3145-e63f-0202242e,0.16666666666666666,0.8,0.16666666666666666,0.0,"[0.16666666666666666,0.8,0.16666666666666666,0.0]",0.18815535126384336,0.33883591590837386,"[0.18815535126384336,0.33883591590837386]",0
125,97f93288-c344-0f1f-19c0-14aff5aa,0.02380952380952382,0.75,0.6666666666666666,0.0,"[0.02380952380952382,0.75,0.6666666666666666,0.0]",0.5446064277569324,0.6520166636652515,"[0.5446064277569324,0.6520166636652515]",2
126,98599cc0-703a-b3be-34dc-7bcf7e6a,0.5833333333333334,1.0,0.125,0.875,"[0.5833333333333334,1.0,0.125,0.875]",-0.5344801741342139,0.988387251696485,"[-0.5344801741342139,0.988387251696485]",1
127,987749e2-fc0f-96db-2aa7-7df33e6d,0.08333333333333333,0.3333333333333333,0.5,0.5,"[0.08333333333333333,0.3333333333333333,0.5,0.5]",0.014965753649325952,0.774280411126108,"[0.014965753649325952,0.774280411126108]",1
128,991dbd0d-8c68-1ed6-f469-0348585f,0.0,1.0,0.8571428571428571,0.0,"[0.0,1.0,0.8571428571428571,0.0]",0.7197059336174617,0.8470375982965929,"[0.7197059336174617,0.8470375982965929]",2
129,9946a658-3dc0-f680-6e04-89182b0f,0.16666666666666666,0.8,0.16666666666666666,0.16666666666666666,"[0.16666666666666666,0.8,0.16666666666666666,0.16666666666666666]",0.08072001671003425,0.4542604394644233,"[0.08072001671003425,0.4542604394644233]",0
130,999f9f91-e880-70f1-00d3-e8994609,0.05000000000000001,0.8571428571428571,0.375,0.125,"[0.05000000000000001,0.8571428571428571,0.375,0.125]",0.29467804631838196,0.5753268246442906,"[0.29467804631838196,0.5753268246442906]",2
131,99d9bce0-1f7d-da02-6d84-afe0122e,0.20833333333333331,0.6666666666666666,0.14285714285714285,0.7142857142857143,"[0.20833333333333331,0.6666666666666666,0.14285714285714285,0.7142857142857143]",-0.3298000165491151,0.7823221420031221,"[-0.3298000165491151,0.7823221420031221]",1
132,9c5c43e2-3def-6e8f-844e-4ee72d08,0.05000000000000001,1.0,0.0,0.0,"[0.05000000000000001,1.0,0.0,0.0]",0.1723678335272643,0.2789867705022618,"[0.1723678335272643,0.2789867705022618]",0
133,9cc2cc33-730e-86eb-e910-ff1ec6fd,0.25,1.0,0.0,0.0,"[0.25,1.0,0.0,0.0]",0.09000662535136886,0.2866005459676794,"[0.09000662535136886,0.2866005459676794]",0
134,9dfba79f-46d5-9b68-3a28-dff09283,0.08333333333333333,1.0,0.0,0.0,"[0.08333333333333333,1.0,0.0,0.0]",0.15864096549794843,0.2802557330798314,"[0.15864096549794843,0.2802557330798314]",0
135,9e184ea2-45e6-abdb-90a9-fb5b011b,0.11666666666666665,0.5454545454545454,0.16666666666666666,0.25,"[0.11666666666666665,0.5454545454545454,0.16666666666666666,0.25]",-0.0015239648501207403,0.4395389560505899,"[-0.0015239648501207403,0.4395389560505899]",0
136,a070cc15-8fb3-b7eb-834d-d191a652,0.08333333333333333,0.6666666666666666,0.25,0.0,"[0.08333333333333333,0.6666666666666666,0.25,0.0]",0.24795636140435087,0.3541312867688955,"[0.24795636140435087,0.3541312867688955]",0
137,a134cb86-69ed-3ceb-ab8b-42799b5f,0.20833333333333331,0.5,0.14285714285714285,0.14285714285714285,"[0.20833333333333331,0.5,0.14285714285714285,0.14285714285714285]",0.006390012659214572,0.34040036394306317,"[0.006390012659214572,0.34040036394306317]",0
138,a1ac05b8-d131-07d0-f419-28c0d19a,0.4583333333333333,0.08333333333333333,0.15384615384615385,0.8461538461538461,"[0.4583333333333333,0.08333333333333333,0.15384615384615385,0.8461538461538461]",-0.6235610434729429,0.7288394246028458,"[-0.6235610434729429,0.7288394246028458]",1
139,a1b9f7ef-402c-6b05-11c1-33d65f47,0.5833333333333334,1.0,0.0,0.0,"[0.5833333333333334,1.0,0.0,0.0]",-0.04726205494179028,0.2992901717433754,"[-0.04726205494179028,0.2992901717433754]",0
140,a4793f2a-58de-2b33-168f-32424641,0.25,0.6666666666666666,0.0,0.0,"[0.25,0.6666666666666666,0.0,0.0]",0.025687246827622773,0.1942394370890436,"[0.025687246827622773,0.1942394370890436]",0
141,a55e8048-fa92-f072-72e3-bbf2ba61,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
142,a7010942-2bf9-c022-3897-796a718f,0.125,0.75,0.2,0.6,"[0.125,0.75,0.2,0.6]",-0.17061653828110002,0.7610887194987546,"[-0.17061653828110002,0.7610887194987546]",1
143,a898d118-8b18-a02c-ae58-2a774d5f,0.20833333333333331,0.3333333333333333,0.14285714285714285,0.2857142857142857,"[0.20833333333333331,0.3333333333333333,0.14285714285714285,0.2857142857142857]",-0.11785710622020915,0.3931551154089305,"[-0.11785710622020915,0.3931551154089305]",0
144,a932ede5-1443-cb58-2838-6a6efc0a,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
145,a96e9db0-5940-66d7-4a98-2379b34d,0.05555555555555556,0.75,0.2,0.0,"[0.05555555555555556,0.75,0.2,0.0]",0.24474830784035428,0.3429167626603732,"[0.24474830784035428,0.3429167626603732]",0
146,a98a0de3-d8ed-675c-b2d4-ac776c7b,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
147,a997f5a7-10f2-8566-1c1d-559b423c,0.2777777777777777,1.0,0.15384615384615385,0.6153846153846154,"[0.2777777777777777,1.0,0.15384615384615385,0.6153846153846154]",-0.22357226696600843,0.8161403556463187,"[-0.22357226696600843,0.8161403556463187]",1
148,abcc36e1-adfa-f564-04d4-d632273a,0.04166666666666666,0.8,0.3333333333333333,0.3333333333333333,"[0.04166666666666666,0.8,0.3333333333333333,0.3333333333333333]",0.12718362021959215,0.6757507950663867,"[0.12718362021959215,0.6757507950663867]",0
149,abda0840-539e-d7ad-7f3c-e3005350,0.0625,0.6666666666666666,0.5714285714285714,0.42857142857142855,"[0.0625,0.6666666666666666,0.5714285714285714,0.42857142857142855]",0.17780378933735508,0.8638769547462273,"[0.17780378933735508,0.8638769547462273]",2
150,abe4e05a-6e7f-9b91-6fc2-255d8ca8,0.08333333333333333,0.6666666666666666,0.0,0.0,"[0.08333333333333333,0.6666666666666666,0.0,0.0]",0.09432158697420234,0.1878946242011956,"[0.09432158697420234,0.1878946242011956]",0
151,ad50ec3a-b5fa-441c-dff6-68962309,0.25,0.0,0.25,0.75,"[0.25,0.0,0.25,0.75]",-0.43277574128186186,0.6951642379016945,"[-0.43277574128186186,0.6951642379016945]",1
152,af82af91-5c05-62ed-d5f4-ab452057,0.25,1.0,0.125,0.375,"[0.25,1.0,0.125,0.375]",-0.07490549017962739,0.6294240552526407,"[-0.07490549017962739,0.6294240552526407]",0
153,b203a259-8fca-f544-f793-7196165c,0.5833333333333334,1.0,0.0,0.0,"[0.5833333333333334,1.0,0.0,0.0]",-0.04726205494179028,0.2992901717433754,"[-0.04726205494179028,0.2992901717433754]",0
154,b341bfef-bd17-e48f-e3c6-71e45a3b,0.5833333333333334,0.42857142857142855,0.125,0.875,"[0.5833333333333334,0.42857142857142855,0.125,0.875]",-0.6447419658892072,0.8300539221902522,"[-0.6447419658892072,0.8300539221902522]",1
155,b3ed71c3-f69d-be41-8e55-61063ba5,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.23981760571062366,0.9722475645376019,"[-0.23981760571062366,0.9722475645376019]",1
156,b4317fab-f533-bf46-11da-30745ab3,0.08333333333333333,1.0,0.0,0.0,"[0.08333333333333333,1.0,0.0,0.0]",0.15864096549794843,0.2802557330798314,"[0.15864096549794843,0.2802557330798314]",0
157,b51ab28b-c73d-4a8a-b819-1193d14b,0.047619047619047616,0.9,0.5454545454545454,0.2727272727272727,"[0.047619047619047616,0.9,0.5454545454545454,0.2727272727272727]",0.3134523800304813,0.8027624636212578,"[0.3134523800304813,0.8027624636212578]",2
158,bbed801c-180e-99dc-7c6b-4a6ce07e,0.0,1.0,0.75,0.0,"[0.0,1.0,0.75,0.0]",0.6538624588616838,0.7757933143390072,"[0.6538624588616838,0.7757933143390072]",2
159,bc165eba-99d1-fcf2-3c18-7b8ddbe3,0.16666666666666666,0.125,0.0,0.0,"[0.16666666666666666,0.125,0.0,0.0]",-0.04451457320017478,0.04098022871733643,"[-0.04451457320017478,0.04098022871733643]",0
160,bc59fb83-de20-c8dc-0046-06b5a884,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334]",-0.41338120461082406,0.9808924183475747,"[-0.41338120461082406,0.9808924183475747]",1
161,bde2c3b9-096f-3106-3105-39e3c690,0.16666666666666666,0.875,0.0,0.0,"[0.16666666666666666,0.875,0.0,0.0]",0.10020402847825387,0.24879272369426697,"[0.10020402847825387,0.24879272369426697]",0
162,be7e4626-8ea8-e4e7-bd98-df4d6b7e,0.05555555555555556,0.75,0.4,0.4,"[0.05555555555555556,0.75,0.4,0.4]",0.1098113244553312,0.7529249492490517,"[0.1098113244553312,0.7529249492490517]",0
163,be8f96e0-decb-0d0f-f5a0-da9a731a,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
164,bf2d4ca4-7b76-c83f-c25b-69db4d40,0.375,1.0,0.0,0.0,"[0.375,1.0,0.0,0.0]",0.0385308702414342,0.2913591556335654,"[0.0385308702414342,0.2913591556335654]",0
165,c0a279eb-433f-7d20-4fe4-30c7bf1d,0.5,0.3333333333333333,0.0,0.0,"[0.5,0.3333333333333333,0.0,0.0]",-0.14158364191599263,0.11139554754217981,"[-0.14158364191599263,0.11139554754217981]",0
166,c0e4f1b6-286e-9a62-9b55-08b882ec,0.025000000000000005,1.0,0.2307692307692308,0.0,"[0.025000000000000005,1.0,0.2307692307692308,0.0]",0.32447969940784993,0.4314842755546538,"[0.32447969940784993,0.4314842755546538]",2
167,c0f2c451-9f22-3dc5-b0ab-d6747910,0.75,1.0,0.1,0.9,"[0.75,1.0,0.1,0.9]",-0.6345932919068796,0.9954220768609705,"[-0.6345932919068796,0.9954220768609705]",1
168,c1b850ff-362a-890f-0c23-014773bb,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334]",-0.41338120461082406,0.9808924183475747,"[-0.41338120461082406,0.9808924183475747]",1
169,c24334a0-477a-6656-021d-668ba57f,0.5,1.0,0.0,0.0,"[0.5,1.0,0.0,0.0]",-0.012944884868500484,0.2961177652994514,"[-0.012944884868500484,0.2961177652994514]",0
170,c3385c79-a01d-377d-9eac-6cf460e9,0.25,1.0,0.125,0.125,"[0.25,1.0,0.125,0.125]",0.0862475116510863,0.4562872699185665,"[0.0862475116510863,0.4562872699185665]",0
171,c9f74898-df82-973e-76ca-08186d7c,0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,1.0,0.16666666666666666,0.8333333333333334]",-0.41338120461082406,0.9808924183475747,"[-0.41338120461082406,0.9808924183475747]",1
172,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666,"[0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666]",-0.20299435983714548,0.8559506754597531,"[-0.20299435983714548,0.8559506754597531]",1
173,ce280b9f-f7cf-eef4-dd34-fdc44bfe,0.08333333333333333,0.6666666666666666,0.25,0.25,"[0.08333333333333333,0.6666666666666666,0.25,0.25]",0.08680335957363719,0.5272680721029697,"[0.08680335957363719,0.5272680721029697]",0
174,ce4913ec-b21e-60b6-d455-4bc5b2b4,0.027777777777777773,0.6666666666666666,0.75,0.25,"[0.027777777777777773,0.6666666666666666,0.75,0.25]",0.4169510218161274,0.8576264596090869,"[0.4169510218161274,0.8576264596090869]",2
175,ceff0481-0e5a-e1d8-5361-b5ba2a52,0.02380952380952382,0.875,0.5555555555555556,0.0,"[0.02380952380952382,0.875,0.5555555555555556,0.0]",0.5004440727343823,0.61276911835354,"[0.5004440727343823,0.61276911835354]",2
176,cf23b843-3219-15e7-f878-361bbfeb,0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334,"[0.4166666666666667,0.8,0.16666666666666666,0.8333333333333334]",-0.4519728317250717,0.9254757530203932,"[-0.4519728317250717,0.9254757530203932]",1
177,d0fe3bbe-eeeb-e784-986f-51c01c74,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
178,d2a78c5a-c501-ea53-1bcf-2fedb47d,0.02380952380952382,0.5,0.4444444444444444,0.1111111111111111,"[0.02380952380952382,0.5,0.4444444444444444,0.1111111111111111]",0.28817909355700694,0.5119295920945743,"[0.28817909355700694,0.5119295920945743]",2
179,d41a406c-81b7-dca2-962a-a408e155,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.23981760571062366,0.9722475645376019,"[-0.23981760571062366,0.9722475645376019]",1
180,d424420a-72ee-7166-ac7e-9b96c0e6,0.05000000000000001,0.7142857142857143,0.125,0.0,"[0.05000000000000001,0.7142857142857143,0.125,0.0]",0.19405432486484198,0.28293843703299537,"[0.19405432486484198,0.28293843703299537]",0
181,d4ca59b9-1058-6388-4cc5-e58c2290,0.0,1.0,0.8333333333333334,0.0,"[0.0,1.0,0.8333333333333334,0.0]",0.7050740503384,0.8312055351949071,"[0.7050740503384,0.8312055351949071]",2
182,d5d7fee4-5428-bea3-17aa-30fb97f1,0.05555555555555556,0.75,0.0,0.0,"[0.05555555555555556,0.75,0.0,0.0]",0.12184048829623546,0.20992743260621322,"[0.12184048829623546,0.20992743260621322]",0
183,d6458839-e410-c16f-44d7-7aad9b6b,0.8333333333333334,1.0,0.09090909090909093,0.9090909090909091,"[0.8333333333333334,1.0,0.09090909090909093,0.9090909090909091]",-0.6803572902078372,0.9988453968600353,"[-0.6803572902078372,0.9988453968600353]",1
184,d80b6775-ae61-8dae-98ce-99412037,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",-0.23981760571062366,0.9722475645376019,"[-0.23981760571062366,0.9722475645376019]",1
185,d89aba44-424b-9d5d-5dd4-f1fbabf1,0.8333333333333334,1.0,0.09090909090909093,0.8181818181818182,"[0.8333333333333334,1.0,0.09090909090909093,0.8181818181818182]",-0.6217561986330322,0.9358865658294628,"[-0.6217561986330322,0.9358865658294628]",1
186,d92b593e-555f-9b3b-4007-752ea02c,0.5833333333333334,1.0,0.0,0.0,"[0.5833333333333334,1.0,0.0,0.0]",-0.04726205494179028,0.2992901717433754,"[-0.04726205494179028,0.2992901717433754]",0
187,d964c832-c32d-77ff-672a-1cf12f7e,0.6666666666666666,0.875,0.1111111111111111,0.8888888888888888,"[0.6666666666666666,0.875,0.1111111111111111,0.8888888888888888]",-0.6104053209461785,0.957307582464608,"[-0.6104053209461785,0.957307582464608]",1
188,daf25c41-8b84-6414-7646-b7df2abd,0.5833333333333334,1.0,0.125,0.875,"[0.5833333333333334,1.0,0.125,0.875]",-0.5344801741342139,0.988387251696485,"[-0.5344801741342139,0.988387251696485]",1
189,db98a0d9-3d4f-4219-b27d-74a44a01,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
190,dd30c478-d26e-3f37-f395-b912bead,0.6666666666666666,1.0,0.0,0.8888888888888888,"[0.6666666666666666,1.0,0.0,0.8888888888888888]",-0.6545676759687287,0.9180600371528964,"[-0.6545676759687287,0.9180600371528964]",1
191,de14f7c6-1844-4e1b-bb5c-16ceef86,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
192,dfc849d9-7793-4345-d533-579da01b,0.14583333333333334,1.0,0.2727272727272727,0.0,"[0.14583333333333334,1.0,0.2727272727272727,0.0]",0.30050466004859766,0.4639841243502652,"[0.30050466004859766,0.4639841243502652]",2
193,e091c85e-d8a5-ed63-dfdb-631d4614,0.0,1.0,0.75,0.0,"[0.0,1.0,0.75,0.0]",0.6538624588616838,0.7757933143390072,"[0.6538624588616838,0.7757933143390072]",2
194,e3485d79-4f92-1fff-4e64-56943e9b,0.125,0.7777777777777778,0.4,0.6,"[0.125,0.7777777777777778,0.4,0.6]",-0.042348770526668966,0.9017748086261341,"[-0.042348770526668966,0.9017748086261341]",1
195,e65e8c36-5f2d-131d-9602-cd643f97,0.25,0.0,0.0,0.0,"(4,[0],[0.25])",-0.10295151021986934,0.009517219331772003,"[-0.10295151021986934,0.009517219331772003]",0
196,e74ddfe8-97b1-613e-1495-f884f58c,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
197,e88cc767-fc0d-54d4-243a-4479ebf9,0.20833333333333331,1.0,0.14285714285714285,0.2857142857142857,"[0.20833333333333331,1.0,0.14285714285714285,0.2857142857142857]",0.010781650827282996,0.5778773331662022,"[0.010781650827282996,0.5778773331662022]",0
198,e9822752-a8af-cf42-1ddc-d2518ca8,0.16666666666666666,0.75,0.2222222222222222,0.5555555555555556,"[0.16666666666666666,0.75,0.2222222222222222,0.5555555555555556]",-0.14546927637627155,0.7466716420006767,"[-0.14546927637627155,0.7466716420006767]",1
199,e99d6a57-d572-b7f6-34cf-3ac76f24,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
200,eb9864df-c827-4027-9de4-5829eee9,0.14583333333333334,0.4,0.2727272727272727,0.6363636363636364,"[0.14583333333333334,0.4,0.2727272727272727,0.6363636363636364]",-0.22547786231778008,0.7384459455827277,"[-0.22547786231778008,0.7384459455827277]",1
201,eba3b0ea-3aeb-a6e3-8df6-742db8a0,0.20833333333333331,1.0,0.14285714285714285,0.42857142857142855,"[0.20833333333333331,1.0,0.14285714285714285,0.42857142857142855]",-0.08130577879026768,0.6768126390713873,"[-0.08130577879026768,0.6768126390713873]",1
202,ebdd7e01-09f4-dbf1-8a08-602d0001,0.027777777777777773,1.0,0.75,0.0,"[0.027777777777777773,1.0,0.75,0.0]",0.6424234021705872,0.7768507831536485,"[0.6424234021705872,0.7768507831536485]",2
203,ed71098a-9600-3bac-4cca-70ce0496,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
204,ed71bd28-a732-78c0-de66-e32f77c8,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",0.8074972332918323,0.9420299769067071,"[0.8074972332918323,0.9420299769067071]",2
205,edcaf7c0-7593-61d2-f4e9-689b8340,0.16666666666666666,0.6,0.3333333333333333,0.6666666666666666,"[0.16666666666666666,0.6,0.3333333333333333,0.6666666666666666]",-0.1777544311122084,0.8559417865171901,"[-0.1777544311122084,0.8559417865171901]",1
206,ef70bde5-8a4d-68a0-4f26-e5253d2c,0.25,0.6666666666666666,0.25,0.75,"[0.25,0.6666666666666666,0.25,0.75]",-0.30413698423436974,0.8798864556589661,"[-0.30413698423436974,0.8798864556589661]",1
207,f2a9ccb0-9831-6d2a-6254-8f0366c9,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,"[0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666]",0.11931164382428187,0.5096771047916048,"[0.11931164382428187,0.5096771047916048]",0
208,f4bf52fc-cffa-0f52-f4f9-2eff92fc,0.25,0.0,0.25,0.75,"[0.25,0.0,0.25,0.75]",-0.43277574128186186,0.6951642379016945,"[-0.43277574128186186,0.6951642379016945]",1
209,f5196f35-183f-1d55-1883-5fef618e,0.08333333333333333,1.0,0.0,0.0,"[0.08333333333333333,1.0,0.0,0.0]",0.15864096549794843,0.2802557330798314,"[0.15864096549794843,0.2802557330798314]",0
210,f6956137-aec3-29d6-ad64-d870e209,0.033333333333333326,1.0,0.42857142857142855,0.2857142857142857,"[0.033333333333333326,1.0,0.42857142857142855,0.2857142857142857]",0.25843030732993266,0.7612000368541901,"[0.25843030732993266,0.7612000368541901]",2
211,f6c2c059-c90e-1566-cc25-b0823249,0.75,1.0,0.1,0.9,"[0.75,1.0,0.1,0.9]",-0.6345932919068796,0.9954220768609705,"[-0.6345932919068796,0.9954220768609705]",1
212,f6cd37ab-4add-fb6f-20c2-2374f109,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]",0.055689455278079086,0.2897729524116034,"[0.055689455278079086,0.2897729524116034]",0
213,f83fd099-8c89-2894-3a91-bb38be88,0.13888888888888887,1.0,0.375,0.625,"[0.13888888888888887,1.0,0.375,0.625]",-0.03666749081580617,0.9645676278958494,"[-0.03666749081580617,0.9645676278958494]",1
214,f8c2bef5-12f7-05a2-39e8-43daff7b,0.04166666666666666,0.4,0.0,0.0,"[0.04166666666666666,0.4,0.0,0.0]",0.0600246691918504,0.11241953387632496,"[0.0600246691918504,0.11241953387632496]",0
215,f8f5aa96-ff9b-eb8f-c3dc-06293d3f,0.08333333333333333,0.6666666666666666,0.0,0.0,"[0.08333333333333333,0.6666666666666666,0.0,0.0]",0.09432158697420234,0.1878946242011956,"[0.09432158697420234,0.1878946242011956]",0
216,fcb83a6e-9298-b96c-29e5-c217b27f,0.11111111111111112,0.8333333333333334,0.14285714285714285,0.14285714285714285,"[0.11111111111111112,0.8333333333333334,0.14285714285714285,0.14285714285714285]",0.11074608960179871,0.4290603319704543,"[0.11074608960179871,0.4290603319704543]",0
217,ff3d026c-5e45-1835-2b58-e6308d38,0.25,0.6666666666666666,0.25,0.75,"[0.25,0.6666666666666666,0.25,0.75]",-0.30413698423436974,0.8798864556589661,"[-0.30413698423436974,0.8798864556589661]",1
218,ff549000-a9c8-4964-1ece-6923a32e,0.05555555555555556,1.0,0.6,0.4,"[0.05555555555555556,1.0,0.6,0.4]",0.2809586778922596,0.9551851109621885,"[0.2809586778922596,0.9551851109621885]",2
