,users,intensityNormalized,order,freq,catchingUpRatio,features,prediction
208,RadoL,0.05952380952380953,1.0,0.5,0.25,"[0.05952380952380953,1.0,0.5,0.25]",1
209,Ramo,0.015151515151515155,0.8333333333333334,0.8461538461538461,0.15384615384615385,"[0.015151515151515155,0.8333333333333334,0.8461538461538461,0.15384615384615385]",1
210,Rebeka,0.052083333333333336,1.0,0.0,0.0,"[0.052083333333333336,1.0,0.0,0.0]",0
211,RobiF,0.0,1.0,0.75,0.0,"[0.0,1.0,0.75,0.0]",1
212,rocco337,0.2916666666666667,1.0,0.2222222222222222,0.7777777777777778,"[0.2916666666666667,1.0,0.2222222222222222,0.7777777777777778]",3
213,Rok321,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",1
214,Roki,0.0972222222222222,0.9166666666666666,0.2307692307692308,0.07692307692307693,"[0.0972222222222222,0.9166666666666666,0.2307692307692308,0.07692307692307693]",0
215,rokian,0.027777777777777773,1.0,0.5,0.0,"[0.027777777777777773,1.0,0.5,0.0]",1
216,Romana,0.06666666666666668,0.75,0.3333333333333333,0.3333333333333333,"[0.06666666666666668,0.75,0.3333333333333333,0.3333333333333333]",2
217,ruzica kovacevic,0.04166666666666666,1.0,0.5,0.3333333333333333,"[0.04166666666666666,1.0,0.5,0.3333333333333333]",1
218,Sailman,0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.6666666666666666,0.3333333333333333]",1
219,Salieri,0.11666666666666665,1.0,0.0,0.0,"[0.11666666666666665,1.0,0.0,0.0]",0
220,Sandi,0.016666666666666663,1.0,0.6666666666666666,0.16666666666666666,"[0.016666666666666663,1.0,0.6666666666666666,0.16666666666666666]",1
221,sawyer,0.1875,1.0,0.2307692307692308,0.46153846153846156,"[0.1875,1.0,0.2307692307692308,0.46153846153846156]",2
222,shrike,0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666,"[0.016666666666666663,1.0,0.8333333333333334,0.16666666666666666]",1
223,Silvestar Tokic,0.13333333333333333,1.0,0.38461538461538464,0.6153846153846154,"[0.13333333333333333,1.0,0.38461538461538464,0.6153846153846154]",2
224,��imun Zamberlin,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.0,"[0.006944444444444438,0.9166666666666666,0.8461538461538461,0.0]",1
225,��katja,0.11111111111111112,0.8333333333333334,0.2857142857142857,0.0,"[0.11111111111111112,0.8333333333333334,0.2857142857142857,0.0]",0
226,slipke,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]",0
227,splicho,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",3
228,staneb,0.027777777777777773,1.0,0.75,0.25,"[0.027777777777777773,1.0,0.75,0.25]",1
229,Stanojevic,0.05555555555555556,1.0,0.0,0.0,"[0.05555555555555556,1.0,0.0,0.0]",0
230,stipica,0.07142857142857144,0.3333333333333333,0.38461538461538464,0.38461538461538464,"[0.07142857142857144,0.3333333333333333,0.38461538461538464,0.38461538461538464]",2
231,TAMARA L.,0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693,"[0.006944444444444438,0.9166666666666666,0.8461538461538461,0.07692307692307693]",1
232,tasa,0.0625,1.0,0.5714285714285714,0.2857142857142857,"[0.0625,1.0,0.5714285714285714,0.2857142857142857]",1
233,Tatjana,0.08333333333333333,0.6666666666666666,0.5,0.5,"[0.08333333333333333,0.6666666666666666,0.5,0.5]",2
234,tibor,0.04166666666666666,1.0,0.16666666666666666,0.3333333333333333,"[0.04166666666666666,1.0,0.16666666666666666,0.3333333333333333]",2
235,Tina Kiler,0.0972222222222222,1.0,0.4615384615384616,0.5384615384615384,"[0.0972222222222222,1.0,0.4615384615384616,0.5384615384615384]",2
236,Tja��a,0.027777777777777773,1.0,0.6666666666666666,0.0,"[0.027777777777777773,1.0,0.6666666666666666,0.0]",1
237,Tojo,0.25,1.0,0.25,0.75,"[0.25,1.0,0.25,0.75]",3
238,tomaz1961,0.027777777777777773,0.8181818181818182,0.6666666666666666,0.16666666666666666,"[0.027777777777777773,0.8181818181818182,0.6666666666666666,0.16666666666666666]",1
239,tomba,0.06666666666666668,0.875,0.5555555555555556,0.4444444444444444,"[0.06666666666666668,0.875,0.5555555555555556,0.4444444444444444]",2
240,Tome,0.033333333333333326,0.8333333333333334,0.7142857142857143,0.2857142857142857,"[0.033333333333333326,0.8333333333333334,0.7142857142857143,0.2857142857142857]",1
241,Tomica,0.0,1.0,1.0,0.0,"[0.0,1.0,1.0,0.0]",1
242,Tomislav Cipcic,0.027777777777777773,1.0,0.25,0.25,"[0.027777777777777773,1.0,0.25,0.25]",0
243,TonCa,0.0972222222222222,1.0,0.3076923076923077,0.23076923076923078,"[0.0972222222222222,1.0,0.3076923076923077,0.23076923076923078]",0
244,toni88,0.16666666666666666,1.0,0.25,0.5,"[0.16666666666666666,1.0,0.25,0.5]",2
245,Tpk,0.013888888888888895,0.8333333333333334,0.7142857142857143,0.14285714285714285,"[0.013888888888888895,0.8333333333333334,0.7142857142857143,0.14285714285714285]",1
246,Trojan,0.0,1.0,0.8888888888888888,0.0,"[0.0,1.0,0.8888888888888888,0.0]",1
247,Urle,0.2777777777777777,1.0,0.07692307692307693,0.15384615384615385,"[0.2777777777777777,1.0,0.07692307692307693,0.15384615384615385]",2
248,Urosv,0.027777777777777773,1.0,0.75,0.16666666666666666,"[0.027777777777777773,1.0,0.75,0.16666666666666666]",1
249,vanja123,0.05555555555555556,0.5,0.6,0.4,"[0.05555555555555556,0.5,0.6,0.4]",1
250,Vedran,0.00833333333333334,1.0,0.5454545454545454,0.09090909090909091,"[0.00833333333333334,1.0,0.5454545454545454,0.09090909090909091]",1
251,Vedran_499,0.033333333333333326,0.5,0.42857142857142855,0.14285714285714285,"[0.033333333333333326,0.5,0.42857142857142855,0.14285714285714285]",0
252,vedrana,0.027777777777777773,0.3333333333333333,0.5,0.25,"[0.027777777777777773,0.3333333333333333,0.5,0.25]",0
253,vibord,0.07142857142857144,0.9166666666666666,0.15384615384615385,0.23076923076923078,"[0.07142857142857144,0.9166666666666666,0.15384615384615385,0.23076923076923078]",2
254,vid,0.06944444444444442,0.9,0.2727272727272727,0.36363636363636365,"[0.06944444444444442,0.9,0.2727272727272727,0.36363636363636365]",2
255,Vido,0.08333333333333333,0.6666666666666666,0.5,0.5,"[0.08333333333333333,0.6666666666666666,0.5,0.5]",2
256,Vido Repan��ek,0.027777777777777773,1.0,0.75,0.0,"[0.027777777777777773,1.0,0.75,0.0]",1
257,Viktor Vic,0.00833333333333334,0.8,0.6363636363636364,0.09090909090909091,"[0.00833333333333334,0.8,0.6363636363636364,0.09090909090909091]",1
258,vini,0.08333333333333333,0.7777777777777778,0.1,0.0,"[0.08333333333333333,0.7777777777777778,0.1,0.0]",0
259,Vlado,0.0,0.9,0.8181818181818182,0.0,"[0.0,0.9,0.8181818181818182,0.0]",1
260,Vlajko,0.1875,1.0,0.15384615384615385,0.0,"[0.1875,1.0,0.15384615384615385,0.0]",0
261,Vlasta Svetina,0.9166666666666666,0.0,0.0,0.0,"(4,[0],[0.9166666666666666])",2
262,wavemaker,0.08333333333333333,1.0,0.4166666666666667,0.4166666666666667,"[0.08333333333333333,1.0,0.4166666666666667,0.4166666666666667]",2
263,x,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]",0
264,��anetic,0.4583333333333333,1.0,0.07692307692307693,0.0,"[0.4583333333333333,1.0,0.07692307692307693,0.0]",0
265,Zdenko,0.125,0.5,0.2,0.4,"[0.125,0.5,0.2,0.4]",2
266,Zdenko ��krlj,0.07142857142857144,0.5,0.38461538461538464,0.0,"[0.07142857142857144,0.5,0.38461538461538464,0.0]",0
267,Zdravko,0.052083333333333336,1.0,0.3076923076923077,0.15384615384615385,"[0.052083333333333336,1.0,0.3076923076923077,0.15384615384615385]",0
268,��ivko Joncic,0.4583333333333333,1.0,0.07692307692307693,0.0,"[0.4583333333333333,1.0,0.07692307692307693,0.0]",0
269,��S,0.25,0.6666666666666666,0.0,0.0,"[0.25,0.6666666666666666,0.0,0.0]",0
270,zvjezdana,0.05555555555555556,1.0,0.4,0.4,"[0.05555555555555556,1.0,0.4,0.4]",2
271,Zvonimir Matic,0.25,0.0,0.25,0.75,"[0.25,0.0,0.25,0.75]",2
