,users,catchingUpRatio,order,freq,ordinary-late,pcaInput,_1,_2,prediction
186,Oaky,0.2222222222222222,1.0,0.7777777777777778,ordinary,"[0.2222222222222222,1.0,0.7777777777777778]",0.7612004323576594,-0.7238412237943879,1
187,Ojiga,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]",0.7246038192098008,-0.7377664355712706,1
188,Pavle,0.15384615384615385,1.0,0.8461538461538461,ordinary,"[0.15384615384615385,1.0,0.8461538461538461]",0.8512844031831576,-0.6895637794205223,1
189,pedro,0.8,1.0,0.2,ordinary,"[0.8,1.0,0.2]",-9.12111779971525e-06,-1.0134856287535512,2
190,peri,0.0,0.75,0.7692307692307693,ordinary,"[0.0,0.75,0.7692307692307693]",0.807539007816484,-0.46686579586305965,1
191,Pero,0.1111111111111111,1.0,0.1111111111111111,ordinary,"[0.1111111111111111,1.0,0.1111111111111111]",0.21764491865621294,-0.36334503013152697,0
192,Petar,0.16666666666666666,1.0,0.4166666666666667,ordinary,"[0.16666666666666666,1.0,0.4166666666666667]",0.46478189099647615,-0.5327075788716956,0
193,PeterKogej,0.2727272727272727,0.8,0.18181818181818185,ordinary,"[0.2727272727272727,0.8,0.18181818181818185]",0.17742471175972607,-0.4912952503015271,0
194,PetraP,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]",0.5269821082113643,-0.8129625791664381,1
195,Pina,0.07692307692307693,1.0,0.9230769230769232,ordinary,"[0.07692307692307693,1.0,0.9230769230769232]",0.9526288703618431,-0.6510016544999238,1
196,Pino,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]",0.3162080566980531,-0.406887222496574,0
197,Pirko,0.16666666666666666,1.0,0.16666666666666666,ordinary,"[0.16666666666666666,1.0,0.16666666666666666]",0.24301483040233585,-0.4347376460503397,0
198,Pjerino,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]",1.0539733375405285,-0.612439529579325,1
199,Pjero,0.1111111111111111,1.0,0.5555555555555556,ordinary,"[0.1111111111111111,1.0,0.5555555555555556]",0.6118974708235735,-0.5375137995917152,1
200,Plavac_mali,0.3333333333333333,1.0,0.6666666666666666,ordinary,"[0.3333333333333333,1.0,0.6666666666666666]",0.614813979766225,-0.7795420709019192,1
201,plombar,0.46153846153846156,0.75,0.5384615384615384,ordinary,"[0.46153846153846156,0.75,0.5384615384615384]",0.4041802606774242,-0.7886723295294417,2
202,Pokmon,0.4166666666666667,1.0,0.5833333333333334,ordinary,"[0.4166666666666667,1.0,0.5833333333333334]",0.5050241403226492,-0.8213177062325678,2
203,Pokret Otoka,0.42857142857142855,1.0,0.5714285714285714,ordinary,"[0.42857142857142855,1.0,0.5714285714285714]",0.4893398775449954,-0.827285654136946,2
204,Polona,0.0,0.9166666666666666,0.4615384615384616,ordinary,"[0.0,0.9166666666666666,0.4615384615384616]",0.5624124490997418,-0.3830473833883231,0
205,Primosius,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
206,RadoL,0.25,1.0,0.5,ordinary,"[0.25,1.0,0.5]",0.5028367586156606,-0.6397965027499147,1
207,Ramo,0.15384615384615385,0.8333333333333334,0.8461538461538461,ordinary,"[0.15384615384615385,0.8333333333333334,0.8461538461538461]",0.8234668873224964,-0.6528038130382054,1
208,Rebeka,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
209,RobiF,0.0,1.0,0.75,ordinary,"[0.0,1.0,0.75]",0.832206276946388,-0.5144695967579691,1
210,rocco337,0.7777777777777778,1.0,0.2222222222222222,ordinary,"[0.7777777777777778,1.0,0.2222222222222222]",0.029268169400487154,-1.0023454593320449,2
211,Rok321,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]",0.7246038192098008,-0.7377664355712706,1
212,Roki,0.07692307692307693,0.9166666666666666,0.2307692307692308,ordinary,"[0.07692307692307693,0.9166666666666666,0.2307692307692308]",0.32459594463235464,-0.36132031888039506,0
213,rokian,0.0,1.0,0.5,ordinary,"[0.0,1.0,0.5]",0.6104392163522477,-0.4164996639366132,1
214,Romana,0.3333333333333333,0.75,0.3333333333333333,ordinary,"[0.3333333333333333,0.75,0.3333333333333333]",0.27739829184971276,-0.5937755442333026,2
215,ruzica kovacevic,0.3333333333333333,1.0,0.5,ordinary,"[0.3333333333333333,1.0,0.5]",0.4669692727034648,-0.7142287823543486,2
216,Sailman,0.3333333333333333,1.0,0.6666666666666666,ordinary,"[0.3333333333333333,1.0,0.6666666666666666]",0.614813979766225,-0.7795420709019192,1
217,Salieri,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
218,Sandi,0.16666666666666666,1.0,0.6666666666666666,ordinary,"[0.16666666666666666,1.0,0.6666666666666666]",0.6865489515906165,-0.6306775116930515,1
219,sawyer,0.46153846153846156,1.0,0.2307692307692308,ordinary,"[0.46153846153846156,1.0,0.2307692307692308]",0.17296245989101258,-0.7232339002458636,2
220,shrike,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]",0.8343936586533767,-0.6959908002406221,1
221,Silvestar Tokic,0.6153846153846154,1.0,0.38461538461538464,ordinary,"[0.6153846153846154,1.0,0.38461538461538464]",0.2432176001110452,-0.9209365289441144,2
222,��imun Zamberlin,0.0,0.9166666666666666,0.8461538461538461,ordinary,"[0.0,0.9166666666666666,0.8461538461538461]",0.903592542321496,-0.5337703569596398,1
223,��katja,0.0,0.8333333333333334,0.2857142857142857,ordinary,"[0.0,0.8333333333333334,0.2857142857142857]",0.392535648553752,-0.29576546942170556,0
224,slipke,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
225,splicho,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",0.06586478254834577,-0.988420247555162,2
226,staneb,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]",0.7246038192098008,-0.7377664355712706,1
227,Stanojevic,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
228,stipica,0.38461538461538464,0.3333333333333333,0.38461538461538464,ordinary,"[0.38461538461538464,0.3333333333333333,0.38461538461538464]",0.23127288227140405,-0.5677765045102606,0
229,TAMARA L.,0.07692307692307693,0.9166666666666666,0.8461538461538461,ordinary,"[0.07692307692307693,0.9166666666666666,0.8461538461538461]",0.8704840937871615,-0.6024770765945018,1
230,tasa,0.2857142857142857,1.0,0.5714285714285714,ordinary,"[0.2857142857142857,1.0,0.5714285714285714]",0.5508269962516167,-0.6996874605293452,1
231,Tatjana,0.5,0.6666666666666666,0.5,ordinary,"[0.5,0.6666666666666666,0.5]",0.3395992691577509,-0.7895734087985825,2
232,tibor,0.3333333333333333,1.0,0.16666666666666666,ordinary,"[0.3333333333333333,1.0,0.16666666666666666]",0.17127985857794437,-0.5836022052592074,2
233,Tina Kiler,0.5384615384615384,1.0,0.4615384615384616,ordinary,"[0.5384615384615384,1.0,0.4615384615384616]",0.3445620672897307,-0.8823744040235156,2
234,Tja��a,0.0,1.0,0.6666666666666666,ordinary,"[0.0,1.0,0.6666666666666666]",0.7582839234150079,-0.4818129524841838,1
235,Tojo,0.75,1.0,0.25,ordinary,"[0.75,1.0,0.25]",0.06586478254834577,-0.988420247555162,2
236,tomaz1961,0.16666666666666666,0.8181818181818182,0.6666666666666666,ordinary,"[0.16666666666666666,0.8181818181818182,0.6666666666666666]",0.6562025706517134,-0.5905757301850694,1
237,tomba,0.4444444444444444,0.875,0.5555555555555556,ordinary,"[0.4444444444444444,0.875,0.5555555555555556]",0.4475643902792946,-0.8076729432227129,2
238,Tome,0.2857142857142857,0.8333333333333334,0.7142857142857143,ordinary,"[0.2857142857142857,0.8333333333333334,0.7142857142857143]",0.6497335150161786,-0.7189103129020888,1
239,Tomica,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]",1.0539733375405285,-0.612439529579325,1
240,Tomislav Cipcic,0.25,1.0,0.25,ordinary,"[0.25,1.0,0.25]",0.2810696980215202,-0.5418265699285588,0
241,TonCa,0.23076923076923078,1.0,0.3076923076923077,ordinary,"[0.23076923076923078,1.0,0.3076923076923077]",0.340523824138367,-0.547258336055541,0
242,toni88,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]",0.173467240284933,-0.7651234087418604,2
243,Tpk,0.14285714285714285,0.8333333333333334,0.7142857142857143,ordinary,"[0.14285714285714285,0.8333333333333334,0.7142857142857143]",0.7112206337227999,-0.5913121192944879,1
244,Trojan,0.0,1.0,0.8888888888888888,ordinary,"[0.0,1.0,0.8888888888888888]",0.9554101994986882,-0.5688973372142779,1
245,Urle,0.15384615384615385,1.0,0.07692307692307693,ordinary,"[0.15384615384615385,1.0,0.07692307692307693]",0.1689242167396489,-0.38811783227788876,0
246,Urosv,0.16666666666666666,1.0,0.75,ordinary,"[0.16666666666666666,1.0,0.75]",0.7604713051219966,-0.6633341559668369,1
247,vanja123,0.4,0.5,0.6,ordinary,"[0.4,0.5,0.6]",0.4435295606293807,-0.7026826800194874,2
248,Vedran,0.09090909090909091,1.0,0.5454545454545454,ordinary,"[0.09090909090909091,1.0,0.5454545454545454]",0.6116323336469688,-0.5155112294726057,1
249,Vedran_499,0.14285714285714285,0.5,0.42857142857142855,ordinary,"[0.14285714285714285,0.5,0.42857142857142855]",0.40213753275103137,-0.40582654901973314,0
250,vedrana,0.25,0.3333333333333333,0.5,ordinary,"[0.25,0.3333333333333333,0.5]",0.3915666951730158,-0.4927566372206471,0
251,vibord,0.23076923076923078,0.9166666666666666,0.15384615384615385,ordinary,"[0.23076923076923078,0.9166666666666666,0.15384615384615385]",0.19014302891933466,-0.46858916343585566,0
252,vid,0.36363636363636365,0.9,0.2727272727272727,ordinary,"[0.36363636363636365,0.9,0.2727272727272727]",0.23562962231523296,-0.6301755107253382,2
253,Vido,0.5,0.6666666666666666,0.5,ordinary,"[0.5,0.6666666666666666,0.5]",0.3395992691577509,-0.7895734087985825,2
254,Vido Repan��ek,0.0,1.0,0.75,ordinary,"[0.0,1.0,0.75]",0.832206276946388,-0.5144695967579691,1
255,Viktor Vic,0.09090909090909091,0.8,0.6363636363636364,ordinary,"[0.09090909090909091,0.8,0.6363636363636364]",0.6588938821029537,-0.5070246999306822,1
256,vini,0.0,0.7777777777777778,0.1,ordinary,"[0.0,0.7777777777777778,0.1]",0.218521898254075,-0.21073448291268793,0
257,Vlado,0.0,0.9,0.8181818181818182,ordinary,"[0.0,0.9,0.8181818181818182]",0.875997693046575,-0.5191326895162215,1
258,Vlajko,0.0,1.0,0.15384615384615385,ordinary,"[0.0,1.0,0.15384615384615385]",0.30337713245266884,-0.28084898772242817,0
259,Vlasta Svetina,0.0,0.0,0.0,ordinary,"(3,[],[])",0.0,0.0,0
260,wavemaker,0.4166666666666667,1.0,0.4166666666666667,ordinary,"[0.4166666666666667,1.0,0.4166666666666667]",0.35717943325988893,-0.7560044176849972,2
261,x,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]",0.16690509516396712,-0.22055979829390143,0
262,��anetic,0.0,1.0,0.07692307692307693,ordinary,"[0.0,1.0,0.07692307692307693]",0.23514111380831798,-0.25070439300816477,0
263,Zdenko,0.4,0.5,0.2,ordinary,"[0.4,0.5,0.2]",0.08870226367875628,-0.5459307875053179,0
264,Zdenko ��krlj,0.0,0.5,0.38461538461538464,ordinary,"[0.0,0.5,0.38461538461538464]",0.4246326408037379,-0.2610028727182675,0
265,Zdravko,0.15384615384615385,1.0,0.3076923076923077,ordinary,"[0.15384615384615385,1.0,0.3076923076923077]",0.37363227267270155,-0.47855161642067884,0
266,��ivko Joncic,0.0,1.0,0.07692307692307693,ordinary,"[0.0,1.0,0.07692307692307693]",0.23514111380831798,-0.25070439300816477,0
267,zvjezdana,0.4,1.0,0.4,ordinary,"[0.4,1.0,0.4]",0.3495684597360521,-0.7345866329093533,2
268,Zvonimir Matic,0.75,0.0,0.25,ordinary,"[0.75,0.0,0.25]",-0.10104031261562135,-0.7678604492612605,2
