,user,cat,regularitynbFollowing,regularitynbCatchup,regularitynbIndependant,regularitybehavior,regularityClasses,features,probability,prediction
139,Lupodimare,Ordinary - Registered,2.0,2.0,2.0,Mixed - No predominent behavior,3,"[2.0,2.0,2.0]","[0.8785377638265723,0.12146223617325914,8.42061609625744e-14,8.42061609625744e-14]",0
140,Maja Demaria,Ordinary - Registered,6.0,4.0,0.0,Follower,0,"[6.0,4.0,0.0]","[9.755107220704879e-10,8.146342682345318e-08,3.5134278040898257e-19,0.9999999175610624]",3
141,Maja Grinek,Ordinary - Registered,4.0,4.0,1.0,Mixed - No predominent behavior,3,"[4.0,4.0,1.0]","[0.006530982532871083,0.9934690174662683,4.303478759629699e-13,4.303478759629699e-13]",1
142,maja laurence,Ordinary - Registered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
143,MajaM,Ordinary - Registered,5.0,8.0,0.0,Catch-upper,2,"[5.0,8.0,0.0]","[1.775316049450791e-18,5.215501027849421e-07,1.7753160367372666e-18,0.9999994784498972]",3
144,Mare_,Ordinary - Registered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[3.000104368997422e-08,4.196290186752542e-09,0.13807185464504412,0.861928111157622]",3
145,mare10,Ordinary - Registered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[2.831473361589699e-16,8.61316639487991e-07,0.9999991386833602,1.0927027095488727e-18]",2
146,Maria,Ordinary - Registered,5.0,0.0,3.0,Follower,0,"[5.0,0.0,3.0]","[1.1182702922213767e-06,6.593623318234837e-07,0.999998222367376,2.127938769873915e-18]",2
147,Marijana,Ordinary - Registered,4.0,3.0,0.0,Follower,0,"[4.0,3.0,0.0]","[7.339551998211347e-08,1.410929352922365e-07,2.700326761602121e-19,0.9999997855115448]",3
148,MARINO BRZAC,Ordinary - Registered,4.0,8.0,0.0,Catch-upper,2,"[4.0,8.0,0.0]","[1.2629677089460673e-18,7.731336418490637e-07,1.2629676946428154e-18,0.9999992268663581]",3
149,Mario Bursac,Ordinary - Registered,8.0,1.0,0.0,Follower,0,"[8.0,1.0,0.0]","[4.1131680580100646e-07,5.990009375264438e-10,5.606954413612324e-19,0.9999995880841932]",3
150,Mario91,Ordinary - Registered,1.0,5.0,3.0,Catch-upper,2,"[1.0,5.0,3.0]","[2.8549146182261013e-07,0.9999997145080363,2.509908741511292e-13,2.509908741511292e-13]",1
151,Marjan Henigman,Ordinary - Registered,10.0,1.0,0.0,Follower,0,"[10.0,1.0,0.0]","[4.923734259976596e-07,1.6872538161040853e-11,1.3975450749221375e-18,0.9999995076097015]",3
152,Markisha,Ordinary - Registered,2.0,2.0,0.0,Follower,0,"[2.0,2.0,0.0]","[6.608468680138701e-07,7.118042456204074e-08,5.393653781022578e-19,0.9999992679727073]",3
153,Marko Dundovic,Ordinary - Registered,2.0,1.0,10.0,Independant,1,"[2.0,1.0,10.0]","[1.5036985205188527e-12,0.9999999999954889,1.5036985205122145e-12,1.5036985205122145e-12]",1
154,Marko Kralj,Ordinary - Registered,2.0,3.0,0.0,Catch-upper,2,"[2.0,3.0,0.0]","[9.309942754930865e-08,1.5333271125888688e-07,4.001251381686557e-19,0.9999997535678612]",3
155,Marko L,Ordinary - Registered,0.0,0.0,12.0,Independant,1,"[0.0,0.0,12.0]","[6.557370382337399e-18,2.724207162259022e-07,0.9999997275792837,6.557370382337399e-18]",2
156,marko maticic,Ordinary - Registered,2.0,1.0,1.0,Follower,0,"[2.0,1.0,1.0]","[0.9727047093265351,0.027295290673101772,1.8154430728176056e-13,1.8154430728176056e-13]",0
157,Maša,Ordinary - Registered,8.0,2.0,0.0,Follower,0,"[8.0,2.0,0.0]","[5.008856588161562e-07,1.6467539543743616e-09,5.344758710888756e-19,0.9999994974675872]",3
158,masa sarusic,Ordinary - Registered,9.0,3.0,0.0,Follower,0,"[9.0,3.0,0.0]","[7.054412842158726e-08,7.756548160068502e-10,1.0095727154641378e-18,0.9999999286802168]",3
159,Mate Vitaljic,Ordinary - Registered,8.0,2.0,0.0,Follower,0,"[8.0,2.0,0.0]","[5.008856588161562e-07,1.6467539543743616e-09,5.344758710888756e-19,0.9999994974675872]",3
160,Matija Osterc,Ordinary - Registered,3.0,9.0,1.0,Catch-upper,2,"[3.0,9.0,1.0]","[2.6987735678960532e-12,0.9999999999919037,2.6987735678960488e-12,2.6987735678960488e-12]",1
161,Matija Turkalj,Ordinary - Registered,0.0,0.0,11.0,Independant,1,"[0.0,0.0,11.0]","[3.5993052624474046e-18,4.605553841284555e-07,0.9999995394446158,3.5993052624474046e-18]",2
162,Matjazzavrl,Ordinary - Registered,3.0,1.0,4.0,Independant,1,"[3.0,1.0,4.0]","[0.057471356955709235,0.9425286430437219,2.844565627050508e-13,2.844565627050508e-13]",1
163,Mauro,Ordinary - Registered,0.0,0.0,9.0,Independant,1,"[0.0,0.0,9.0]","[1.5577402227581464e-18,8.458230045030875e-07,0.9999991541769955,1.5577394065468046e-18]",2
164,MedoPiki,Ordinary - Registered,0.0,0.0,13.0,Independant,1,"[0.0,0.0,13.0]","[1.3479489859077612e-17,1.390496057947097e-07,0.9999998609503943,1.3479489859077612e-17]",2
165,melina lakoš,Ordinary - Registered,0.0,0.0,9.0,Independant,1,"[0.0,0.0,9.0]","[1.5577402227581464e-18,8.458230045030875e-07,0.9999991541769955,1.5577394065468046e-18]",2
166,mihaelas,Ordinary - Registered,1.0,4.0,4.0,Mixed - No predominent behavior,3,"[1.0,4.0,4.0]","[7.369095835542737e-06,0.9999926309037824,1.9095972065693494e-13,1.9095972065693494e-13]",1
167,Miho,Ordinary - Registered,4.0,2.0,5.0,Mixed - No predominent behavior,3,"[4.0,2.0,5.0]","[0.0001958517027614876,0.9998041482968525,1.930422244993764e-13,1.930422244993764e-13]",1
168,Milan Kuraš,Ordinary - Registered,1.0,1.0,11.0,Independant,1,"[1.0,1.0,11.0]","[5.3920959022560964e-12,0.9999999999838237,5.3920959022560964e-12,5.3920959022560964e-12]",1
169,Mirela,Ordinary - Registered,3.0,1.0,9.0,Independant,1,"[3.0,1.0,9.0]","[7.213889727039042e-13,0.9999999999978358,7.213876950665765e-13,7.213876950665765e-13]",1
170,Mirjana Puškarski,Ordinary - Registered,7.0,1.0,0.0,Follower,0,"[7.0,1.0,0.0]","[3.942513782428041e-07,2.325909425001751e-09,4.3260707627731385e-19,0.9999996034227122]",3
171,Mirkomatic,Ordinary - Registered,3.0,4.0,6.0,Mixed - No predominent behavior,3,"[3.0,4.0,6.0]","[3.605975076111463e-11,0.999999999963504,2.1817426894887725e-13,2.1817426894887725e-13]",1
172,miroc,Ordinary - Registered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[2.9119877714707106e-12,2.966974074585406e-07,4.565724573702348e-19,0.9999997032996805]",3
173,Mišo,Ordinary - Registered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
174,MojcaDamijan,Ordinary - Registered,9.0,4.0,0.0,Follower,0,"[9.0,4.0,0.0]","[1.018842163517885e-09,1.5958157084037342e-09,1.410223871008953e-18,0.9999999973853421]",3
175,Nataša,Ordinary - Registered,5.0,1.0,1.0,Follower,0,"[5.0,1.0,1.0]","[0.9837861915730413,0.016213808426730248,1.1427496350587146e-13,1.1427496350587146e-13]",0
176,Nejc Kodric,Ordinary - Registered,2.0,8.0,3.0,Catch-upper,2,"[2.0,8.0,3.0]","[1.2964698689794028e-12,0.9999999999961106,1.2964698686110992e-12,1.2964698686110992e-12]",1
177,Nejc Likar,Ordinary - Registered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[2.9478378346225707e-07,3.0123447564622186e-07,0.9999994039817409,1.4460315332993411e-18]",2
178,nenad,Ordinary - Registered,7.0,0.0,0.0,Follower,0,"[7.0,0.0,0.0]","[3.317719124025383e-08,6.972037848943912e-10,0.05462282114588246,0.9453771449797225]",3
179,NenadS,Ordinary - Registered,3.0,6.0,3.0,Catch-upper,2,"[3.0,6.0,3.0]","[1.5394371199832516e-11,0.9999999999841334,2.361434216589498e-13,2.361434216589498e-13]",1
180,Neven,Ordinary - Registered,10.0,3.0,0.0,Follower,0,"[10.0,3.0,0.0]","[7.697165512110714e-08,1.1635488638385693e-10,1.9500864071685914e-18,0.99999992291199]",3
181,Niko Vukusic,Ordinary - Registered,9.0,3.0,0.0,Follower,0,"[9.0,3.0,0.0]","[7.054412842158726e-08,7.756548160068502e-10,1.0095727154641378e-18,0.9999999286802168]",3
182,niko.mihovilovic,Ordinary - Registered,10.0,1.0,1.0,Follower,0,"[10.0,1.0,1.0]","[0.9999880623051932,1.19376940307363e-05,3.880268688765281e-13,3.880268688765281e-13]",0
183,Nikola Baržic,Ordinary - Registered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[2.831473361589699e-16,8.61316639487991e-07,0.9999991386833602,1.0927027095488727e-18]",2
184,Nikoleta,Ordinary - Registered,7.0,3.0,0.0,Follower,0,"[7.0,3.0,0.0]","[6.516774015173596e-08,1.463928035027387e-08,4.014921922392781e-19,0.9999999201929796]",3
185,nikonikokaoja,Ordinary - Registered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[2.9478378346225707e-07,3.0123447564622186e-07,0.9999994039817409,1.4460315332993411e-18]",2
186,Oaky,Ordinary - Registered,7.0,2.0,0.0,Follower,0,"[7.0,2.0,0.0]","[4.845879070382567e-07,6.29768787924724e-09,3.852807217696389e-19,0.9999995091144052]",3
187,Ojiga,Ordinary - Registered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
188,Pavle,Ordinary - Registered,11.0,2.0,0.0,Follower,0,"[11.0,2.0,0.0]","[6.690522321755795e-07,5.310539629760872e-12,3.141409393227042e-18,0.9999993309424573]",3
189,pedro,Ordinary - Registered,2.0,8.0,0.0,Catch-upper,2,"[2.0,8.0,0.0]","[9.484132915642547e-19,7.215316413485213e-07,9.484132716536529e-19,0.9999992784683587]",3
190,peri,Ordinary - Registered,10.0,0.0,3.0,Follower,0,"[10.0,0.0,3.0]","[9.335830156690018e-05,2.2028709979763425e-08,0.9999066196697226,5.139729573886129e-16]",2
191,Pero,Ordinary - Registered,1.0,1.0,7.0,Independant,1,"[1.0,1.0,7.0]","[4.143622762878186e-10,0.9999999995849872,3.2523493921380013e-13,3.2523493921380013e-13]",1
192,Petar,Ordinary - Registered,5.0,2.0,5.0,Mixed - No predominent behavior,3,"[5.0,2.0,5.0]","[0.000378228634738934,0.9996217713644238,4.1866785569966675e-13,4.1866785569966675e-13]",1
193,PeterKogej,Ordinary - Registered,2.0,3.0,6.0,Independant,1,"[2.0,3.0,6.0]","[7.769540589779874e-09,0.9999999922301721,1.4365589571464028e-13,1.4365589571464028e-13]",1
194,PetraP,Ordinary - Registered,6.0,4.0,0.0,Follower,0,"[6.0,4.0,0.0]","[9.755107220704879e-10,8.146342682345318e-08,3.5134278040898257e-19,0.9999999175610624]",3
195,Pina,Ordinary - Registered,12.0,1.0,0.0,Follower,0,"[12.0,1.0,0.0]","[6.691060961847308e-07,1.5172649515396402e-13,5.895227809490772e-18,0.9999993308937521]",3
196,Pino,Ordinary - Registered,2.0,1.0,6.0,Independant,1,"[2.0,1.0,6.0]","[7.896717708287685e-07,0.9999992103278306,1.9931498348659094e-13,1.9931498348659094e-13]",1
197,Pirko,Ordinary - Registered,2.0,2.0,8.0,Independant,1,"[2.0,2.0,8.0]","[3.3976222542975403e-13,0.9999999999989978,3.3121892612434324e-13,3.3121892612434324e-13]",1
198,Pjerino,Ordinary - Registered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[3.125390563332735e-08,1.9856390233249873e-09,0.0914691503331309,0.9085308164273244]",3
199,Pjero,Ordinary - Registered,6.0,1.0,2.0,Follower,0,"[6.0,1.0,2.0]","[0.9876600668383791,0.012339933161463298,7.875414376076611e-14,7.875414376076611e-14]",0
200,Plavac_mali,Ordinary - Registered,8.0,4.0,0.0,Follower,0,"[8.0,4.0,0.0]","[9.728474153135018e-10,7.875562069705934e-09,7.779978411268945e-19,0.9999999911515906]",3
201,plombar,Ordinary - Registered,7.0,6.0,0.0,Follower,0,"[7.0,6.0,0.0]","[2.730448261481459e-16,7.362668197453495e-08,1.1659279736278408e-18,0.9999999263733177]",3
202,Pokmon,Ordinary - Registered,7.0,5.0,0.0,Follower,0,"[7.0,5.0,0.0]","[1.5435981324057373e-12,5.005491156510564e-08,6.984321911861468e-19,0.9999999499435448]",3
203,Pokret Otoka,Ordinary - Registered,4.0,3.0,0.0,Follower,0,"[4.0,3.0,0.0]","[7.339551998211347e-08,1.410929352922365e-07,2.700326761602121e-19,0.9999997855115448]",3
204,Polona,Ordinary - Registered,6.0,0.0,7.0,Independant,1,"[6.0,0.0,7.0]","[9.325498005713206e-15,4.0262623653757265e-06,0.9999959737376253,1.559612689933303e-17]",2
205,Primosius,Ordinary - Registered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
206,RadoL,Ordinary - Registered,6.0,3.0,3.0,Follower,0,"[6.0,3.0,3.0]","[0.14712441098361556,0.8528755890142875,1.0484626063495e-12,1.0484626063495e-12]",1
207,Ramo,Ordinary - Registered,11.0,2.0,0.0,Follower,0,"[11.0,2.0,0.0]","[6.690522321755795e-07,5.310539629760872e-12,3.141409393227042e-18,0.9999993309424573]",3
208,Rebeka,Ordinary - Registered,0.0,0.0,13.0,Independant,1,"[0.0,0.0,13.0]","[1.3479489859077612e-17,1.390496057947097e-07,0.9999998609503943,1.3479489859077612e-17]",2
209,RobiF,Ordinary - Registered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[9.099357490821047e-07,1.0416277019367488e-07,0.9999989859014807,1.9969907235069825e-18]",2
210,rocco337,Ordinary - Registered,2.0,7.0,0.0,Catch-upper,2,"[2.0,7.0,0.0]","[5.919295175344128e-19,7.181764254326493e-07,5.82915138046171e-19,0.9999992818235746]",3
211,Rok321,Ordinary - Registered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
212,Roki,Ordinary - Registered,3.0,1.0,9.0,Independant,1,"[3.0,1.0,9.0]","[7.213889727039042e-13,0.9999999999978358,7.213876950665765e-13,7.213876950665765e-13]",1
213,rokian,Ordinary - Registered,2.0,0.0,2.0,Follower,0,"[2.0,0.0,2.0]","[1.124488849141494e-06,2.1341132146834358e-07,0.9999986620998293,1.5609297791359801e-18]",2
214,Romana,Ordinary - Registered,3.0,3.0,3.0,Mixed - No predominent behavior,3,"[3.0,3.0,3.0]","[0.033044281548672144,0.9669557184510228,1.5252070082140185e-13,1.5252070082140185e-13]",1
215,ruzica kovacevic,Ordinary - Registered,6.0,4.0,2.0,Follower,0,"[6.0,4.0,2.0]","[0.00895072509444543,0.9910492749027546,1.399948083480178e-12,1.399948083480178e-12]",1
216,Sailman,Ordinary - Registered,8.0,4.0,0.0,Follower,0,"[8.0,4.0,0.0]","[9.728474153135018e-10,7.875562069705934e-09,7.779978411268945e-19,0.9999999911515906]",3
217,Salieri,Ordinary - Registered,0.0,0.0,12.0,Independant,1,"[0.0,0.0,12.0]","[6.557370382337399e-18,2.724207162259022e-07,0.9999997275792837,6.557370382337399e-18]",2
218,Sandi,Ordinary - Registered,4.0,1.0,1.0,Follower,0,"[4.0,1.0,1.0]","[0.9736860057410013,0.026313994258759014,1.1988539489848149e-13,1.1988539489848149e-13]",0
219,sawyer,Ordinary - Registered,3.0,6.0,4.0,Mixed - No predominent behavior,3,"[3.0,6.0,4.0]","[5.840752011788936e-13,0.9999999999988091,3.034261166599558e-13,3.034261166599558e-13]",1
220,shrike,Ordinary - Registered,5.0,1.0,0.0,Follower,0,"[5.0,1.0,0.0]","[3.983624871190806e-07,1.4893846302871362e-08,3.8211914253987915e-19,0.9999995867436666]",3
221,Silvestar Tokic,Ordinary - Registered,5.0,8.0,0.0,Catch-upper,2,"[5.0,8.0,0.0]","[1.775316049450791e-18,5.215501027849421e-07,1.7753160367372666e-18,0.9999994784498972]",3
222,Šimun Zamberlin,Ordinary - Registered,11.0,1.0,1.0,Follower,0,"[11.0,1.0,1.0]","[0.9999989143596051,1.085639062164756e-06,6.663311856099333e-13,6.663311856099333e-13]",0
223,Škatja,Ordinary - Registered,2.0,1.0,4.0,Independant,1,"[2.0,1.0,4.0]","[0.05739311709784968,0.9426068829014667,3.4184459393480304e-13,3.4184459393480304e-13]",1
224,slipke,Ordinary - Registered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
225,splicho,Ordinary - Registered,2.0,6.0,0.0,Catch-upper,2,"[2.0,6.0,0.0]","[4.469463347154583e-16,6.137012311174289e-07,4.192074913223754e-19,0.9999993862987685]",3
226,staneb,Ordinary - Registered,9.0,3.0,0.0,Follower,0,"[9.0,3.0,0.0]","[7.054412842158726e-08,7.756548160068502e-10,1.0095727154641378e-18,0.9999999286802168]",3
227,Stanojevic,Ordinary - Registered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
228,stipica,Ordinary - Registered,5.0,5.0,3.0,Mixed - No predominent behavior,3,"[5.0,5.0,3.0]","[3.0298101136954665e-07,0.9999996970180196,4.845187928650174e-13,4.845187928650174e-13]",1
229,TAMARA L.,Ordinary - Registered,11.0,1.0,1.0,Follower,0,"[11.0,1.0,1.0]","[0.9999989143596051,1.085639062164756e-06,6.663311856099333e-13,6.663311856099333e-13]",0
230,tasa,Ordinary - Registered,5.0,2.0,0.0,Follower,0,"[5.0,2.0,0.0]","[4.98829575802363e-07,3.91173507499114e-08,2.970623461439526e-19,0.9999994620530734]",3
231,Tatjana,Ordinary - Registered,2.0,2.0,0.0,Follower,0,"[2.0,2.0,0.0]","[6.608468680138701e-07,7.118042456204074e-08,5.393653781022578e-19,0.9999992679727073]",3
232,tibor,Ordinary - Registered,1.0,2.0,3.0,Mixed - No predominent behavior,3,"[1.0,2.0,3.0]","[0.5348649465289244,0.46513505347053397,2.708996426737412e-13,2.708996426737412e-13]",0
233,Tina Kiler,Ordinary - Registered,6.0,7.0,0.0,Catch-upper,2,"[6.0,7.0,0.0]","[1.338453523625871e-18,2.47679233193988e-07,1.3329724201921177e-18,0.9999997523207668]",3
234,Tjaša,Ordinary - Registered,8.0,2.0,2.0,Follower,0,"[8.0,2.0,2.0]","[0.9976069477963223,0.002393052203343188,1.672430155376331e-13,1.672430155376331e-13]",0
235,Tojo,Ordinary - Registered,3.0,9.0,0.0,Catch-upper,2,"[3.0,9.0,0.0]","[2.0881350402196252e-18,7.544460918835836e-07,2.088135040219621e-18,0.9999992455539081]",3
236,tomaz1961,Ordinary - Registered,8.0,2.0,2.0,Follower,0,"[8.0,2.0,2.0]","[0.9976069477963223,0.002393052203343188,1.672430155376331e-13,1.672430155376331e-13]",0
237,tomba,Ordinary - Registered,5.0,4.0,0.0,Follower,0,"[5.0,4.0,0.0]","[1.0244282243824807e-09,1.7074380631299235e-07,2.876029498508682e-19,0.9999998282317655]",3
238,Tome,Ordinary - Registered,5.0,2.0,0.0,Follower,0,"[5.0,2.0,0.0]","[4.98829575802363e-07,3.91173507499114e-08,2.970623461439526e-19,0.9999994620530734]",3
239,Tomica,Ordinary - Registered,7.0,0.0,0.0,Follower,0,"[7.0,0.0,0.0]","[3.317719124025383e-08,6.972037848943912e-10,0.05462282114588246,0.9453771449797225]",3
240,Tomislav Cipcic,Ordinary - Registered,1.0,1.0,2.0,Independant,1,"[1.0,1.0,2.0]","[0.9630369095862054,0.036963090413494826,1.4993229051650902e-13,1.4993229051650902e-13]",0
241,TonCa,Ordinary - Registered,4.0,3.0,6.0,Mixed - No predominent behavior,3,"[4.0,3.0,6.0]","[1.1710275216129681e-08,0.9999999882892289,2.4796466982213417e-13,2.4796466982213417e-13]",1
242,toni88,Ordinary - Registered,3.0,6.0,3.0,Catch-upper,2,"[3.0,6.0,3.0]","[1.5394371199832516e-11,0.9999999999841334,2.361434216589498e-13,2.361434216589498e-13]",1
243,Tpk,Ordinary - Registered,5.0,1.0,1.0,Follower,0,"[5.0,1.0,1.0]","[0.9837861915730413,0.016213808426730248,1.1427496350587146e-13,1.1427496350587146e-13]",0
244,Trojan,Ordinary - Registered,8.0,0.0,1.0,Follower,0,"[8.0,0.0,1.0]","[1.1951565624863754e-05,2.0904742027231307e-08,0.9999880275296331,2.194316398092696e-17]",2
245,Urle,Ordinary - Registered,1.0,2.0,10.0,Independant,1,"[1.0,2.0,10.0]","[2.4945195834505833e-12,0.9999999999925164,2.4945195834492847e-12,2.4945195834492847e-12]",1
246,Urosv,Ordinary - Registered,10.0,2.0,0.0,Follower,0,"[10.0,2.0,0.0]","[5.885485913373616e-07,4.781975671438478e-11,1.5261658614330405e-18,0.999999411403589]",3
247,vanja123,Ordinary - Registered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[5.829268468825434e-07,7.756557773151971e-08,3.876269043370432e-19,0.9999993395075754]",3
248,Vedran,Ordinary - Registered,6.0,1.0,4.0,Follower,0,"[6.0,1.0,4.0]","[0.2911186008990851,0.7088813990979049,1.5050186395976894e-12,1.5050186395976894e-12]",1
249,Vedran_499,Ordinary - Registered,3.0,1.0,3.0,Mixed - No predominent behavior,3,"[3.0,1.0,3.0]","[0.6638839790817963,0.33611602091782256,1.9050447335632293e-13,1.9050447335632293e-13]",0
250,vedrana,Ordinary - Registered,2.0,1.0,1.0,Follower,0,"[2.0,1.0,1.0]","[0.9727047093265351,0.027295290673101772,1.8154430728176056e-13,1.8154430728176056e-13]",0
251,vibord,Ordinary - Registered,2.0,3.0,8.0,Independant,1,"[2.0,3.0,8.0]","[4.671943837004063e-13,0.9999999999985989,4.669478163287038e-13,4.669478163287038e-13]",1
252,vid,Ordinary - Registered,3.0,4.0,4.0,Mixed - No predominent behavior,3,"[3.0,4.0,4.0]","[4.645446904789836e-06,0.999995354552856,1.195970878230653e-13,1.195970878230653e-13]",1
253,Vido,Ordinary - Registered,2.0,2.0,0.0,Follower,0,"[2.0,2.0,0.0]","[6.608468680138701e-07,7.118042456204074e-08,5.393653781022578e-19,0.9999992679727073]",3
254,Vido Repanšek,Ordinary - Registered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[4.5694707029938897e-07,3.04461400560508e-08,5.71215463928456e-19,0.9999995126067897]",3
255,Viktor Vic,Ordinary - Registered,7.0,1.0,3.0,Follower,0,"[7.0,1.0,3.0]","[0.9751512954866811,0.024848704512661676,3.286012004904909e-13,3.286012004904909e-13]",0
256,vini,Ordinary - Registered,1.0,0.0,9.0,Independant,1,"[1.0,0.0,9.0]","[1.6545272592615278e-18,1.8342143267638078e-06,0.9999981657856731,1.6545260403236738e-18]",2
257,Vlado,Ordinary - Registered,9.0,0.0,2.0,Follower,0,"[9.0,0.0,2.0]","[6.401938848604625e-05,2.507476465771938e-08,0.9999359555367493,8.203224028758239e-17]",2
258,Vlajko,Ordinary - Registered,2.0,0.0,11.0,Independant,1,"[2.0,0.0,11.0]","[7.172015615946888e-18,1.895336705240199e-06,0.9999981046632948,7.172015615946888e-18]",2
259,Vlasta Svetina,Ordinary - Registered,0.0,0.0,12.0,Independant,1,"[0.0,0.0,12.0]","[6.557370382337399e-18,2.724207162259022e-07,0.9999997275792837,6.557370382337399e-18]",2
260,wavemaker,Ordinary - Registered,5.0,5.0,2.0,Mixed - No predominent behavior,3,"[5.0,5.0,2.0]","[3.3126039834988656e-06,0.9999966873949968,5.098649630164382e-13,5.098649630164382e-13]",1
261,x,Ordinary - Registered,0.0,0.0,10.0,Independant,1,"[0.0,0.0,10.0]","[2.229155526067766e-18,6.718850469718038e-07,0.999999328114953,2.2291555260634622e-18]",2
262,Žanetic,Ordinary - Registered,1.0,6.0,6.0,Mixed - No predominent behavior,3,"[1.0,6.0,6.0]","[1.0886562805504368e-12,0.9999999999967341,1.0886541955523833e-12,1.0886541955523833e-12]",1
263,Zdenko,Ordinary - Registered,1.0,2.0,2.0,Mixed - No predominent behavior,3,"[1.0,2.0,2.0]","[0.9178164110069992,0.08218358899277355,1.1366028975946928e-13,1.1366028975946928e-13]",0
264,Zdenko Škrlj,Ordinary - Registered,5.0,1.0,7.0,Independant,1,"[5.0,1.0,7.0]","[1.3823549547768423e-09,0.9999999986159546,8.452769463547651e-13,8.452769463547651e-13]",1
265,Zdravko,Ordinary - Registered,4.0,2.0,7.0,Independant,1,"[4.0,2.0,7.0]","[1.5205467183581588e-10,0.9999999998472587,3.4327040044506526e-13,3.4327040044506526e-13]",1
266,Živko Joncic,Ordinary - Registered,1.0,11.0,1.0,Catch-upper,2,"[1.0,11.0,1.0]","[6.158667765193774e-11,0.99999999981524,6.158667765193774e-11,6.158667765193774e-11]",1
267,zvjezdana,Ordinary - Registered,2.0,2.0,1.0,Mixed - No predominent behavior,3,"[2.0,2.0,1.0]","[0.9428897692549504,0.05711023074482069,1.1447108171534179e-13,1.1447108171534179e-13]",0
268,Zvonimir Matic,Ordinary - Registered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[1.0996174245358661e-07,1.0416968656747418e-07,5.932962734909455e-19,0.999999785868571]",3
269,003136ec-fd3a-908e-de7e-45301e3b,Ordinary - Unregistered,2.0,3.0,0.0,Catch-upper,2,"[2.0,3.0,0.0]","[9.309942754930865e-08,1.5333271125888688e-07,4.001251381686557e-19,0.9999997535678612]",3
270,0064c3fd-7e6e-425c-f754-34b889c8,Ordinary - Unregistered,0.0,0.0,6.0,Independant,1,"[0.0,0.0,6.0]","[5.139309113203289e-13,6.96725438288278e-07,0.9999993032740477,1.0968690933863048e-18]",2
271,037820a7-a143-422c-3ebd-3553d373,Ordinary - Unregistered,1.0,6.0,0.0,Catch-upper,2,"[1.0,6.0,0.0]","[5.428251136180936e-16,3.9831346177708235e-07,5.069354310421667e-19,0.9999996016865377]",3
272,04745589-295d-158e-c6c0-ef24f730,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[2.9489400038083053e-08,6.61280167981396e-09,0.1887973037378708,0.8112026601599275]",3
273,04a7d779-f053-b1a3-386e-82d69979,Ordinary - Unregistered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[2.831473361589699e-16,8.61316639487991e-07,0.9999991386833602,1.0927027095488727e-18]",2
274,068616a9-816f-e8e4-d737-6ddba1df,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[1.639288429452573e-08,2.929365208184988e-07,0.9999996906705948,1.5876639351026546e-18]",2
275,06f2e041-7a2d-a0ab-5f48-fd01f0a2,Ordinary - Unregistered,1.0,10.0,0.0,Catch-upper,2,"[1.0,10.0,0.0]","[3.705817952609225e-18,2.8143010871877566e-07,3.705817952609225e-18,0.9999997185698912]",3
276,0781bbba-c179-f93c-1116-8d684911,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[1.990724701905048e-10,4.863309469293737e-07,0.9999995134699806,1.2423396057374423e-18]",2
