,user,regularitynbFollowing,nbVideos,regularitynbCatchup,regularitynbIndependant,intensitybinge,intensityregular,orderseq,orderjump,orderoutOfOrder,pcaInput,_1,_2,_3,features,probability,prediction
362,6809fd15-56b5-3424-e33d-88eb107c,0.2,5.0,0.8,0.0,1.0,0.0,0.0,0.2,0.6,"[0.2,0.8,0.0,1.0,0.0,0.0,0.2,0.6]",0.6935238604760221,-0.553406276386898,-0.553406276386898,"[0.6935238604760221,-0.553406276386898,-0.553406276386898]","[0.9867716208956193,2.9100863249005023e-15,0.013228379104377682]",0
363,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.8571428571428571,7.0,0.14285714285714285,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,"(8,[0,1,4,5],[0.8571428571428571,0.14285714285714285,1.0,0.8571428571428571])",-0.9594576492762679,-0.2763919152016092,-0.2763919152016092,"[-0.9594576492762679,-0.2763919152016092,-0.2763919152016092]","[0.09255909246239462,0.9064554687411898,0.0009854387964156992]",1
364,6c86b1d0-fd95-c414-78d2-9495251b,0.8,5.0,0.2,0.0,0.0,1.0,0.4,0.2,0.2,"[0.8,0.2,0.0,0.0,1.0,0.4,0.2,0.2]",-0.908407047824888,-0.17247503477932663,-0.17247503477932663,"[-0.908407047824888,-0.17247503477932663,-0.17247503477932663]","[0.09227973951956511,0.9065613667717148,0.0011588937087200972]",1
365,6e25573c-8b7b-a2e7-a782-480ddb63,0.25,4.0,0.25,0.5,0.0,1.0,0.0,0.25,0.5,"[0.25,0.25,0.5,0.0,1.0,0.0,0.25,0.5]",-0.5105544080703347,0.40332040882927667,0.40332040882927667,"[-0.5105544080703347,0.40332040882927667,0.40332040882927667]","[9.040665686251972e-11,0.9326881888652574,0.06731181104433591]",1
366,6f168bc8-c816-a359-ba88-da8c663d,0.125,8.0,0.75,0.125,0.875,0.125,0.375,0.25,0.25,"[0.125,0.75,0.125,0.875,0.125,0.375,0.25,0.25]",0.5665383901379002,-0.4766255642694109,-0.4766255642694109,"[0.5665383901379002,-0.4766255642694109,-0.4766255642694109]","[0.9343324106100009,3.770053476370741e-15,0.06566758938999534]",0
367,6f359ebe-9f0a-2bae-a27a-c4ec1712,0.5,6.0,0.5,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,1,4,5],[0.5,0.5,1.0,0.8333333333333334])",-0.7318742417306978,-0.3865988572622622,-0.3865988572622622,"[-0.7318742417306978,-0.3865988572622622,-0.3865988572622622]","[0.9668487977734335,2.6418339591325096e-05,0.033124783886975165]",0
368,6f99bc0c-a871-5dd6-80cb-22296ada,0.0,4.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.75])",0.8196195178842255,0.4601552437811921,0.4601552437811921,"[0.8196195178842255,0.4601552437811921,0.4601552437811921]","[3.3796737596918387e-15,3.379673759689552e-15,0.9999999999999932]",2
369,70eacff4-a340-e4fd-746a-807b58c3,0.16666666666666666,12.0,0.4166666666666667,0.4166666666666667,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0,"[0.16666666666666666,0.4166666666666667,0.4166666666666667,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0]",0.5848974309623671,-0.24632554143374186,-0.24632554143374186,"[0.5848974309623671,-0.24632554143374186,-0.24632554143374186]","[0.006439147219930024,1.1027947491879187e-14,0.9935608527800589]",2
370,74105285-3bd1-71b2-bb2b-df56e6f7,0.25,4.0,0.5,0.25,0.75,0.25,0.75,0.0,0.0,"[0.25,0.5,0.25,0.75,0.25,0.75,0.0,0.0]",0.3301112810196644,-0.35287371461055295,-0.35287371461055295,"[0.3301112810196644,-0.35287371461055295,-0.35287371461055295]","[0.569261737611403,4.642277171101689e-15,0.4307382623885925]",0
371,74df8aff-e884-bc0d-7710-a23afc0d,0.0,5.0,0.0,1.0,1.0,0.0,0.2,0.4,0.2,"[0.0,0.0,1.0,1.0,0.0,0.2,0.4,0.2]",0.8287033055285533,0.6175500456168648,0.6175500456168648,"[0.8287033055285533,0.6175500456168648,0.6175500456168648]","[4.335003667963823e-15,4.335003667963823e-15,0.9999999999999913]",2
372,7550652e-a184-e590-1205-03d91e86,1.0,5.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8])",-1.04908935937396,-0.21954205763995804,-0.21954205763995804,"[-1.04908935937396,-0.21954205763995804,-0.21954205763995804]","[0.05695797198416426,0.9427174326167614,0.00032459539907426854]",1
373,755f4b52-e48e-eda7-42c0-2dabd3cf,0.3333333333333333,6.0,0.16666666666666666,0.5,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,"[0.3333333333333333,0.16666666666666666,0.5,0.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333]",-0.5807818763774725,0.39090239459804477,0.39090239459804477,"[-0.5807818763774725,0.39090239459804477,0.39090239459804477]","[1.9711810634558227e-10,0.9872040062498715,0.01279599355301043]",1
374,75bece44-7ed0-9de1-f411-854abe3b,0.5,4.0,0.0,0.5,0.0,1.0,0.25,0.25,0.25,"[0.5,0.0,0.5,0.0,1.0,0.25,0.25,0.25]",-0.6906334307228379,0.41402886253678745,0.41402886253678745,"[-0.6906334307228379,0.41402886253678745,0.41402886253678745]","[2.719858605889531e-10,0.995373036015262,0.004626963712752242]",1
375,77d5ac07-0cfc-ac01-e741-58dae777,0.0,8.0,0.0,1.0,0.375,0.625,0.125,0.125,0.625,"[0.0,0.0,1.0,0.375,0.625,0.125,0.125,0.625]",0.12603216954230137,0.8322637808222892,0.8322637808222892,"[0.12603216954230137,0.8322637808222892,0.8322637808222892]","[1.6547979775372233e-14,6.410832104196976e-12,0.9999999999935727]",2
376,78928b9d-af19-1353-e439-c5b1d36f,0.2,5.0,0.8,0.0,1.0,0.0,0.4,0.0,0.4,"[0.2,0.8,0.0,1.0,0.0,0.4,0.0,0.4]",0.6800079265683621,-0.6647426029489731,-0.6647426029489731,"[0.6800079265683621,-0.6647426029489731,-0.6647426029489731]","[0.9979168217417018,1.3641218210904076e-15,0.0020831782582968338]",0
377,78f08216-f3b9-62f6-7676-e8f9b3e2,0.6,5.0,0.4,0.0,0.6,0.4,0.2,0.2,0.4,"[0.6,0.4,0.0,0.6,0.4,0.2,0.2,0.4]",-0.05236097305358965,-0.36075884492980154,-0.36075884492980154,"[-0.05236097305358965,-0.36075884492980154,-0.36075884492980154]","[0.8749411304608308,1.2553021150985951e-15,0.1250588695391681]",0
378,7b7820c3-5040-cdf4-4448-bacd9426,0.1111111111111111,9.0,0.8888888888888888,0.0,1.0,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,"[0.1111111111111111,0.8888888888888888,0.0,1.0,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333]",0.7252686030514892,-0.6670817082372351,-0.6670817082372351,"[0.7252686030514892,-0.6670817082372351,-0.6670817082372351]","[0.9982838828112328,1.518833504074231e-15,0.0017161171887657494]",0
379,7c6856f2-bacb-4be2-61d0-ba4bf284,0.8,5.0,0.2,0.0,0.0,1.0,0.2,0.4,0.2,"[0.8,0.2,0.0,0.0,1.0,0.2,0.4,0.2]",-0.9117879543978185,-0.11684124895268652,-0.11684124895268652,"[-0.9117879543978185,-0.11684124895268652,-0.11684124895268652]","[0.046713406782376884,0.9524815734592924,0.000805019758330742]",1
380,7d0acedd-f795-6e39-b508-3eea42ac,0.8571428571428571,7.0,0.0,0.14285714285714285,0.0,1.0,0.7142857142857143,0.0,0.14285714285714285,"[0.8571428571428571,0.0,0.14285714285714285,0.0,1.0,0.7142857142857143,0.0,0.14285714285714285]",-0.9409330982265276,-0.052176254483521894,-0.052176254483521894,"[-0.9409330982265276,-0.052176254483521894,-0.052176254483521894]","[0.024099911001995055,0.975276506299493,0.0006235826985119811]",1
381,80e6c3aa-f56c-4679-d623-79d6fd2d,0.25,4.0,0.0,0.75,0.0,1.0,0.0,0.25,0.5,"[0.25,0.0,0.75,0.0,1.0,0.0,0.25,0.5]",-0.499257494334027,0.7260696391666358,0.7260696391666358,"[-0.499257494334027,0.7260696391666358,0.7260696391666358]","[7.984893123880003e-15,0.9788156897961785,0.02118431020381349]",1
382,85d4f155-5a13-7eb1-4d96-5c0b6e30,0.07692307692307693,13.0,0.7692307692307693,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.0,0.07692307692307693,"[0.07692307692307693,0.7692307692307693,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.0,0.07692307692307693]",0.5527738359534015,-0.5731477611109694,-0.5731477611109694,"[0.5527738359534015,-0.5731477611109694,-0.5731477611109694]","[0.9897041758480154,1.346778759516561e-15,0.010295824151983293]",0
383,8a2e2082-7444-5533-6931-1b05fd88,0.14285714285714285,7.0,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,"[0.14285714285714285,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285]",0.36245668782042867,-0.23175337916792277,-0.23175337916792277,"[0.36245668782042867,-0.23175337916792277,-0.23175337916792277]","[0.022719173242171018,5.446464428288572e-15,0.9772808267578236]",2
384,8a68d73e-17f5-4571-ef15-e1d03878,0.1,10.0,0.1,0.8,0.8,0.2,0.9,0.0,0.0,"[0.1,0.1,0.8,0.8,0.2,0.9,0.0,0.0]",0.5065174601201692,0.26527026209772137,0.26527026209772137,"[0.5065174601201692,0.26527026209772137,0.26527026209772137]","[2.2384904842784152e-15,1.6411590891215738e-15,0.9999999999999961]",2
385,8a6d88da-00af-01eb-e85b-db817e28,0.25,8.0,0.5,0.25,0.625,0.375,0.25,0.25,0.375,"[0.25,0.5,0.25,0.625,0.375,0.25,0.25,0.375]",0.20660886267666714,-0.16538644333415475,-0.16538644333415475,"[0.20660886267666714,-0.16538644333415475,-0.16538644333415475]","[0.007973239369124863,3.4622115354746292e-15,0.9920267606308716]",2
386,8ae29d55-64a1-1cf2-962b-4a35e380,0.1,10.0,0.5,0.4,0.6,0.4,0.3,0.2,0.4,"[0.1,0.5,0.4,0.6,0.4,0.3,0.2,0.4]",0.281527553647229,-0.024183956749721076,-0.024183956749721076,"[0.281527553647229,-0.024183956749721076,-0.024183956749721076]","[6.519447820172421e-06,2.1905427262052456e-15,0.9999934805521776]",2
387,8c7bdf99-8cda-02c4-7ccf-ad45ef8a,0.0,13.0,0.0,1.0,0.9230769230769231,0.07692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693,"[0.0,0.0,1.0,0.9230769230769231,0.07692307692307693,0.7692307692307693,0.07692307692307693,0.07692307692307693]",0.7298991939653579,0.4928722491579286,0.4928722491579286,"[0.7298991939653579,0.4928722491579286,0.4928722491579286]","[2.701236759834932e-15,2.7012367598337944e-15,0.9999999999999946]",2
388,8cedbb4b-6088-0b3c-fc04-ad8ce093,0.1111111111111111,9.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.8888888888888888,0.0,0.0,"[0.1111111111111111,0.4444444444444444,0.4444444444444444,1.0,0.0,0.8888888888888888,0.0,0.0]",0.7209471673071967,-0.24795818422614416,-0.24795818422614416,"[0.7209471673071967,-0.24795818422614416,-0.24795818422614416]","[0.0021598665769171988,1.9951348082630188e-14,0.9978401334230629]",2
389,8f38fcd5-8798-9850-2359-5268418e,0.125,8.0,0.375,0.5,0.5,0.5,0.875,0.0,0.0,"[0.125,0.375,0.5,0.5,0.5,0.875,0.0,0.0]",0.1215995579519766,-0.019348972475674825,-0.019348972475674825,"[0.1215995579519766,-0.019348972475674825,-0.019348972475674825]","[4.829557219498451e-05,2.2692827221986874e-15,0.9999517044278028]",2
390,9187a2a4-6ffb-f4f5-f012-df8a1141,0.75,4.0,0.0,0.25,0.0,1.0,0.5,0.25,0.0,"[0.75,0.0,0.25,0.0,1.0,0.5,0.25,0.0]",-0.8820093671116486,0.10198808590693913,0.10198808590693913,"[-0.8820093671116486,0.10198808590693913,0.10198808590693913]","[0.0011563662502899808,0.99762777808838,0.001215855661330044]",1
391,92d86eda-129e-0d8c-0a73-835acef9,0.0,4.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.75])",0.8196195178842255,0.4601552437811921,0.4601552437811921,"[0.8196195178842255,0.4601552437811921,0.4601552437811921]","[3.3796737596918387e-15,3.379673759689552e-15,0.9999999999999932]",2
392,9627fef7-14c0-4a88-0954-9cf43b68,0.1111111111111111,9.0,0.0,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,0.0,"[0.1111111111111111,0.0,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,0.0]",0.6091818923477997,0.3590991599262844,0.3590991599262844,"[0.6091818923477997,0.3590991599262844,0.3590991599262844]","[1.902301562323895e-15,1.902285654811554e-15,0.9999999999999962]",2
393,97372a43-0a6d-3145-e63f-0202242e,0.16666666666666666,6.0,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666]",0.5150370349178666,0.4716511547053661,0.4716511547053661,"[0.5150370349178666,0.4716511547053661,0.4716511547053661]","[1.8844238833111195e-15,1.884423877266362e-15,0.9999999999999962]",2
394,97f93288-c344-0f1f-19c0-14aff5aa,0.6666666666666666,9.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.2222222222222222,"[0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.1111111111111111,0.2222222222222222]",-0.4115096983074964,0.0796085357203967,0.0796085357203967,"[-0.4115096983074964,0.0796085357203967,0.0796085357203967]","[0.0017151214950917948,2.79137335273806e-06,0.9982820871315555]",2
395,98599cc0-703a-b3be-34dc-7bcf7e6a,0.125,8.0,0.875,0.0,1.0,0.0,0.875,0.0,0.0,"(8,[0,1,3,5],[0.125,0.875,1.0,0.875])",0.692324777687108,-0.8146116391374483,-0.8146116391374483,"[0.692324777687108,-0.8146116391374483,-0.8146116391374483]","[0.9992915334728016,2.979557175186156e-15,0.0007084665271954139]",0
396,987749e2-fc0f-96db-2aa7-7df33e6d,0.5,4.0,0.5,0.0,0.75,0.25,0.0,0.25,0.5,"[0.5,0.5,0.0,0.75,0.25,0.0,0.25,0.5]",0.19787236321690482,-0.38648773119921986,-0.38648773119921986,"[0.19787236321690482,-0.38648773119921986,-0.38648773119921986]","[0.828331681682434,1.912030773443581e-15,0.17166831831756416]",0
397,991dbd0d-8c68-1ed6-f469-0348585f,0.8571428571428571,7.0,0.0,0.14285714285714285,0.0,1.0,0.8571428571428571,0.0,0.0,"(8,[0,2,4,5],[0.8571428571428571,0.14285714285714285,1.0,0.8571428571428571])",-0.9530022699983779,-0.09196378358026117,-0.09196378358026117,"[-0.9530022699983779,-0.09196378358026117,-0.09196378358026117]","[0.03617254013649332,0.9632813933813453,0.0005460664821613864]",1
398,9946a658-3dc0-f680-6e04-89182b0f,0.16666666666666666,6.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666]",0.30973274335774587,0.3064064031428116,0.3064064031428116,"[0.30973274335774587,0.3064064031428116,0.3064064031428116]","[3.984111747103008e-15,1.5235536286209769e-15,0.9999999999999944]",2
399,999f9f91-e880-70f1-00d3-e8994609,0.375,8.0,0.125,0.5,0.0,1.0,0.25,0.5,0.125,"[0.375,0.125,0.5,0.0,1.0,0.25,0.5,0.125]",-0.628569202439492,0.38465041566443203,0.38465041566443203,"[-0.628569202439492,0.38465041566443203,0.38465041566443203]","[4.148629394919792e-10,0.9939525188279381,0.00604748075719895]",1
400,99d9bce0-1f7d-da02-6d84-afe0122e,0.14285714285714285,7.0,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,"[0.14285714285714285,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857]",0.5400051413544096,-0.45892217327929025,-0.45892217327929025,"[0.5400051413544096,-0.45892217327929025,-0.45892217327929025]","[0.9070009193405151,4.111843909142922e-15,0.09299908065948079]",0
401,9c5c43e2-3def-6e8f-844e-4ee72d08,0.0,8.0,0.0,1.0,0.375,0.625,0.875,0.0,0.0,"(8,[2,3,4,5],[1.0,0.375,0.625,0.875])",0.07534260964853776,0.6234222248824048,0.6234222248824048,"[0.07534260964853776,0.6234222248824048,0.6234222248824048]","[5.8318803532690376e-15,1.3888953783834888e-14,0.9999999999999803]",2
402,9cc2cc33-730e-86eb-e910-ff1ec6fd,0.0,4.0,0.0,1.0,1.0,0.0,0.5,0.25,0.0,"(8,[2,3,5,6],[1.0,1.0,0.5,0.25])",0.8153933846680625,0.5296974760644922,0.5296974760644922,"[0.8153933846680625,0.5296974760644922,0.5296974760644922]","[3.5646531865389014e-15,3.5646531865389e-15,0.9999999999999929]",2
403,9dfba79f-46d5-9b68-3a28-dff09283,0.0,4.0,0.0,1.0,0.75,0.25,0.75,0.0,0.0,"(8,[2,3,4,5],[1.0,0.75,0.25,0.75])",0.5229599942803523,0.5350373467747198,0.5350373467747198,"[0.5229599942803523,0.5350373467747198,0.5350373467747198]","[2.156627053050838e-15,2.1566270530418286e-15,0.9999999999999957]",2
404,9e184ea2-45e6-abdb-90a9-fb5b011b,0.16666666666666666,12.0,0.25,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.4166666666666667,"[0.16666666666666666,0.25,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.4166666666666667]",0.3281535120398203,0.20613116317238145,0.20613116317238145,"[0.3281535120398203,0.20613116317238145,0.20613116317238145]","[2.632160803363413e-12,1.5061101473632617e-15,0.9999999999973663]",2
405,a070cc15-8fb3-b7eb-834d-d191a652,0.25,4.0,0.0,0.75,0.75,0.25,0.5,0.0,0.25,"[0.25,0.0,0.75,0.75,0.25,0.5,0.0,0.25]",0.3738261590930176,0.3622529219834591,0.3622529219834591,"[0.3738261590930176,0.3622529219834591,0.3622529219834591]","[1.5688033613101175e-15,1.5632176057719872e-15,0.9999999999999969]",2
406,a134cb86-69ed-3ceb-ab8b-42799b5f,0.14285714285714285,7.0,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855,"[0.14285714285714285,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855]",0.4035462359314206,0.44084449233720013,0.44084449233720013,"[0.4035462359314206,0.44084449233720013,0.44084449233720013]","[1.7366082390978322e-15,1.7366055720882535e-15,0.9999999999999966]",2
407,a1ac05b8-d131-07d0-f419-28c0d19a,0.15384615384615385,13.0,0.8461538461538461,0.0,1.0,0.0,0.0,0.07692307692307693,0.8461538461538461,"[0.15384615384615385,0.8461538461538461,0.0,1.0,0.0,0.0,0.07692307692307693,0.8461538461538461]",0.7431589499455811,-0.5574868520521175,-0.5574868520521175,"[0.7431589499455811,-0.5574868520521175,-0.5574868520521175]","[0.9880848438534732,3.648457054264174e-15,0.011915156146523175]",0
408,a1b9f7ef-402c-6b05-11c1-33d65f47,0.0,8.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.875])",0.8169914186582209,0.43621696739858584,0.43621696739858584,"[0.8169914186582209,0.43621696739858584,0.43621696739858584]","[3.3147190390788078e-15,3.3147190390494322e-15,0.9999999999999933]",2
409,a4793f2a-58de-2b33-168f-32424641,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.5,0.25,"(8,[2,3,6,7],[1.0,1.0,0.5,0.25])",0.8322883020526376,0.6688678842670861,0.6688678842670861,"[0.8322883020526376,0.6688678842670861,0.6688678842670861]","[4.979354468802569e-15,4.979354468802569e-15,0.99999999999999]",2
410,a55e8048-fa92-f072-72e3-bbf2ba61,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306,-0.22592559800865306]","[0.054576821968384544,0.9451049798467804,0.0003181981848350372]",1
411,a7010942-2bf9-c022-3897-796a718f,0.2,5.0,0.6,0.2,0.8,0.2,0.6,0.0,0.2,"[0.2,0.6,0.2,0.8,0.2,0.6,0.0,0.2]",0.4348209981937191,-0.40234007701969876,-0.40234007701969876,"[0.4348209981937191,-0.40234007701969876,-0.40234007701969876]","[0.7593492065011002,4.718848938317339e-15,0.2406507934988951]",0
412,a898d118-8b18-a02c-ae58-2a774d5f,0.14285714285714285,7.0,0.2857142857142857,0.5714285714285714,1.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,"[0.14285714285714285,0.2857142857142857,0.5714285714285714,1.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714]",0.7530293505054222,0.13114750663907387,0.13114750663907387,"[0.7530293505054222,0.13114750663907387,0.13114750663907387]","[1.0839084436963776e-13,3.81740976617711e-15,0.9999999999998878]",2
413,a932ede5-1443-cb58-2838-6a6efc0a,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306,-0.22592559800865306]","[0.054576821968384544,0.9451049798467804,0.0003181981848350372]",1
414,a96e9db0-5940-66d7-4a98-2379b34d,0.2,5.0,0.0,0.8,0.6,0.4,0.6,0.0,0.2,"[0.2,0.0,0.8,0.6,0.4,0.6,0.0,0.2]",0.22460597227775872,0.43216375818478536,0.43216375818478536,"[0.22460597227775872,0.43216375818478536,0.43216375818478536]","[2.0058804299599678e-15,2.0050527939859323e-15,0.999999999999996]",2
415,a98a0de3-d8ed-675c-b2d4-ac776c7b,1.0,6.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,"(8,[0,4,5],[1.0,1.0,0.8333333333333334])",-1.049790185834228,-0.22592559800865306,-0.22592559800865306,"[-1.049790185834228,-0.22592559800865306,-0.22592559800865306]","[0.054576821968384544,0.9451049798467804,0.0003181981848350372]",1
416,a997f5a7-10f2-8566-1c1d-559b423c,0.15384615384615385,13.0,0.6153846153846154,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0,"[0.15384615384615385,0.6153846153846154,0.23076923076923078,0.9230769230769231,0.07692307692307693,0.9230769230769231,0.0,0.0]",0.5921207327803792,-0.49358604386440247,-0.49358604386440247,"[0.5921207327803792,-0.49358604386440247,-0.49358604386440247]","[0.9533833365130904,3.4802512129087375e-15,0.046616663486906115]",0
417,abcc36e1-adfa-f564-04d4-d632273a,0.3333333333333333,6.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.16666666666666666,0.16666666666666666,"[0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.16666666666666666,0.16666666666666666]",-0.006257383250314467,-0.06680823708231241,-0.06680823708231241,"[-0.006257383250314467,-0.06680823708231241,-0.06680823708231241]","[0.0019096370429787276,3.030251671670107e-15,0.9980903629570181]",2
418,abda0840-539e-d7ad-7f3c-e3005350,0.5714285714285714,7.0,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.2857142857142857,"[0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.2857142857142857]",-0.08281894066369061,-0.34057398522402743,-0.34057398522402743,"[-0.08281894066369061,-0.34057398522402743,-0.34057398522402743]","[0.8523194595749839,1.3956669162263129e-15,0.14768054042501458]",0
419,abe4e05a-6e7f-9b91-6fc2-255d8ca8,0.0,4.0,0.0,1.0,0.75,0.25,0.25,0.25,0.25,"[0.0,0.0,1.0,0.75,0.25,0.25,0.25,0.25]",0.5398549116649274,0.6742077549773138,0.6742077549773138,"[0.5398549116649274,0.6742077549773138,0.6742077549773138]","[3.3416995731902453e-15,3.3416995731902453e-15,0.9999999999999933]",2
420,ad50ec3a-b5fa-441c-dff6-68962309,0.25,4.0,0.75,0.0,1.0,0.0,0.0,0.0,0.75,"(8,[0,1,3,7],[0.25,0.75,1.0,0.75])",0.6788370426894442,-0.5416205201835584,-0.5416205201835584,"[0.6788370426894442,-0.5416205201835584,-0.5416205201835584]","[0.9829320634743083,3.0825918381192636e-15,0.017067936525688693]",0
421,af82af91-5c05-62ed-d5f4-ab452057,0.125,8.0,0.375,0.5,1.0,0.0,0.875,0.0,0.0,"[0.125,0.375,0.5,1.0,0.0,0.875,0.0,0.0]",0.714918605159723,-0.16911317846273005,-0.16911317846273005,"[0.714918605159723,-0.16911317846273005,-0.16911317846273005]","[4.7676090304229435e-05,1.1842208462762982e-14,0.999952323909684]",2
422,b203a259-8fca-f544-f793-7196165c,0.0,8.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,"(8,[2,3,5],[1.0,1.0,0.875])",0.8169914186582209,0.43621696739858584,0.43621696739858584,"[0.8169914186582209,0.43621696739858584,0.43621696739858584]","[3.3147190390788078e-15,3.3147190390494322e-15,0.9999999999999933]",2
423,b341bfef-bd17-e48f-e3c6-71e45a3b,0.125,8.0,0.875,0.0,1.0,0.0,0.25,0.125,0.5,"[0.125,0.875,0.0,1.0,0.0,0.25,0.125,0.5]",0.7324538122805024,-0.6405841711572108,-0.6405841711572108,"[0.7324538122805024,-0.6405841711572108,-0.6405841711572108]","[0.997526524357781,1.7054219100547097e-15,0.002473475642217318]",0
424,b3ed71c3-f69d-be41-8e55-61063ba5,0.25,4.0,0.75,0.0,1.0,0.0,0.5,0.25,0.0,"[0.25,0.75,0.0,1.0,0.0,0.5,0.25,0.0]",0.6112477576710671,-0.6809628156581395,-0.6809628156581395,"[0.6112477576710671,-0.6809628156581395,-0.6809628156581395]","[0.9976994355919385,1.2240352484081721e-15,0.002300564408060182]",0
425,b4317fab-f533-bf46-11da-30745ab3,0.0,4.0,0.0,1.0,0.0,1.0,0.5,0.25,0.0,"(8,[2,4,5,6],[1.0,1.0,0.5,0.25])",-0.37124470974743046,0.8292258880386028,0.8292258880386028,"[-0.37124470974743046,0.8292258880386028,0.8292258880386028]","[1.61520005574013e-14,0.9467068902670365,0.053293109732947416]",1
426,b51ab28b-c73d-4a8a-b819-1193d14b,0.5454545454545454,11.0,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.6363636363636364,0.8181818181818182,0.0,0.09090909090909091,"[0.5454545454545454,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.6363636363636364,0.8181818181818182,0.0,0.09090909090909091]",-0.31496739769931986,-0.23537361648809488,-0.23537361648809488,"[-0.31496739769931986,-0.23537361648809488,-0.23537361648809488]","[0.7767902690649363,2.6137251659030557e-15,0.22320973093506108]",0
427,bbed801c-180e-99dc-7c6b-4a6ce07e,0.75,4.0,0.0,0.25,0.0,1.0,0.25,0.5,0.0,"[0.75,0.0,0.25,0.0,1.0,0.25,0.5,0.0]",-0.8862355003278116,0.17153031819023923,0.17153031819023923,"[-0.8862355003278116,0.17153031819023923,0.17153031819023923]","[0.0003178632712133816,0.9973515613200604,0.0023305754087263077]",1
