,user,cat,orderseq,orderjump,orderoutOfOrder,nbVideos,orderbehavior,orderClasses,features,probability,prediction
255,Viktor Vic,Ordinary - Registered,0.5454545454545454,0.18181818181818182,0.18181818181818182,11.0,Sequential - One after the other,1,"[0.5454545454545454,0.18181818181818182,0.18181818181818182]","[0.19152938027896263,1.6319433814810404e-14,0.8084706197210211]",2
256,vini,Ordinary - Registered,0.5,0.2,0.2,10.0,Sequential - One after the other,1,"[0.5,0.2,0.2]","[0.14295161430616973,5.493228064680798e-17,0.8570483856938301]",2
257,Vlado,Ordinary - Registered,0.5454545454545454,0.2727272727272727,0.09090909090909091,11.0,Sequential - One after the other,1,"[0.5454545454545454,0.2727272727272727,0.09090909090909091]","[0.11693589305245883,0.0022191883458229198,0.8808449186017182]",2
258,Vlajko,Ordinary - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
259,Vlasta Svetina,Ordinary - Registered,0.0,0.0,0.9166666666666666,12.0,Out of order,3,"[0.0,0.0,0.9166666666666666]","[5.740504486651854e-16,5.528569613129365e-16,0.9999999999999989]",2
260,wavemaker,Ordinary - Registered,0.8333333333333334,0.08333333333333333,0.0,12.0,Sequential - One after the other,1,"[0.8333333333333334,0.08333333333333333,0.0]","[0.0008004780791746651,0.9984873105330224,0.000712211387802896]",1
261,x,Ordinary - Registered,0.8,0.1,0.0,10.0,Sequential - One after the other,1,"[0.8,0.1,0.0]","[0.0008090528446152545,0.9982787918613555,0.0009121552940291826]",1
262,Žanetic,Ordinary - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
263,Zdenko,Ordinary - Registered,0.2,0.2,0.4,5.0,Sequential - Jumping forward,0,"[0.2,0.2,0.4]","[0.0014235172264062197,4.6512791331482367e-17,0.9985764827735937]",2
264,Zdenko Škrlj,Ordinary - Registered,0.3076923076923077,0.15384615384615385,0.46153846153846156,13.0,Sequential - Jumping forward,0,"[0.3076923076923077,0.15384615384615385,0.46153846153846156]","[0.0008186696986144865,5.528779886628203e-17,0.9991813303013855]",2
265,Zdravko,Ordinary - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
266,Živko Joncic,Ordinary - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]","[0.0005991093853987603,0.9992907498286293,0.00011014078597208314]",1
267,zvjezdana,Ordinary - Registered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
268,Zvonimir Matic,Ordinary - Registered,0.0,0.0,0.75,4.0,Out of order,3,"[0.0,0.0,0.75]","[2.733615853419116e-13,1.0894477838714942e-15,0.9999999999997256]",2
269,003136ec-fd3a-908e-de7e-45301e3b,Ordinary - Unregistered,0.2,0.0,0.6,5.0,Out of order,3,"[0.2,0.0,0.6]","[1.7490339426113528e-08,2.0180498807349651e-16,0.9999999825096604]",2
270,0064c3fd-7e6e-425c-f754-34b889c8,Ordinary - Unregistered,0.6666666666666666,0.16666666666666666,0.0,6.0,Sequential - One after the other,1,"[0.6666666666666666,0.16666666666666666,0.0]","[0.0015925023979620175,0.9959483865705753,0.0024591110314626566]",1
271,037820a7-a143-422c-3ebd-3553d373,Ordinary - Unregistered,0.2857142857142857,0.14285714285714285,0.42857142857142855,7.0,Mix,2,"[0.2857142857142857,0.14285714285714285,0.42857142857142855]","[0.0005172378651046186,3.287861365248072e-17,0.9994827621348953]",2
272,04745589-295d-158e-c6c0-ef24f730,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
273,04a7d779-f053-b1a3-386e-82d69979,Ordinary - Unregistered,0.42857142857142855,0.2857142857142857,0.14285714285714285,7.0,Sequential - Jumping forward,0,"[0.42857142857142855,0.2857142857142857,0.14285714285714285]","[0.0974425554099138,3.050418003071488e-09,0.9025574415396682]",2
274,068616a9-816f-e8e4-d737-6ddba1df,Ordinary - Unregistered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]","[0.6480606153934666,3.92197502879154e-15,0.35193938460652946]",0
275,06f2e041-7a2d-a0ab-5f48-fd01f0a2,Ordinary - Unregistered,0.9090909090909091,0.0,0.0,11.0,Sequential - One after the other,1,"[0.9090909090909091,0.0,0.0]","[0.0005632442791268854,0.9993412155864733,9.554013439984681e-05]",1
276,0781bbba-c179-f93c-1116-8d684911,Ordinary - Unregistered,0.2,0.4,0.2,5.0,Sequential - Jumping forward,0,"[0.2,0.4,0.2]","[0.06016539410445986,4.425821541907521e-17,0.93983460589554]",2
277,08ee9ac0-7656-2b25-ce41-b44d758e,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
278,0a84077c-d3fa-56fc-803c-a863ca7e,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
279,0c9621b0-ff94-77e8-727f-5420882d,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
280,0e59235e-e51a-a5cd-e0ba-0fffe847,Ordinary - Unregistered,0.8181818181818182,0.09090909090909091,0.0,11.0,Sequential - One after the other,1,"[0.8181818181818182,0.09090909090909091,0.0]","[0.00079805663332853,0.998404975417056,0.0007969679496155353]",1
281,101c246c-3f77-d919-ca38-8d19141e,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
282,10355f7a-f86a-830c-cbf1-fb3c40b6,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
283,135b42ab-ac52-d14a-c37c-6ffeca28,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
284,1459b8fd-ecab-4e30-1fc9-3d649648,Ordinary - Unregistered,0.14285714285714285,0.14285714285714285,0.5714285714285714,7.0,Out of order,3,"[0.14285714285714285,0.14285714285714285,0.5714285714285714]","[1.060747774679556e-06,3.903620230475479e-17,0.9999989392522253]",2
285,1496b095-5b5f-4c47-5066-49bcf5d6,Ordinary - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]","[0.018663798719682146,0.00444907713381507,0.9768871241465028]",2
286,14a5fec5-bb5b-cac7-e40e-9a363e5c,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
287,16ba8f74-d9b7-c724-98c5-f31f43be,Ordinary - Unregistered,0.5,0.16666666666666666,0.16666666666666666,6.0,Sequential - One after the other,1,"[0.5,0.16666666666666666,0.16666666666666666]","[0.23046912717968907,2.97143090044997e-12,0.7695308728173395]",2
288,17b4a5d5-5e2a-5bc2-a4e6-25e3d1d4,Ordinary - Unregistered,0.75,0.0,0.125,8.0,Sequential - One after the other,1,"[0.75,0.0,0.125]","[0.731110642113588,9.608407187902435e-06,0.26887974947922405]",0
289,195b9f52-3731-37a7-2c74-19d11cb6,Ordinary - Unregistered,0.5714285714285714,0.2857142857142857,0.0,7.0,Sequential - One after the other,1,"[0.5714285714285714,0.2857142857142857,0.0]","[0.007699393339124489,0.8440050325197644,0.14829557414111103]",1
290,196bc15c-4aac-31e9-7c5d-3599ce10,Ordinary - Unregistered,0.0,0.0,0.8,5.0,Out of order,3,"[0.0,0.0,0.8]","[6.401151519559253e-15,3.0211558821790964e-16,0.9999999999999933]",2
291,1acb1c12-47e9-e408-eaf9-8167947a,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
292,1b1cd7ac-2f24-1493-5d7e-d7873af1,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
293,1beb31a1-0aea-018e-a7e1-82085ffa,Ordinary - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]","[0.018663798719682146,0.00444907713381507,0.9768871241465028]",2
294,1c09a110-d9c3-2442-9f5d-aee802c0,Ordinary - Unregistered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]","[0.6480606153934666,3.92197502879154e-15,0.35193938460652946]",0
295,1cb07e56-7b73-0087-0a17-3e9c1f88,Ordinary - Unregistered,0.5,0.25,0.125,8.0,Sequential - One after the other,1,"[0.5,0.25,0.125]","[0.1285208334250259,1.2541125749680598e-06,0.8714779124623991]",2
296,1d3ed189-1162-0dd0-bcb2-fda83a50,Ordinary - Unregistered,0.5,0.16666666666666666,0.16666666666666666,6.0,Sequential - One after the other,1,"[0.5,0.16666666666666666,0.16666666666666666]","[0.23046912717968907,2.97143090044997e-12,0.7695308728173395]",2
297,1d66d118-9cc1-c6cd-c61c-02ca2ddc,Ordinary - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]","[0.18036843502675332,8.329011913100745e-17,0.8196315649732466]",2
298,1d90b45b-4d8d-42a1-43cd-38e1a241,Ordinary - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]","[0.18036843502675332,8.329011913100745e-17,0.8196315649732466]",2
299,1e81aa64-c3c9-ee4f-ce3c-c4248be0,Ordinary - Unregistered,0.0,0.0,0.8,5.0,Out of order,3,"[0.0,0.0,0.8]","[6.401151519559253e-15,3.0211558821790964e-16,0.9999999999999933]",2
300,1f7f3fd7-7087-1461-cf43-9add2172,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
301,1f96865d-62d4-b049-1788-cfccf324,Ordinary - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]","[0.018663798719682146,0.00444907713381507,0.9768871241465028]",2
302,20e2fc85-7d0f-8a2c-b651-4b811a97,Ordinary - Unregistered,0.3333333333333333,0.0,0.5,6.0,Out of order,3,"[0.3333333333333333,0.0,0.5]","[7.325303396630813e-06,1.3063929973839318e-16,0.9999926746966031]",2
303,23e6f6c8-2cd0-ac1c-e8a1-f2338caa,Ordinary - Unregistered,0.75,0.08333333333333333,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.75,0.08333333333333333,0.08333333333333333]","[0.42774286977380954,0.19407675644804653,0.37818037377814395]",0
304,258d2e1f-e3e8-2612-8285-895fb96d,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
305,269144fa-ef0e-c81e-52ff-df9a348a,Ordinary - Unregistered,0.6923076923076923,0.07692307692307693,0.15384615384615385,13.0,Sequential - One after the other,1,"[0.6923076923076923,0.07692307692307693,0.15384615384615385]","[0.4351540503659442,1.4200449625947235e-09,0.5648459482140109]",2
306,270174bf-baf8-aab4-48e3-139fcf47,Ordinary - Unregistered,0.0,0.25,0.5,4.0,Out of order,3,"[0.0,0.25,0.5]","[4.969827228081553e-05,1.544825368218832e-16,0.999950301727719]",2
307,27080783-250a-3521-f816-6e7b29cf,Ordinary - Unregistered,0.4,0.4,0.0,5.0,Sequential - One after the other,1,"[0.4,0.4,0.0]","[0.01892310254415205,0.13415414663971045,0.8469227508161375]",2
308,2c1d08f2-a1ba-6915-db46-1a7721b9,Ordinary - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
309,2ee1d86b-74ed-47f3-5733-61cc4821,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
310,2f7f0e40-1234-75db-2bcf-bdfbdfbc,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
311,31a88be4-13ad-06c2-119c-3551a490,Ordinary - Unregistered,0.7,0.2,0.0,10.0,Sequential - One after the other,1,"[0.7,0.2,0.0]","[0.0025470519127342387,0.9810793880494062,0.016373560037859565]",1
312,3244a4c0-3f85-3017-5694-2f5647cb,Ordinary - Unregistered,0.5714285714285714,0.14285714285714285,0.14285714285714285,7.0,Sequential - One after the other,1,"[0.5714285714285714,0.14285714285714285,0.14285714285714285]","[0.2875334583860393,2.2253850998457868e-08,0.7124665193601096]",2
313,3447bacb-f54d-55c2-592f-3a3ff765,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
314,34a3d1d8-74eb-8a4e-0506-b9ca1551,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
315,35813a40-7aa6-5336-237b-c93f1759,Ordinary - Unregistered,0.75,0.0,0.125,8.0,Sequential - One after the other,1,"[0.75,0.0,0.125]","[0.731110642113588,9.608407187902435e-06,0.26887974947922405]",0
316,35ce5334-aefb-9a61-d1c3-7f01a776,Ordinary - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]","[0.0005913903732523226,0.9993433681700903,6.52414566573117e-05]",1
317,35daa597-4591-5a82-57a9-1fba2635,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
318,367365a7-8d2a-3b00-f3e3-f877be3c,Ordinary - Unregistered,0.42857142857142855,0.2857142857142857,0.14285714285714285,7.0,Sequential - Jumping forward,0,"[0.42857142857142855,0.2857142857142857,0.14285714285714285]","[0.0974425554099138,3.050418003071488e-09,0.9025574415396682]",2
319,3681eecc-7864-c1c1-0024-4d4234be,Ordinary - Unregistered,0.9,0.0,0.0,10.0,Sequential - One after the other,1,"[0.9,0.0,0.0]","[0.0005550675063030172,0.9993582152878077,8.671720588949166e-05]",1
320,36a67ef1-5f22-7846-3f95-faec67c9,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
321,37ada581-75c2-560e-2eb3-3db3a231,Ordinary - Unregistered,0.4,0.0,0.4,5.0,Sequential - One after the other,1,"[0.4,0.0,0.4]","[0.001192745141302822,4.4396178712162035e-16,0.9988072548586968]",2
322,37d73652-37e1-cc5f-6c84-3b9a528c,Ordinary - Unregistered,0.5,0.16666666666666666,0.16666666666666666,6.0,Sequential - One after the other,1,"[0.5,0.16666666666666666,0.16666666666666666]","[0.23046912717968907,2.97143090044997e-12,0.7695308728173395]",2
323,380773a6-f975-22c8-187e-e40fe702,Ordinary - Unregistered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]","[0.06838720433468014,2.0453689433276104e-16,0.9316127956653197]",2
324,3be7d5a2-f78e-3472-e5ac-fa27ed08,Ordinary - Unregistered,0.0,0.3333333333333333,0.5,6.0,Out of order,3,"[0.0,0.3333333333333333,0.5]","[0.00018569501239375908,6.164818516785648e-17,0.9998143049876063]",2
325,3c370e25-1bd5-c34b-ec40-31117752,Ordinary - Unregistered,0.0,0.25,0.5,4.0,Out of order,3,"[0.0,0.25,0.5]","[4.969827228081553e-05,1.544825368218832e-16,0.999950301727719]",2
326,3d524e1d-934c-6d53-022b-983c91c3,Ordinary - Unregistered,0.6,0.2,0.0,5.0,Sequential - One after the other,1,"[0.6,0.2,0.0]","[0.003265624987569963,0.9926966819598957,0.004037693052534197]",1
327,3d7d0f75-dda5-644d-e527-018ff340,Ordinary - Unregistered,0.5454545454545454,0.09090909090909091,0.2727272727272727,11.0,Sequential - One after the other,1,"[0.5454545454545454,0.09090909090909091,0.2727272727272727]","[0.08231300057906105,9.656395964912589e-17,0.9176869994209389]",2
328,3dc06a27-afe4-b105-1f3c-997851c7,Ordinary - Unregistered,0.2727272727272727,0.36363636363636365,0.2727272727272727,11.0,Sequential - Jumping forward,0,"[0.2727272727272727,0.36363636363636365,0.2727272727272727]","[0.10122024235280963,5.904695056966731e-17,0.8987797576471903]",2
329,3e4346e0-6285-8776-f373-101eac22,Ordinary - Unregistered,0.6,0.2,0.0,5.0,Sequential - One after the other,1,"[0.6,0.2,0.0]","[0.003265624987569963,0.9926966819598957,0.004037693052534197]",1
330,3e713aeb-dcb2-d6a8-962f-635df3e8,Ordinary - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
331,3fc2e2fe-697a-3255-1a17-4204819d,Ordinary - Unregistered,0.375,0.25,0.25,8.0,Sequential - Jumping forward,0,"[0.375,0.25,0.25]","[0.060712768523119354,2.9641831698518426e-17,0.9392872314768806]",2
332,404bc704-6703-c3c0-815e-55c756c5,Ordinary - Unregistered,0.625,0.125,0.125,8.0,Sequential - One after the other,1,"[0.625,0.125,0.125]","[0.3450269430259728,7.222239939458027e-06,0.6549658347340876]",2
333,4196e8ee-e405-a1e1-4a7f-7d9149a5,Ordinary - Unregistered,0.5,0.25,0.0,4.0,Sequential - One after the other,1,"[0.5,0.25,0.0]","[0.015271497472956034,0.9763104937193987,0.008418008807645368]",1
334,42779e7e-90bc-7eac-5aa8-a9874f90,Ordinary - Unregistered,0.9090909090909091,0.0,0.0,11.0,Sequential - One after the other,1,"[0.9090909090909091,0.0,0.0]","[0.0005632442791268854,0.9993412155864733,9.554013439984681e-05]",1
335,440d90ef-c7d7-0530-608e-8c0fc440,Ordinary - Unregistered,0.8571428571428571,0.0,0.0,7.0,Sequential - One after the other,1,"[0.8571428571428571,0.0,0.0]","[0.0006791035583931072,0.9992685135866715,5.2382854935440036e-05]",1
336,459f5319-edaf-cd53-126d-fdfb12a5,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
337,45d78fe4-7d30-3b18-371e-57bb06c7,Ordinary - Unregistered,0.7777777777777778,0.1111111111111111,0.0,9.0,Sequential - One after the other,1,"[0.7777777777777778,0.1111111111111111,0.0]","[0.0008440784731879416,0.9980800330692656,0.0010758884575464867]",1
338,4641102c-f3d3-3878-6d00-1c49a28c,Ordinary - Unregistered,0.36363636363636365,0.2727272727272727,0.2727272727272727,11.0,Sequential - Jumping forward,0,"[0.36363636363636365,0.2727272727272727,0.2727272727272727]","[0.07912385087797551,4.0400021281943804e-17,0.9208761491220245]",2
339,4a97a9b2-74fe-c9f3-625f-0176bddf,Ordinary - Unregistered,0.3333333333333333,0.3333333333333333,0.16666666666666666,6.0,Sequential - Jumping forward,0,"[0.3333333333333333,0.3333333333333333,0.16666666666666666]","[0.07366133305056558,3.1387605440113114e-13,0.9263386669491206]",2
340,4b21d918-4ac0-0787-3094-37c9432c,Ordinary - Unregistered,0.36363636363636365,0.18181818181818182,0.36363636363636365,11.0,Sequential - Jumping forward,0,"[0.36363636363636365,0.18181818181818182,0.36363636363636365]","[0.012218625099517232,4.1095166519672513e-17,0.9877813749004827]",2
341,4bd540f6-e34d-4592-7680-b2735389,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
342,4c4ac589-35f5-76e3-d0a3-fedab6c6,Ordinary - Unregistered,0.25,0.375,0.25,8.0,Sequential - Jumping forward,0,"[0.25,0.375,0.25]","[0.061551427902911356,3.741299924292376e-17,0.9384485720970887]",2
343,4cc576c8-f218-94be-fef3-4b6fd86e,Ordinary - Unregistered,0.5384615384615384,0.23076923076923078,0.15384615384615385,13.0,Sequential - One after the other,1,"[0.5384615384615384,0.23076923076923078,0.15384615384615385]","[0.19981382799652442,3.52253638843818e-10,0.800186171651222]",2
344,4d0232bc-202c-ee3a-e58c-e543848c,Ordinary - Unregistered,0.8571428571428571,0.0,0.0,7.0,Sequential - One after the other,1,"[0.8571428571428571,0.0,0.0]","[0.0006791035583931072,0.9992685135866715,5.2382854935440036e-05]",1
345,4debb215-7398-77ba-2243-94adbd31,Ordinary - Unregistered,0.8888888888888888,0.0,0.0,9.0,Sequential - One after the other,1,"[0.8888888888888888,0.0,0.0]","[0.0005603169722409387,0.9993630169164087,7.666611135032786e-05]",1
346,4f3771bf-0850-3813-5de9-d0592e66,Ordinary - Unregistered,0.2,0.4,0.2,5.0,Sequential - Jumping forward,0,"[0.2,0.4,0.2]","[0.06016539410445986,4.425821541907521e-17,0.93983460589554]",2
347,502b50b6-08fa-b922-9bb6-dbd4d848,Ordinary - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]","[0.0017789361522007306,0.9981973846546519,2.367919314744755e-05]",1
348,53cb26b0-7222-8eb4-ef0d-29e7a801,Ordinary - Unregistered,0.0,0.2,0.6,5.0,Out of order,3,"[0.0,0.2,0.6]","[2.198626754076676e-07,7.135918808302454e-17,0.9999997801373245]",2
349,5409088d-b542-9cac-7fac-9ab00271,Ordinary - Unregistered,0.5,0.16666666666666666,0.25,12.0,Sequential - One after the other,1,"[0.5,0.16666666666666666,0.25]","[0.11629795743642406,6.024493748492157e-17,0.8837020425635759]",2
350,5414140f-2888-40b9-e1e2-7984f327,Ordinary - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]","[0.018663798719682146,0.00444907713381507,0.9768871241465028]",2
351,54e1c86d-b289-f693-e3a3-5d393778,Ordinary - Unregistered,0.5,0.16666666666666666,0.16666666666666666,6.0,Sequential - One after the other,1,"[0.5,0.16666666666666666,0.16666666666666666]","[0.23046912717968907,2.97143090044997e-12,0.7695308728173395]",2
352,554558f4-55fd-07df-ddb3-309239ad,Ordinary - Unregistered,0.0,0.75,0.0,4.0,Sequential - Jumping forward,0,"[0.0,0.75,0.0]","[0.0008765000841079888,5.7168864628802165e-09,0.9991234941990055]",2
353,56a4a9a0-7ab4-0a76-0621-b118321b,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
354,57b97824-05f2-21af-72f1-95f7d697,Ordinary - Unregistered,0.375,0.125,0.375,8.0,Sequential - Jumping forward,0,"[0.375,0.125,0.375]","[0.0037211313917691947,3.999610292116812e-17,0.9962788686082308]",2
355,5bfa22fd-175f-02d2-c446-36369a81,Ordinary - Unregistered,0.0,0.09090909090909091,0.8181818181818182,11.0,Out of order,3,"[0.0,0.09090909090909091,0.8181818181818182]","[6.337099693465919e-13,2.665580346361926e-16,0.999999999999366]",2
356,5d557ed3-ce5e-24e4-a66e-aa966d6c,Ordinary - Unregistered,0.25,0.25,0.25,4.0,Sequential - Jumping forward,0,"[0.25,0.25,0.25]","[0.14971380463923148,1.595533352281715e-16,0.8502861953607684]",2
357,5e97ad83-2b2c-529e-f831-deac0066,Ordinary - Unregistered,0.0,0.4,0.4,5.0,Sequential - Jumping forward,0,"[0.0,0.4,0.4]","[0.00434790867436505,7.335614522496808e-17,0.9956520913256348]",2
358,5fad3306-616d-9b57-3411-75efa34d,Ordinary - Unregistered,0.0,0.5,0.3333333333333333,6.0,Sequential - Jumping forward,0,"[0.0,0.5,0.3333333333333333]","[0.03555627542260191,1.4810807147885536e-16,0.964443724577398]",2
359,600fadb1-9f64-3bf4-b14c-378c45ae,Ordinary - Unregistered,0.6363636363636364,0.18181818181818182,0.09090909090909091,11.0,Sequential - One after the other,1,"[0.6363636363636364,0.18181818181818182,0.09090909090909091]","[0.24197190816840972,0.014720967454649,0.7433071243769412]",2
360,6408c27b-ab13-d145-5b44-24f30202,Ordinary - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]","[0.018663798719682146,0.00444907713381507,0.9768871241465028]",2
361,6613f3e0-2e08-24f1-52ba-bfab8807,Ordinary - Unregistered,0.1111111111111111,0.0,0.7777777777777778,9.0,Out of order,3,"[0.1111111111111111,0.0,0.7777777777777778]","[4.264788101429947e-13,1.3559235613838485e-16,0.9999999999995735]",2
362,6809fd15-56b5-3424-e33d-88eb107c,Ordinary - Unregistered,0.0,0.2,0.6,5.0,Out of order,3,"[0.0,0.2,0.6]","[2.198626754076676e-07,7.135918808302454e-17,0.9999997801373245]",2
363,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,Ordinary - Unregistered,0.8571428571428571,0.0,0.0,7.0,Sequential - One after the other,1,"[0.8571428571428571,0.0,0.0]","[0.0006791035583931072,0.9992685135866715,5.2382854935440036e-05]",1
364,6c86b1d0-fd95-c414-78d2-9495251b,Ordinary - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]","[0.18036843502675332,8.329011913100745e-17,0.8196315649732466]",2
365,6e25573c-8b7b-a2e7-a782-480ddb63,Ordinary - Unregistered,0.0,0.25,0.5,4.0,Out of order,3,"[0.0,0.25,0.5]","[4.969827228081553e-05,1.544825368218832e-16,0.999950301727719]",2
366,6f168bc8-c816-a359-ba88-da8c663d,Ordinary - Unregistered,0.375,0.25,0.25,8.0,Sequential - Jumping forward,0,"[0.375,0.25,0.25]","[0.060712768523119354,2.9641831698518426e-17,0.9392872314768806]",2
367,6f359ebe-9f0a-2bae-a27a-c4ec1712,Ordinary - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]","[0.0009212284405618919,0.9990404976634049,3.8273896033244846e-05]",1
368,6f99bc0c-a871-5dd6-80cb-22296ada,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
369,70eacff4-a340-e4fd-746a-807b58c3,Ordinary - Unregistered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]","[0.0005789684800942066,0.9993177343421535,0.00010329717775211478]",1
370,74105285-3bd1-71b2-bb2b-df56e6f7,Ordinary - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]","[0.007885703168302172,0.9921037975918143,1.0499239883457583e-05]",1
