,user,cat,regularitynbFollowing,regularitynbCatchup,regularitynbIndependant,regularitybehavior,regularityClasses,features,probability,prediction
361,6613f3e0-2e08-24f1-52ba-bfab8807,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[0.03078644227326041,7.706250782019228e-14,0.9692135577266625]",2
362,6809fd15-56b5-3424-e33d-88eb107c,Ordinary - Unregistered,1.0,4.0,0.0,Catch-upper,2,"[1.0,4.0,0.0]","[0.21668351563603855,5.3653936750302755e-14,0.7833164843639078]",2
363,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,Ordinary - Unregistered,6.0,1.0,0.0,Follower,0,"[6.0,1.0,0.0]","[0.9800696890918158,0.019930310908104636,7.966417799028427e-14]",0
364,6c86b1d0-fd95-c414-78d2-9495251b,Ordinary - Unregistered,4.0,1.0,0.0,Follower,0,"[4.0,1.0,0.0]","[0.6904350354054619,0.3095649645944648,7.335317209676694e-14]",0
365,6e25573c-8b7b-a2e7-a782-480ddb63,Ordinary - Unregistered,1.0,1.0,2.0,Independant,1,"[1.0,1.0,2.0]","[0.16597056152078377,0.2858773205015876,0.5481521179776286]",2
366,6f168bc8-c816-a359-ba88-da8c663d,Ordinary - Unregistered,1.0,6.0,1.0,Catch-upper,2,"[1.0,6.0,1.0]","[0.1121363254160154,3.974532372133935e-14,0.8878636745839449]",2
367,6f359ebe-9f0a-2bae-a27a-c4ec1712,Ordinary - Unregistered,3.0,3.0,0.0,Mixed - No predominent behavior,3,"[3.0,3.0,0.0]","[0.9999999099481963,8.857055298742327e-08,1.4812506769680139e-09]",0
368,6f99bc0c-a871-5dd6-80cb-22296ada,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
369,70eacff4-a340-e4fd-746a-807b58c3,Ordinary - Unregistered,2.0,5.0,5.0,Mixed - No predominent behavior,3,"[2.0,5.0,5.0]","[0.046399032362525724,6.178799299696713e-13,0.9536009676368564]",2
370,74105285-3bd1-71b2-bb2b-df56e6f7,Ordinary - Unregistered,1.0,2.0,1.0,Catch-upper,2,"[1.0,2.0,1.0]","[0.3306615623743089,0.00011414006065162359,0.6692242975650394]",2
371,74df8aff-e884-bc0d-7710-a23afc0d,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[0.0003568179012905017,0.9989071030306057,0.0007360790681037911]",1
372,7550652e-a184-e590-1205-03d91e86,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[0.9965831528670026,0.0034168471328639496,1.334640441688722e-13]",0
373,755f4b52-e48e-eda7-42c0-2dabd3cf,Ordinary - Unregistered,2.0,1.0,3.0,Mixed - No predominent behavior,3,"[2.0,1.0,3.0]","[0.1121547275929468,0.8810910197720687,0.00675425263498454]",1
374,75bece44-7ed0-9de1-f411-854abe3b,Ordinary - Unregistered,2.0,0.0,2.0,Follower,0,"[2.0,0.0,2.0]","[0.19087986840354798,0.8080352145016093,0.0010849170948426074]",1
375,77d5ac07-0cfc-ac01-e741-58dae777,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[3.256148957229697e-08,0.9999819670223857,1.800041612462068e-05]",1
376,78928b9d-af19-1353-e439-c5b1d36f,Ordinary - Unregistered,1.0,4.0,0.0,Catch-upper,2,"[1.0,4.0,0.0]","[0.21668351563603855,5.3653936750302755e-14,0.7833164843639078]",2
377,78f08216-f3b9-62f6-7676-e8f9b3e2,Ordinary - Unregistered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[0.9943796958679857,0.0056203038065516285,3.254627601504991e-10]",0
378,7b7820c3-5040-cdf4-4448-bacd9426,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[0.03078644227326041,7.706250782019228e-14,0.9692135577266625]",2
379,7c6856f2-bacb-4be2-61d0-ba4bf284,Ordinary - Unregistered,4.0,1.0,0.0,Follower,0,"[4.0,1.0,0.0]","[0.6904350354054619,0.3095649645944648,7.335317209676694e-14]",0
380,7d0acedd-f795-6e39-b508-3eea42ac,Ordinary - Unregistered,6.0,0.0,1.0,Follower,0,"[6.0,0.0,1.0]","[0.9998332164708855,0.00016678352901367932,1.0088838546756156e-13]",0
381,80e6c3aa-f56c-4679-d623-79d6fd2d,Ordinary - Unregistered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[0.020556444860231865,0.7733554243896157,0.20608813075015242]",1
382,85d4f155-5a13-7eb1-4d96-5c0b6e30,Ordinary - Unregistered,1.0,10.0,2.0,Catch-upper,2,"[1.0,10.0,2.0]","[0.02603326811660283,6.696780103462115e-13,0.9739667318827274]",2
383,8a2e2082-7444-5533-6931-1b05fd88,Ordinary - Unregistered,1.0,4.0,2.0,Catch-upper,2,"[1.0,4.0,2.0]","[0.15805137361010713,3.507061702477993e-14,0.8419486263898579]",2
384,8a68d73e-17f5-4571-ef15-e1d03878,Ordinary - Unregistered,1.0,1.0,8.0,Independant,1,"[1.0,1.0,8.0]","[4.314601877335841e-07,0.8750480977627717,0.12495147077704045]",1
385,8a6d88da-00af-01eb-e85b-db817e28,Ordinary - Unregistered,2.0,4.0,2.0,Catch-upper,2,"[2.0,4.0,2.0]","[0.9176572918548728,1.361822204110105e-13,0.08234270814499096]",0
386,8ae29d55-64a1-1cf2-962b-4a35e380,Ordinary - Unregistered,1.0,5.0,4.0,Mixed - No predominent behavior,3,"[1.0,5.0,4.0]","[0.033439587044815394,8.221590873292194e-14,0.9665604129551024]",2
387,8c7bdf99-8cda-02c4-7ccf-ad45ef8a,Ordinary - Unregistered,0.0,0.0,13.0,Independant,1,"[0.0,0.0,13.0]","[2.835126971646448e-13,0.9999999974544238,2.5452927068193233e-09]",1
388,8cedbb4b-6088-0b3c-fc04-ad8ce093,Ordinary - Unregistered,1.0,4.0,4.0,Mixed - No predominent behavior,3,"[1.0,4.0,4.0]","[0.032796699531953646,6.448004811170068e-14,0.9672033004679819]",2
389,8f38fcd5-8798-9850-2359-5268418e,Ordinary - Unregistered,1.0,3.0,4.0,Independant,1,"[1.0,3.0,4.0]","[0.03104021761648903,2.717498161071376e-10,0.9689597821117611]",2
390,9187a2a4-6ffb-f4f5-f012-df8a1141,Ordinary - Unregistered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[0.687416355099859,0.312583644822319,7.782204573205707e-11]",0
391,92d86eda-129e-0d8c-0a73-835acef9,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
392,9627fef7-14c0-4a88-0954-9cf43b68,Ordinary - Unregistered,1.0,0.0,8.0,Independant,1,"[1.0,0.0,8.0]","[5.5504393771242545e-08,0.9684870229220993,0.031512921573506984]",1
393,97372a43-0a6d-3145-e63f-0202242e,Ordinary - Unregistered,1.0,0.0,5.0,Independant,1,"[1.0,0.0,5.0]","[0.0004949185104974769,0.8530369906120353,0.1464680908774673]",1
394,97f93288-c344-0f1f-19c0-14aff5aa,Ordinary - Unregistered,6.0,0.0,3.0,Follower,0,"[6.0,0.0,3.0]","[0.9990896670069515,0.00091033299264506,4.0346137088662435e-13]",0
395,98599cc0-703a-b3be-34dc-7bcf7e6a,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[0.05451815094247088,5.47300456062943e-14,0.9454818490574745]",2
396,987749e2-fc0f-96db-2aa7-7df33e6d,Ordinary - Unregistered,2.0,2.0,0.0,Follower,0,"[2.0,2.0,0.0]","[0.9960211162822076,0.0016769719813563258,0.002301911736436017]",0
397,991dbd0d-8c68-1ed6-f469-0348585f,Ordinary - Unregistered,6.0,0.0,1.0,Follower,0,"[6.0,0.0,1.0]","[0.9998332164708855,0.00016678352901367932,1.0088838546756156e-13]",0
398,9946a658-3dc0-f680-6e04-89182b0f,Ordinary - Unregistered,1.0,1.0,4.0,Independant,1,"[1.0,1.0,4.0]","[0.014620410878911378,0.4143628921687858,0.5710166969523028]",2
399,999f9f91-e880-70f1-00d3-e8994609,Ordinary - Unregistered,3.0,1.0,4.0,Independant,1,"[3.0,1.0,4.0]","[0.03151386156136082,0.9684861216929259,1.67457132431982e-08]",1
400,99d9bce0-1f7d-da02-6d84-afe0122e,Ordinary - Unregistered,1.0,5.0,1.0,Catch-upper,2,"[1.0,5.0,1.0]","[0.15803639033712155,3.529985780999439e-14,0.8419636096628431]",2
401,9c5c43e2-3def-6e8f-844e-4ee72d08,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[3.256148957229697e-08,0.9999819670223857,1.800041612462068e-05]",1
402,9cc2cc33-730e-86eb-e910-ff1ec6fd,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
403,9dfba79f-46d5-9b68-3a28-dff09283,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
404,9e184ea2-45e6-abdb-90a9-fb5b011b,Ordinary - Unregistered,2.0,3.0,7.0,Independant,1,"[2.0,3.0,7.0]","[0.0005434078816591789,1.4679268975249123e-07,0.999456445325651]",2
405,a070cc15-8fb3-b7eb-834d-d191a652,Ordinary - Unregistered,1.0,0.0,3.0,Independant,1,"[1.0,0.0,3.0]","[0.020556444860231865,0.7733554243896157,0.20608813075015242]",1
406,a134cb86-69ed-3ceb-ab8b-42799b5f,Ordinary - Unregistered,1.0,1.0,5.0,Independant,1,"[1.0,1.0,5.0]","[0.002210076146535705,0.5101882254319902,0.48760169842147416]",1
407,a1ac05b8-d131-07d0-f419-28c0d19a,Ordinary - Unregistered,2.0,11.0,0.0,Catch-upper,2,"[2.0,11.0,0.0]","[0.01974818150979303,2.6810715046923768e-12,0.9802518184875259]",2
408,a1b9f7ef-402c-6b05-11c1-33d65f47,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[3.256148957229697e-08,0.9999819670223857,1.800041612462068e-05]",1
409,a4793f2a-58de-2b33-168f-32424641,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
410,a55e8048-fa92-f072-72e3-bbf2ba61,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[0.9998567007727535,0.0001432992271273752,1.1908713270256877e-13]",0
411,a7010942-2bf9-c022-3897-796a718f,Ordinary - Unregistered,1.0,3.0,1.0,Catch-upper,2,"[1.0,3.0,1.0]","[0.2707398812364225,9.471092058235077e-11,0.7292601186688665]",2
412,a898d118-8b18-a02c-ae58-2a774d5f,Ordinary - Unregistered,1.0,2.0,4.0,Independant,1,"[1.0,2.0,4.0]","[0.02833620589413357,0.00028214674169679046,0.9713816473641697]",2
413,a932ede5-1443-cb58-2838-6a6efc0a,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[0.9998567007727535,0.0001432992271273752,1.1908713270256877e-13]",0
414,a96e9db0-5940-66d7-4a98-2379b34d,Ordinary - Unregistered,1.0,0.0,4.0,Independant,1,"[1.0,0.0,4.0]","[0.004015972030616868,0.8105904101793369,0.18539361779004626]",1
415,a98a0de3-d8ed-675c-b2d4-ac776c7b,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[0.9998567007727535,0.0001432992271273752,1.1908713270256877e-13]",0
416,a997f5a7-10f2-8566-1c1d-559b423c,Ordinary - Unregistered,2.0,8.0,3.0,Catch-upper,2,"[2.0,8.0,3.0]","[0.14466128470384382,5.849723090305991e-13,0.8553387152955712]",2
417,abcc36e1-adfa-f564-04d4-d632273a,Ordinary - Unregistered,2.0,2.0,2.0,Mixed - No predominent behavior,3,"[2.0,2.0,2.0]","[0.9758910734240311,0.0036329699239543546,0.020475956652014578]",0
418,abda0840-539e-d7ad-7f3c-e3005350,Ordinary - Unregistered,4.0,3.0,0.0,Follower,0,"[4.0,3.0,0.0]","[0.9999993506604826,6.493394393529288e-07,7.802238074304352e-14]",0
419,abe4e05a-6e7f-9b91-6fc2-255d8ca8,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
420,ad50ec3a-b5fa-441c-dff6-68962309,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
421,af82af91-5c05-62ed-d5f4-ab452057,Ordinary - Unregistered,1.0,3.0,4.0,Independant,1,"[1.0,3.0,4.0]","[0.03104021761648903,2.717498161071376e-10,0.9689597821117611]",2
422,b203a259-8fca-f544-f793-7196165c,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[3.256148957229697e-08,0.9999819670223857,1.800041612462068e-05]",1
423,b341bfef-bd17-e48f-e3c6-71e45a3b,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[0.05451815094247088,5.47300456062943e-14,0.9454818490574745]",2
424,b3ed71c3-f69d-be41-8e55-61063ba5,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
425,b4317fab-f533-bf46-11da-30745ab3,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
426,b51ab28b-c73d-4a8a-b819-1193d14b,Ordinary - Unregistered,6.0,3.0,2.0,Follower,0,"[6.0,3.0,2.0]","[0.9999895861024668,1.0413897441655322e-05,9.151002202561235e-14]",0
427,bbed801c-180e-99dc-7c6b-4a6ce07e,Ordinary - Unregistered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[0.687416355099859,0.312583644822319,7.782204573205707e-11]",0
428,bc165eba-99d1-fcf2-3c18-7b8ddbe3,Ordinary - Unregistered,0.0,0.0,9.0,Independant,1,"[0.0,0.0,9.0]","[5.785199910948863e-10,0.9999960032537254,3.996167754567535e-06]",1
429,bc59fb83-de20-c8dc-0046-06b5a884,Ordinary - Unregistered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[0.14541736689633392,4.5914124356030647e-14,0.8545826331036201]",2
430,bde2c3b9-096f-3106-3105-39e3c690,Ordinary - Unregistered,0.0,0.0,9.0,Independant,1,"[0.0,0.0,9.0]","[5.785199910948863e-10,0.9999960032537254,3.996167754567535e-06]",1
431,be7e4626-8ea8-e4e7-bd98-df4d6b7e,Ordinary - Unregistered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[0.9943796958679857,0.0056203038065516285,3.254627601504991e-10]",0
432,be8f96e0-decb-0d0f-f5a0-da9a731a,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[0.9965831528670026,0.0034168471328639496,1.334640441688722e-13]",0
433,bf2d4ca4-7b76-c83f-c25b-69db4d40,Ordinary - Unregistered,0.0,0.0,11.0,Independant,1,"[0.0,0.0,11.0]","[1.3465251773697981e-13,0.9999998681915204,1.3180834494933482e-07]",1
434,c0a279eb-433f-7d20-4fe4-30c7bf1d,Ordinary - Unregistered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[1.1514914060598648e-06,0.9999279288929124,7.091961568152456e-05]",1
435,c0e4f1b6-286e-9a62-9b55-08b882ec,Ordinary - Unregistered,3.0,0.0,10.0,Independant,1,"[3.0,0.0,10.0]","[2.256440467052362e-10,0.999998769956652,1.2298177038980178e-06]",1
436,c0f2c451-9f22-3dc5-b0ab-d6747910,Ordinary - Unregistered,1.0,9.0,0.0,Catch-upper,2,"[1.0,9.0,0.0]","[0.01658648884603013,1.2945478567424293e-13,0.9834135111538403]",2
437,c1b850ff-362a-890f-0c23-014773bb,Ordinary - Unregistered,2.0,10.0,0.0,Catch-upper,2,"[2.0,10.0,0.0]","[0.06603123428518032,1.7422842731769553e-12,0.9339687657130774]",2
438,c24334a0-477a-6656-021d-668ba57f,Ordinary - Unregistered,0.0,0.0,7.0,Independant,1,"[0.0,0.0,7.0]","[1.1514914060598648e-06,0.9999279288929124,7.091961568152456e-05]",1
439,c3385c79-a01d-377d-9eac-6cf460e9,Ordinary - Unregistered,1.0,1.0,6.0,Independant,1,"[1.0,1.0,6.0]","[0.00021146691366779807,0.6328652774559239,0.3669232556304083]",1
440,c9f74898-df82-973e-76ca-08186d7c,Ordinary - Unregistered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[0.14541736689633392,4.5914124356030647e-14,0.8545826331036201]",2
441,cc1e5f29-a1bd-4a13-5c8d-dbcaa11b,Ordinary - Unregistered,1.0,4.0,1.0,Catch-upper,2,"[1.0,4.0,1.0]","[0.21190156253377526,3.7300049662785963e-14,0.7880984374661875]",2
442,ce280b9f-f7cf-eef4-dd34-fdc44bfe,Ordinary - Unregistered,1.0,1.0,2.0,Independant,1,"[1.0,1.0,2.0]","[0.16597056152078377,0.2858773205015876,0.5481521179776286]",2
443,ce4913ec-b21e-60b6-d455-4bc5b2b4,Ordinary - Unregistered,3.0,1.0,0.0,Follower,0,"[3.0,1.0,0.0]","[0.525635355073385,0.47436464488712055,3.949442939404069e-11]",0
444,ceff0481-0e5a-e1d8-5361-b5ba2a52,Ordinary - Unregistered,6.0,0.0,3.0,Follower,0,"[6.0,0.0,3.0]","[0.9990896670069515,0.00091033299264506,4.0346137088662435e-13]",0
445,cf23b843-3219-15e7-f878-361bbfeb,Ordinary - Unregistered,1.0,5.0,0.0,Catch-upper,2,"[1.0,5.0,0.0]","[0.14541736689633392,4.5914124356030647e-14,0.8545826331036201]",2
446,d0fe3bbe-eeeb-e784-986f-51c01c74,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[0.9998567007727535,0.0001432992271273752,1.1908713270256877e-13]",0
447,d2a78c5a-c501-ea53-1bcf-2fedb47d,Ordinary - Unregistered,4.0,1.0,4.0,Mixed - No predominent behavior,3,"[4.0,1.0,4.0]","[0.06794415120654318,0.9320558487933684,8.834973342618476e-14]",1
448,d41a406c-81b7-dca2-962a-a408e155,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
449,d424420a-72ee-7166-ac7e-9b96c0e6,Ordinary - Unregistered,1.0,0.0,7.0,Independant,1,"[1.0,0.0,7.0]","[1.8532507404624094e-06,0.9391745307401502,0.06082361600910938]",1
450,d4ca59b9-1058-6388-4cc5-e58c2290,Ordinary - Unregistered,5.0,0.0,1.0,Follower,0,"[5.0,0.0,1.0]","[0.9959179261367237,0.004082073863166754,1.0952508833791494e-13]",0
451,d5d7fee4-5428-bea3-17aa-30fb97f1,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[0.0003568179012905017,0.9989071030306057,0.0007360790681037911]",1
452,d6458839-e410-c16f-44d7-7aad9b6b,Ordinary - Unregistered,1.0,10.0,0.0,Catch-upper,2,"[1.0,10.0,0.0]","[0.008558346837693789,2.6044415813390937e-13,0.9914416531620458]",2
453,d80b6775-ae61-8dae-98ce-99412037,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
454,d89aba44-424b-9d5d-5dd4-f1fbabf1,Ordinary - Unregistered,2.0,9.0,0.0,Catch-upper,2,"[2.0,9.0,0.0]","[0.1929953603795337,1.2376158358256638e-12,0.8070046396192286]",2
455,d92b593e-555f-9b3b-4007-752ea02c,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[3.256148957229697e-08,0.9999819670223857,1.800041612462068e-05]",1
456,d964c832-c32d-77ff-672a-1cf12f7e,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[0.03078644227326041,7.706250782019228e-14,0.9692135577266625]",2
457,daf25c41-8b84-6414-7646-b7df2abd,Ordinary - Unregistered,1.0,7.0,0.0,Catch-upper,2,"[1.0,7.0,0.0]","[0.05451815094247088,5.47300456062943e-14,0.9454818490574745]",2
458,db98a0d9-3d4f-4219-b27d-74a44a01,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[0.9965831528670026,0.0034168471328639496,1.334640441688722e-13]",0
459,dd30c478-d26e-3f37-f395-b912bead,Ordinary - Unregistered,1.0,8.0,0.0,Catch-upper,2,"[1.0,8.0,0.0]","[0.03078644227326041,7.706250782019228e-14,0.9692135577266625]",2
460,de14f7c6-1844-4e1b-bb5c-16ceef86,Ordinary - Unregistered,5.0,0.0,0.0,Follower,0,"[5.0,0.0,0.0]","[0.9965831528670026,0.0034168471328639496,1.334640441688722e-13]",0
461,dfc849d9-7793-4345-d533-579da01b,Ordinary - Unregistered,3.0,0.0,8.0,Independant,1,"[3.0,0.0,8.0]","[9.661631597598176e-07,0.999998559801431,4.7403540918316833e-07]",1
462,e091c85e-d8a5-ed63-dfdb-631d4614,Ordinary - Unregistered,3.0,0.0,1.0,Follower,0,"[3.0,0.0,1.0]","[0.687416355099859,0.312583644822319,7.782204573205707e-11]",0
463,e3485d79-4f92-1fff-4e64-56943e9b,Ordinary - Unregistered,4.0,6.0,0.0,Catch-upper,2,"[4.0,6.0,0.0]","[0.9999999999994749,2.6255008607633914e-13,2.625704747739601e-13]",0
464,e65e8c36-5f2d-131d-9602-cd643f97,Ordinary - Unregistered,0.0,0.0,8.0,Independant,1,"[0.0,0.0,8.0]","[3.256148957229697e-08,0.9999819670223857,1.800041612462068e-05]",1
465,e74ddfe8-97b1-613e-1495-f884f58c,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[0.9554480326689787,0.04455196733085561,1.6563920953016744e-13]",0
466,e88cc767-fc0d-54d4-243a-4479ebf9,Ordinary - Unregistered,1.0,2.0,4.0,Independant,1,"[1.0,2.0,4.0]","[0.02833620589413357,0.00028214674169679046,0.9713816473641697]",2
467,e9822752-a8af-cf42-1ddc-d2518ca8,Ordinary - Unregistered,2.0,5.0,2.0,Catch-upper,2,"[2.0,5.0,2.0]","[0.8360572293286992,1.651960370924472e-13,0.1639427706711357]",0
468,e99d6a57-d572-b7f6-34cf-3ac76f24,Ordinary - Unregistered,6.0,0.0,0.0,Follower,0,"[6.0,0.0,0.0]","[0.9998567007727535,0.0001432992271273752,1.1908713270256877e-13]",0
469,eb9864df-c827-4027-9de4-5829eee9,Ordinary - Unregistered,3.0,7.0,1.0,Catch-upper,2,"[3.0,7.0,1.0]","[0.9999976506701754,4.691290423099837e-13,2.3493293553966994e-06]",0
470,eba3b0ea-3aeb-a6e3-8df6-742db8a0,Ordinary - Unregistered,1.0,3.0,3.0,Mixed - No predominent behavior,3,"[1.0,3.0,3.0]","[0.09167481576483154,1.7238353217266992e-10,0.9083251840627848]",2
471,ebdd7e01-09f4-dbf1-8a08-602d0001,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[0.9554480326689787,0.04455196733085561,1.6563920953016744e-13]",0
472,ed71098a-9600-3bac-4cca-70ce0496,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[0.9554480326689787,0.04455196733085561,1.6563920953016744e-13]",0
473,ed71bd28-a732-78c0-de66-e32f77c8,Ordinary - Unregistered,4.0,0.0,0.0,Follower,0,"[4.0,0.0,0.0]","[0.9554480326689787,0.04455196733085561,1.6563920953016744e-13]",0
474,edcaf7c0-7593-61d2-f4e9-689b8340,Ordinary - Unregistered,2.0,4.0,0.0,Catch-upper,2,"[2.0,4.0,0.0]","[0.9838710535860806,1.530157093756425e-13,0.016128946413766516]",0
475,ef70bde5-8a4d-68a0-4f26-e5253d2c,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
476,f2a9ccb0-9831-6d2a-6254-8f0366c9,Ordinary - Unregistered,1.0,1.0,4.0,Independant,1,"[1.0,1.0,4.0]","[0.014620410878911378,0.4143628921687858,0.5710166969523028]",2
477,f4bf52fc-cffa-0f52-f4f9-2eff92fc,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
478,f5196f35-183f-1d55-1883-5fef618e,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
479,f6956137-aec3-29d6-ad64-d870e209,Ordinary - Unregistered,3.0,2.0,2.0,Mixed - No predominent behavior,3,"[3.0,2.0,2.0]","[0.9882930088737133,0.011706980221473373,1.0904813351553675e-08]",0
480,f6c2c059-c90e-1566-cc25-b0823249,Ordinary - Unregistered,1.0,9.0,0.0,Catch-upper,2,"[1.0,9.0,0.0]","[0.01658648884603013,1.2945478567424293e-13,0.9834135111538403]",2
481,f6cd37ab-4add-fb6f-20c2-2374f109,Ordinary - Unregistered,0.0,0.0,5.0,Independant,1,"[0.0,0.0,5.0]","[0.0003568179012905017,0.9989071030306057,0.0007360790681037911]",1
482,f83fd099-8c89-2894-3a91-bb38be88,Ordinary - Unregistered,3.0,5.0,0.0,Catch-upper,2,"[3.0,5.0,0.0]","[0.9999999661065764,1.5955344464770246e-13,3.389326409427486e-08]",0
483,f8c2bef5-12f7-05a2-39e8-43daff7b,Ordinary - Unregistered,0.0,0.0,6.0,Independant,1,"[0.0,0.0,6.0]","[2.5580638086816446e-05,0.9997300481269202,0.00024437123499299973]",1
484,f8f5aa96-ff9b-eb8f-c3dc-06293d3f,Ordinary - Unregistered,0.0,0.0,4.0,Independant,1,"[0.0,0.0,4.0]","[0.0031172507080070616,0.9949494691741668,0.0019332801178261613]",1
485,fcb83a6e-9298-b96c-29e5-c217b27f,Ordinary - Unregistered,1.0,1.0,5.0,Independant,1,"[1.0,1.0,5.0]","[0.002210076146535705,0.5101882254319902,0.48760169842147416]",1
486,ff3d026c-5e45-1835-2b58-e6308d38,Ordinary - Unregistered,1.0,3.0,0.0,Catch-upper,2,"[1.0,3.0,0.0]","[0.30238341263303053,9.163354236012502e-11,0.6976165872753359]",2
487,ff549000-a9c8-4964-1ece-6923a32e,Ordinary - Unregistered,3.0,2.0,0.0,Follower,0,"[3.0,2.0,0.0]","[0.9943796958679857,0.0056203038065516285,3.254627601504991e-10]",0
