,user,cat,orderseq,orderjump,orderoutOfOrder,nbVideos,orderbehavior,orderClasses,features,prediction
498,Dražen Kralj,Late - Registered,0.75,0.08333333333333333,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.75,0.08333333333333333,0.08333333333333333]",3
499,Gaja,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
500,Hrvoje Petek,Late - Registered,0.75,0.08333333333333333,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.75,0.08333333333333333,0.08333333333333333]",3
501,Ivana Kozina,Late - Registered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]",3
502,Jelenaa,Late - Registered,0.8333333333333334,0.0,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.08333333333333333]",2
503,Jolanda,Late - Registered,0.8888888888888888,0.0,0.0,9.0,Sequential - One after the other,1,"[0.8888888888888888,0.0,0.0]",2
504,Katja De Faveri,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
505,Kopacin,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
506,Ksenija,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
507,Lejla,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
508,Marco,Late - Registered,0.46153846153846156,0.3076923076923077,0.15384615384615385,13.0,Sequential - One after the other,1,"[0.46153846153846156,0.3076923076923077,0.15384615384615385]",0
509,Marušaaaa,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
510,Matea Pavicic,Late - Registered,0.625,0.25,0.0,8.0,Sequential - One after the other,1,"[0.625,0.25,0.0]",3
511,miranF,Late - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
512,Nada,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]",2
513,Nikolaj,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
514,Nina1,Late - Registered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
515,NinaP,Late - Registered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]",0
516,noordung,Late - Registered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]",2
517,p2035e,Late - Registered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]",2
518,Paval,Late - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
519,poppy,Late - Registered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]",3
520,roman113,Late - Registered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]",2
521,Safet,Late - Registered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]",2
522,Spasic Vladimir,Late - Registered,0.16666666666666666,0.6666666666666666,0.0,6.0,Sequential - Jumping forward,0,"[0.16666666666666666,0.6666666666666666,0.0]",0
523,stinfio,Late - Registered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]",3
524,Tone,Late - Registered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]",0
525,Toni Petkovic,Late - Registered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
526,Valentin,Late - Registered,0.8461538461538461,0.0,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.8461538461538461,0.0,0.07692307692307693]",2
527,Vanda,Late - Registered,0.6,0.0,0.2,5.0,Sequential - One after the other,1,"[0.6,0.0,0.2]",3
528,varga,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]",2
529,Vedran Nikolic,Late - Registered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]",2
530,ŽS,Late - Registered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]",0
531,0126c792-ca6a-61a6-a96a-42bf5fc1,Late - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]",0
532,012d8099-01c6-f99f-55ef-151df7a5,Late - Unregistered,0.0,0.3333333333333333,0.5,6.0,Out of order,3,"[0.0,0.3333333333333333,0.5]",1
533,01d960ae-5d88-45e9-e235-6f68599c,Late - Unregistered,0.8333333333333334,0.08333333333333333,0.0,12.0,Sequential - One after the other,1,"[0.8333333333333334,0.08333333333333333,0.0]",2
534,0f165b85-0670-e6ac-bf14-cf00655a,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
535,14b19a02-38a5-992d-2f4f-aebd2315,Late - Unregistered,0.0,0.0,0.8,5.0,Out of order,3,"[0.0,0.0,0.8]",1
536,25a03b67-3ce1-77fc-c715-72ba385a,Late - Unregistered,0.75,0.08333333333333333,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.75,0.08333333333333333,0.08333333333333333]",3
537,2888b741-780e-2c51-0772-617d7c33,Late - Unregistered,0.23076923076923078,0.3076923076923077,0.38461538461538464,13.0,Sequential - Jumping forward,0,"[0.23076923076923078,0.3076923076923077,0.38461538461538464]",1
538,2c89fe15-af0e-a900-7384-29f556d1,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
539,2fba9116-a20d-ea5f-3980-a0c4226c,Late - Unregistered,0.4,0.4,0.0,5.0,Sequential - One after the other,1,"[0.4,0.4,0.0]",0
540,32c9bec6-bd73-18c6-9611-148b7b0e,Late - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]",2
541,3469f507-2f62-0e43-70e8-0c4bc6e3,Late - Unregistered,0.6666666666666666,0.16666666666666666,0.08333333333333333,12.0,Sequential - One after the other,1,"[0.6666666666666666,0.16666666666666666,0.08333333333333333]",3
542,3db3466c-e5e5-3bc2-d72b-8fa46cd2,Late - Unregistered,0.9,0.0,0.0,10.0,Sequential - One after the other,1,"[0.9,0.0,0.0]",2
543,427905ff-8519-fc73-90ee-17ecae10,Late - Unregistered,0.0,0.6,0.2,5.0,Sequential - Jumping forward,0,"[0.0,0.6,0.2]",0
544,461e7201-9b62-2da4-aca6-9bc7e2aa,Late - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]",2
545,4fa0f410-5265-9be6-be9d-778ee66d,Late - Unregistered,0.2,0.4,0.2,5.0,Sequential - Jumping forward,0,"[0.2,0.4,0.2]",0
546,52656cee-d479-aed9-c14a-94a33208,Late - Unregistered,0.25,0.5,0.0,4.0,Sequential - Jumping forward,0,"[0.25,0.5,0.0]",0
547,54ec8d85-fcb4-2695-6332-e8c53e6e,Late - Unregistered,0.8,0.1,0.0,10.0,Sequential - One after the other,1,"[0.8,0.1,0.0]",2
548,57fbd139-416d-e97c-42e1-e3d21786,Late - Unregistered,0.8333333333333334,0.0,0.0,6.0,Sequential - One after the other,1,"[0.8333333333333334,0.0,0.0]",2
549,5a064204-6bd4-8b83-adec-4f0196a2,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]",2
550,5bb4be5d-066c-8d6b-ec52-55325830,Late - Unregistered,0.0,0.5,0.25,4.0,Sequential - Jumping forward,0,"[0.0,0.5,0.25]",0
551,5de63720-f52d-3d98-8315-9cffae99,Late - Unregistered,0.4,0.4,0.0,5.0,Sequential - One after the other,1,"[0.4,0.4,0.0]",0
552,6ba67821-cac2-1015-fa83-7a8546b6,Late - Unregistered,0.45454545454545453,0.36363636363636365,0.09090909090909091,11.0,Sequential - Jumping forward,0,"[0.45454545454545453,0.36363636363636365,0.09090909090909091]",0
553,6cb1567b-ce14-1c63-5c79-2d56cd65,Late - Unregistered,0.7777777777777778,0.1111111111111111,0.0,9.0,Sequential - One after the other,1,"[0.7777777777777778,0.1111111111111111,0.0]",3
554,76223a87-2695-2b9d-ac3d-b8a7f469,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
555,8095dea5-2414-2dd8-96a5-94762161,Late - Unregistered,0.2,0.2,0.4,5.0,Sequential - Jumping forward,0,"[0.2,0.2,0.4]",1
556,823fb65f-7880-5b1e-2c81-c7fdda61,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]",2
557,889c7103-b73e-f33a-594f-f207a4cd,Late - Unregistered,0.7272727272727273,0.18181818181818182,0.0,11.0,Sequential - One after the other,1,"[0.7272727272727273,0.18181818181818182,0.0]",3
558,8bdf5cb3-35c1-f6f1-e618-f641fcc2,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
559,921196a3-13fa-e4ce-3af8-6cbdc712,Late - Unregistered,0.1,0.1,0.7,10.0,Out of order,3,"[0.1,0.1,0.7]",1
560,979eea52-4e76-7700-5136-517b6799,Late - Unregistered,0.0,0.0,0.9090909090909091,11.0,Out of order,3,"[0.0,0.0,0.9090909090909091]",1
561,9f9f9fdf-92e7-af14-0692-647f88c2,Late - Unregistered,0.875,0.0,0.0,8.0,Sequential - One after the other,1,"[0.875,0.0,0.0]",2
562,a3ec40af-975f-ba01-2db3-3caa97d9,Late - Unregistered,0.0,0.07692307692307693,0.8461538461538461,13.0,Out of order,3,"[0.0,0.07692307692307693,0.8461538461538461]",1
563,a52f2bc6-a117-0f22-9ee9-126d536e,Late - Unregistered,0.8181818181818182,0.09090909090909091,0.0,11.0,Sequential - One after the other,1,"[0.8181818181818182,0.09090909090909091,0.0]",2
564,af4c2645-6fb3-16d2-5660-862ba713,Late - Unregistered,0.8,0.1,0.0,10.0,Sequential - One after the other,1,"[0.8,0.1,0.0]",2
565,b37edebf-8ae7-aa45-24a6-a71ab0cf,Late - Unregistered,0.0,0.75,0.0,4.0,Sequential - Jumping forward,0,"[0.0,0.75,0.0]",0
566,b543862d-e79a-96e0-43de-2a3df236,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]",2
567,bd5f2e42-b664-0cc9-37b0-15736f11,Late - Unregistered,0.9166666666666666,0.0,0.0,12.0,Sequential - One after the other,1,"[0.9166666666666666,0.0,0.0]",2
568,bd68cd15-7a72-7240-6a6d-11fdf386,Late - Unregistered,0.2857142857142857,0.42857142857142855,0.14285714285714285,7.0,Sequential - Jumping forward,0,"[0.2857142857142857,0.42857142857142855,0.14285714285714285]",0
569,be606175-e63e-f12e-d947-27baefe1,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
570,c1d60570-2cbc-37b1-9e8a-4883bae7,Late - Unregistered,0.8461538461538461,0.0,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.8461538461538461,0.0,0.07692307692307693]",2
571,cd63ab01-8f40-afeb-0b3d-ca6de10f,Late - Unregistered,0.7692307692307693,0.07692307692307693,0.07692307692307693,13.0,Sequential - One after the other,1,"[0.7692307692307693,0.07692307692307693,0.07692307692307693]",3
572,d240496b-e2cf-209d-80f4-6a24fbd7,Late - Unregistered,0.9090909090909091,0.0,0.0,11.0,Sequential - One after the other,1,"[0.9090909090909091,0.0,0.0]",2
573,d48858c6-80ce-2e95-a74a-8d955a9e,Late - Unregistered,0.2,0.6,0.0,5.0,Sequential - Jumping forward,0,"[0.2,0.6,0.0]",0
574,db0c804a-a6ad-cb9d-d037-84256d49,Late - Unregistered,0.0,0.0,0.75,4.0,Out of order,3,"[0.0,0.0,0.75]",1
575,e84ee6a5-b0be-fe4d-cee9-c9846350,Late - Unregistered,0.5,0.0,0.25,4.0,Sequential - One after the other,1,"[0.5,0.0,0.25]",0
576,e8f759fe-33ca-af05-511a-3b4aa7f5,Late - Unregistered,0.75,0.0,0.0,4.0,Sequential - One after the other,1,"[0.75,0.0,0.0]",2
577,e996ed9e-cf46-2cad-2e67-5688856d,Late - Unregistered,0.9230769230769231,0.0,0.0,13.0,Sequential - One after the other,1,"[0.9230769230769231,0.0,0.0]",2
578,eabfeaaa-351b-e551-fd2b-3e6d0f45,Late - Unregistered,0.4,0.2,0.2,5.0,Sequential - One after the other,1,"[0.4,0.2,0.2]",0
579,ef41223d-f80f-838d-f944-d7c278c7,Late - Unregistered,0.6,0.2,0.0,5.0,Sequential - One after the other,1,"[0.6,0.2,0.0]",3
580,f309c633-16b6-7dc6-6a93-65789e3f,Late - Unregistered,0.6666666666666666,0.16666666666666666,0.0,6.0,Sequential - One after the other,1,"[0.6666666666666666,0.16666666666666666,0.0]",3
581,fb1d6ed7-6e3b-21ed-c1d0-d1456834,Late - Unregistered,0.8,0.0,0.0,5.0,Sequential - One after the other,1,"[0.8,0.0,0.0]",2
